,Unnamed: 0,segment,sentiment,embeddings
757,757,give the high demand and need however further guidance may be need on organizational priority include geographical focus,negative,[-1.6232277   2.2822187  -0.85469604]
758,758,this lack of coherence and alignment could have lead to inconsistency and error in reporting as country office may have be face with the difficult choice of either adhere strictly to the strategic policy framework or adjust -PRON- reporting to fit well with the global result framework,negative,[-1.471752  -1.3813149  3.5485485]
759,759,nevertheless a number of constraint to operational efficiency and effectiveness be identify through the survey include issue relate to access to technical expertise time require for internal decision making and funding include adequate access to both financial and human resource,negative,[-2.0952492 -0.5021202  3.2059345]
760,760,this be observe by the evaluation team which cite case where the sustainable result for individual be positive although the sustaina- bility of the intervention -PRON- be not certain,negative,[-1.5744162  2.112745  -0.7504281]
761,761,however the field visit do not find much hard evidence of this,negative,[-1.5460528  0.5095204  1.0861362]
762,762,a number of significant constraint to operational efficiency and effectiveness be identify through the survey,negative,[-2.0011778 -0.3287748  2.9026127]
763,763,an examination of expen- diture on skill by country raise some question about relative return on investment,negative,[-2.6906216   0.97407466  2.125362  ]
764,764,however no datum be available on the actual number of country assess as have attain this goal,negative,[-1.104102  -0.7303883  1.9461136]
765,765,the fact that evaluation topic be set on a yearly basis have impede both use and consultation,negative,[-1.4270388 -1.3317273  3.356569 ]
766,766,-PRON- be the only un system organization to follow this pattern,negative,[-0.6838147   1.2466049  -0.53427434]
767,767,however there be little effective connection between evaluation and result base management within the office,negative,[-1.1244643 -1.7344193  3.4840395]
768,768,there have be train initiative but the result have be uneven and there be an express need for additional training at all level include for stakeholder,negative,[-1.0695058 -1.7081733  3.175467 ]
769,769,at the same time the full potential of institutional learning from the evaluation have not yet be realize,negative,[-1.8202258  -0.44430083  2.877578  ]
770,770,there be little connection between the high level evaluation and result base management represent by the strategic policy framework biennial programme budget or programme implementation report,negative,[-2.1429605 -0.4807721  3.2447987]
771,771,as with the accountability objective the iee find that use of the evaluation for management purpose be uneven,negative,[-1.8084408 -1.057198   3.4449468]
772,772,a second issue be the nature and unpredictability of exis- te donor funding for social protection which often result in rather small short project that be not conducive to support long term process of change,negative,[-2.361589    0.24064527  2.8349347 ]
773,773,gender integration differ across country programme but generally lack explicit focus and monitor where there be no specialized gender support capacity,negative,[-1.011252  -1.1812072  2.736172 ]
774,774,the available datum do not allow a comprehensive assessment of the achievement of these goal,negative,[-1.9929271  -0.74733263  3.4725027 ]
775,775,however country and global operation be to a large extent finance through technical cooperation resource,negative,[-2.449169    0.50705236  2.1776013 ]
776,776,to date few ilo- support country level decent work strategy consider private sector enterprise development beyond the potential for enterprise level job creation,negative,[-1.7874138  -0.46618143  2.6556048 ]
777,777,the review of the project however show that transition from a largely technical cooperation approach focus heavily on training take time and may not be as readily finance by donor,negative,[-1.778747  -0.8680764  3.4316263]
778,778,without this ilo country office tend to respond to short term and pragmatic approach to enterprise development which government demand and donor fund tend to overlook opportunity for long term and more systematic change in the hope of offer simple solution to complex problem,negative,[-1.3819623 -0.920569   2.905564 ]
779,779,a more concentrated effort and more target through sector community and vulnerable group would add focus increase visibility and potentially have a high impact,negative,[-1.5156939  -0.24541013  2.0527048 ]
780,780,the dependency on two donor however pose uncomfortable risk for this promising area of work which could flounder if funding be not sustain,negative,[-2.323936    0.21971807  2.7672846 ]
781,781,the work to promote enterprise association and cooperative enterprise be find to have great potential but be currently underdeveloped in large part due to limited fund and as yet too few case of cooperative approach be integrate into small enterprise development technical cooperation,negative,[-0.31958944  0.56097    -0.32402346]
782,782,there be also a need to reduce external and internal user barrier and to integrate content and message to encompass the broad decent work agenda,negative,[-2.4290361   0.06828005  2.9000854 ]
783,783,however the level of effort across the various indicator have be uneven with more effort and resource focus on entrepreneurship project and programme than on other pillar,negative,[-1.1562053 -1.1736505  2.82079  ]
784,784,there be currently no clear orientation and coordination within the office on how the sustainable enterprise strategy could tap such resource in the long term for small enterprise strategy development at the country level,negative,[-1.5784833 -1.2921892  3.5676937]
785,785,this engagement need to go beyond private sector partnership and the office be struggle to articulate an actionable strategy,negative,[-2.0285006   0.10506692  2.3293066 ]
786,786,-PRON- be weak in term of explicit development orient objective reduce -PRON- value add and relevance as a framework for the implementation of ilo tc during the period in question,negative,[-1.1793324   1.833715   -0.97989833]
787,787,the low level of coherence be find in country that do not have formal ilo representation,negative,[-1.691868  -1.1431782  3.5111532]
788,788,in none of the case review be the dwcps cost and anchor in budget,negative,[-1.5175941  -0.46271718  2.3687027 ]
789,789,however -PRON- be not clear whether the overhead charge by other agency and ngo be an accurate or realistic reflection of -PRON- administrative cost or whether -PRON- include the same element in -PRON- calculation as the ilo when determine support cost,negative,[-2.4935164   0.38858238  2.573873  ]
790,790,these be mostly associate with delay in recruitment or procurement,negative,[-1.5894898 -1.1839821  3.4654913]
791,791,this result in infrequent or insufficient field mission particularly with regard to country portfolio and policy development and result in miss opportunity,negative,[-1.445445  -1.2178171  3.2848306]
792,792,overall dwcps tend to be conceptual document consist of broad sectoral analysis follow by pro- pose priority with outcome and indicator,negative,[-1.170201   -0.10613511  1.455155  ]
793,793,there be substantial routine business inefficiency associate with the practice of give out of country manager onerous portfolio,negative,[-1.6515833 -1.2244847  3.4174037]
794,794,the evaluation therefore conclude that there be currently insufficient datum to enable the impact of ilo tc to be evaluate,negative,[-2.1864798  -0.38115737  3.2022285 ]
795,795,the reliance on second phase funding be observe to face increase challenge since traditional donor fun- ding be decline in many country,negative,[-1.4302374  -0.18289164  1.8184619 ]
796,796,coordination activity by yep to support internal coherence and complementarity have be hinder by -PRON- limited empowerment and lack of dedicated human resource,negative,[-1.4756738 -1.2111506  3.3027296]
797,797,however the evaluation find some bottleneck link to the public private partnership ppp approach be implement in the america and mismatch between youth employment as a priority and regional capacity for support -PRON- in africa,negative,[-1.0754981 -1.5979804  3.0803485]
798,798,the degree of youth employment coordination among various ministry government agency and the social partner have be report as generally low for many of the country where the ilo be work on youth employment,negative,[-1.2471586 -1.3865335  3.1273322]
799,799,as some evaluation case study indicate more work have to be do to generate among ilo partner an integrate approach specifically focus on youth employment,negative,[-1.8503643  1.1503264  0.7743343]
800,800,the approach adopt appear to be an application of the overall ilo initiative on employment generation rather than on an integrated vision and methodology specifically address youth although the ilo -PRON- have develop approach that respond to the specific need of young people such as the life cycle approach and other policy tool,negative,[-0.56890845 -1.4219105   2.2188163 ]
801,801,however the cross cuting nature of youth employment require integrate and innovative approach base on shared knowledge a high level of internal communication and organizational resource to provide integration,negative,[-1.9867187  -0.10704238  2.4973435 ]
802,802,the multi faceted character of intervention require multi disciplinary approach and this be why youth employment initiative be normally multi departmental,negative,[-2.5464222  0.8473695  2.3970966]
803,803,there be a number of area where coordination could be strengthen,negative,[-2.5440938  1.2011659  1.6065946]
804,804,as already mention current coordination between headquarters and the field mostly involve staff attach to the employment sector,negative,[-1.4461254 -1.0378078  3.008902 ]
805,805,however many of these country still face capacity gap in i develop youth employment policy and programme ii identify the main institutional problem and need iii devise strategy and iv allocate appropriate human and financial resource,negative,[-1.0484539 -1.2681466  2.770694 ]
806,806,in many country government have not take the necessary step to address the magnitude of the youth employment challenge,negative,[-1.3261395 -0.6807285  2.4289196]
807,807,as the lead technical un agency the ilo will have to develop not only the expertise but also the organizational and management system to reduce the high transaction cost associate with multi agency process,negative,[-2.7305005  1.454329   1.7579533]
808,808,the integrated multi agency and multi sector approach that have evolve for youth employment have prove challenge for the office to manage give the high transaction cost associate with the new planning decision making and implementation process for joint programming and the rapid increase in the number of joint programme which the ilo be call upon to technically support,negative,[-1.4357045 -1.0571463  2.994535 ]
809,809,on the negative side the number of ilo project that include gender equality in outcome output and activity have decrease over the action plan period,negative,[-1.6076957 -0.8957434  3.0939426]
810,810,d as a branch require more resource to be able to fully implement the plethora of demand place on -PRON- from ilo staff and constituent,negative,[-2.4544148   0.48026913  2.5211215 ]
811,811,some type of gender analysis framework be require across the ilo,negative,[-1.9719032  1.6888576  0.2674988]
812,812,an action plan must be accompany by other measure such as a strong focus on attitude change within an institution a capacity amongst staff to be able to choose the appropriate response in a give situation and perhaps incentive structure reward and sanction,negative,[-2.0670927  0.5004898  1.7777158]
813,813,ilo probably require an update vision on gender equality outline where the ilo be go with gender equality and what be expect and why,negative,[-2.0946798   2.2742045  -0.29686958]
814,814,the 2016 17 p&b lack of an outcome on gender equality and non discrimination which many ilo staff be anxious about,negative,[-1.8246442  -0.99880904  3.522831  ]
815,815,because no specific funding be allocate for the action plan the evaluation could not conclude on efficiency of resource use,negative,[-2.092196   -0.14143284  2.6065345 ]
816,816,gap that remain to be address in the next action plan include link to the sdgs adopt a broad empowerment approach and a well focus on rural woman particularly with two out of ten ilo p&b outcome both very much link to rural area,negative,[ 1.7704118  -0.68505484 -1.7387604 ]
817,817,an action plan must be accompany by other measure such as a strong focus on attitude change within an institution a capacity amongst staff to be able to choose the appropriate response in a give situation and perhaps incentive structure reward and sanction,negative,[-2.0670927  0.5004898  1.7777158]
818,818,nearly three quarter of project be classify with no or only few objective outcome output or activity to promote gender equality,negative,[-1.5653936 -1.2611616  3.3706417]
819,819,the formulation of gender equality and non discrimination marker for the 2016 17 p&b be important and require in house collaboration as well as a review of good practice from other un agency,negative,[ 0.6700507   0.68609136 -2.1525643 ]
820,820,amongst many constituent gender equality issue be not often raise as a priority so -PRON- can be difficult for a typical ilo technical specialist to put the issue on the agenda particularly in patriarchal institution and society,negative,[-2.6764698  1.5358157  1.5884131]
821,821,-PRON- be difficult to assess the extent the ilo action plan have be an effective instrument to help ensure gender be integrate across each of the four ilo strategic objective because reporting be mainly limit to how important gender equality be for a particular outcome or output without an emphasis on the impact,negative,[-2.0195255  -0.07876008  2.7180629 ]
822,822,however in most of these case -PRON- appear to be more specific to the post crisis context or base on a bottom up approach involve intervention tailor to the local context and to the local need in order to promote local economic development and the empowerment of local community,negative,[-1.317332  -0.7346352  2.5598302]
823,823,however give that in opera- tional term ilo be not a humanitarian agency -PRON- have often play a secondary role in the humanitarian field,negative,[-2.1833785  0.3770351  2.325456 ]
824,824,however some of the main challenge include issue relate to ineffective project management the lack of skilled staff and understaffing insufficient funding and other funding issue a lack of recognition of the time need to generate result and finally insufficient commitment of key actor such as stakeholder or beneficiary,negative,[-1.3413041 -1.4633727  3.4008536]
825,825,this mean that the dwcp be not readily evaluable in part because of the nature and definition of outcome and in part because of the difficulty in gain sound evidence link dwcp activity to outcome,negative,[-1.798536  -1.0365347  3.6361146]
826,826,the general view be that resource mobilisation need to be consider much early in dwcp development i.e. at the dwcp design stage,negative,[-2.586261   1.3649462  1.5384629]
827,827,in some country there be a strong call for the use of local language particularly for documentation to enable well participation and transparency,negative,[-0.23217802 -0.7586703   0.7170107 ]
828,828,underlie concern include the role of rating -PRON- interpretation the perspective(s -PRON- represent the coherence between -PRON- the availability of performance datum and limitation in aggregate rating,negative,[-1.9633352 -0.7231105  3.403483 ]
829,829,the main focus on decent work issue be in assess the contribution of dwcp initiative to the outcome,negative,[-2.0026488  2.3801053 -0.2805531]
830,830,this would help not only to ensure that the underlying structural issue be take into account prior to the review be undertake but also that desirable process be follow which appropriately engage the stakeholder at country level,negative,[-0.6618063 -0.0589663  0.4396798]
831,831,overall the cpr encounter a range of structural problem that impact on the dwcps and make -PRON- difficult for the review team to review the cprs effectively,negative,[-1.9365463  -0.68423396  3.3689497 ]
832,832,the dwcp may not have be ratify and adopt by the government or may have be affect by change political will,negative,[-2.626824   0.9961023  1.8543749]
833,833,deficiency in the design and monitoring and evaluation framework for the dwcp mean -PRON- be difficult to assess how well individual initiative be contribute to dwcp outcome and result base management rbm,negative,[-2.642374   0.9530151  2.2312632]
834,834,in term of management the cpr seem to be a one off snapshot rather than an ongoing monitoring and review process lead by country authority,negative,[-1.8481259 -1.0211439  3.592738 ]
835,835,there be little control over the resource need to implement the dwcp strategy,negative,[-2.4441414 -0.0536909  3.2146864]
836,836,the ilo need to operate as a broker in resource mobilisation,negative,[-2.4429154  1.1268795  1.7637647]
837,837,problem in communication affect knowledge and ownership of the dwcps the ability to work together and the understanding of the dwcps beyond a limited range of stakeholder,negative,[-1.4080347 -1.3408775  3.1998892]
838,838,to enhance the cpr process -PRON- be recommend that the review be tailor to the specific need of each dwcp and country use a principle base approach rather than adopt a standard formula and assessment criterion see appendix 5,negative,[-1.8406721  2.389642  -0.7703606]
839,839,risk management strategy also need to be give more attention as part of the dwcp design process give the structural issue encounter and -PRON- potential impact on the viability of the dwcp,negative,[-2.6437488  1.5108825  1.3541204]
840,840,the perceive lack of time for engage constituent be a common issue affect both review and evaluation but may have have a more significant effect on the cprs give the more participatory approach require,negative,[-1.5077072 -1.3002796  3.5371075]
841,841,in the field some constituent say -PRON- need more involvement during the entire design and implementation of policy and programme not just at the beginning of the process,negative,[-2.3611958e+00  1.2039801e-03  2.8894620e+00]
842,842,at the same time the review of implementation report suggest that such project be not usual and that project involve entrepreneurship training be far more common,negative,[-1.4232129 -1.1522752  3.060292 ]
843,843,more could be do to ensure that gender consideration be include throughout project delivery,negative,[-1.9893005  -0.63193196  3.2955532 ]
844,844,the fact that youth employment work be disperse throughout the ilo make this kind of analysis even more problematic,negative,[-2.1955376 -0.3741012  3.1645532]
845,845,de- mand for guidance and service from headquarter hq at the country level still exceed supply,negative,[-0.69356215 -1.6743942   2.5869694 ]
846,846,the evaluation find that a well balance between supply side and demand side drive initiative be need,negative,[ 0.840444  -1.0418807 -0.1842627]
847,847,this be in contrast to the area where -PRON- believe the least difference be make youth right at work,negative,[-1.6154212  1.8644433 -0.1855666]
848,848,this involve achievement that be beyond the control of the ilo start up time that be systematically underestimate the challenge of overcome institutional inertia and general unwarranted optimism that everything go accord to plan,negative,[-1.38693   -0.2909118  1.8534689]
849,849,a single technical cooperation objective would however force those develop the intervention to carefully match component in a more tightly integrate scheme,negative,[-2.5517054  0.5123624  2.6779888]
850,850,yet poverty be not specifically discuss and consequently project occasionally lose track of the ultimate impact that address poverty condition should have,negative,[-1.866043  -0.8361586  3.399125 ]
851,851,however there be still some way to go before initiative address gender as a force for change in development,negative,[-0.87114334 -1.3141685   2.5760324 ]
852,852,whether or not the degree of achievement be commensurate with the need and ambition of the project let alone the resource allocate to the initiative be a separate matter,negative,[-2.41849     0.33324373  2.539413  ]
853,853,too few programme establish baseline to measure progress,negative,[-2.0598962  -0.48295125  3.3025527 ]
854,854,nevertheless little be say in evaluation report about how -PRON- be function,negative,[-1.0227939 -1.6808062  3.1701324]
855,855,technical cooperation design have emerge as one of the major shortcoming identify with evaluation frequently point to overambitious objective unrealistic time frame and inadequate resource,negative,[-1.7640992 -1.0012746  3.3901057]
856,856,the management of technical cooperation activity be generally a challenge,negative,[-2.0343297 -0.7897038  3.4203286]
857,857,activity be not solely locate within migrant and do not always relate to outcome 7 more migrant worker be protect and more migrant worker have access to productive employment and decent work,negative,[-1.0094963   1.4019165  -0.57862103]
858,858,not all migration project and other activity be label as such and the current programme and budget indicator and target with -PRON- focus on individual country instead of bilateral regional or inter regional approach be also not helpful in this context,negative,[-1.5764145 -1.238124   3.4818506]
859,859,structurally this place migrant close to work on labour market institution,negative,[-0.2860143  0.7086659 -0.9153054]
860,860,human resource constraint appear as a key reason for any loss of momentum in recent year,negative,[-1.7711028 -0.4887739  2.8245184]
861,861,however the 2008 evaluation also call for increase internal coordination and coherence to do justice to the cross cut nature of labour migration and despite effort to mainstream labour migration across the office in this area the ilo still lack a clear strategy and a well function reporting system,negative,[-1.5034412 -1.2878028  3.4863179]
862,862,nonetheless next to the multilateral framework an additional supplementary companion would be useful in order to provide continued update of good practice example of practical implementation and more specific insight into area not currently cover in depth by the ilo multilateral framework on labour migration,negative,[-1.5036327   2.1475966  -0.78907835]
863,863,as highlight in a number of evaluation for example in africa the americas and the caucasus region obstacle and barrier be particularly strong in area which have experience civil strife or faced transition to democracy,negative,[-0.4299219   0.8404676  -0.45135248]
864,864,the need to have long term commitment and a more incremental approach to achieve positive outcome and sustainability be recommend in many report relate to capacity building and sound industrial relation include non ilo intervention such as in the eu particularly in country where social dialogue and tripartism be face substantial barrier,negative,[-2.2640686  1.5148463  0.7452293]
865,865,the subsequent recommendation stress the need to strengthen capability in area such as labour law and labour administration,negative,[-1.6061908  1.1416698  0.515018 ]
866,866,social dialogue capacity and sound industrial relation be important external factor often hinder positive outcome,negative,[-1.5078702  -0.49752185  2.316056  ]
867,867,there be also obstacle specific to certain type of intervention,negative,[-2.1662028   2.075723    0.20041586]
868,868,although the evaluation raise these issue -PRON- do not resolve -PRON-,negative,[-1.6240329  2.6874256 -1.1087877]
869,869,the integration of social finance as a natural ingredient in employment promotion and social protection in the decent work country programme be uneven although improvement have be note towards the end of the period,negative,[-0.70079863 -1.8851984   2.984305  ]
870,870,in general quantitative success indicator and quality control measure for social finance be few in the design of tc project intervention especially where sf be one cross cut tool among other and any attention to the assessment of impact rarely exist in the document,negative,[-2.0046759  -0.05243589  2.613695  ]
871,871,risks external factor that can disturb or destroy an intervention be often not consider or if -PRON- be then in overly optimistic way,negative,[-2.071558   -0.38397563  3.0144792 ]
872,872,most of the work be with individual organisation rather than with national association,negative,[-1.305295  -0.7387944  2.3260522]
873,873,however both project be too recent for tangible outcome to be expect within the time frame of this evaluation,negative,[-2.1191502  0.1610903  2.3163798]
874,874,case be note where investment be lose due to delay,negative,[-2.0276246  0.6314718  1.5377455]
875,875,the sfp have a special responsibility to deal with the apparent limited knowledge of sf in many tc project and country office as well as perception by some that social finance be a headquarters project,negative,[-2.564233    0.41341746  2.8042657 ]
876,876,this reflect the knowledge and understanding of social finance at the field level which be still too dependent on the professional background and interest of individual ilo staff member,negative,[-1.4465355 -1.4128573  3.443458 ]
877,877,ilo remain a minor player on the vast international microfinance scene,negative,[-0.98657525 -1.5749618   2.960135  ]
878,878,the lack of attention in the project design the relatively short duration and the slow implementation of many sf intervention be threat to sustainability,negative,[-1.9041634 -0.5083212  3.1244817]
879,879,the inefficiency find be mostly link to impractical timeframe and inadequate resource available for achieve the project objective specify which in turn reflect over ambitious project design,negative,[-1.4846731 -1.4419599  3.5269892]
880,880,the weak performance be record in monitoring and evaluation m&e practice primarily due to unsatisfactory specification of outcome level result and inadequate use of associate indicator baseline and subsequent measurement datum for monitoring impact,negative,[-1.5661725 -1.3797833  3.5834854]
881,881,constituent ownership of the result be also find to be only partly successful,negative,[-1.2521008 -1.3238211  3.14292  ]
882,882,evidence of risk be effectively manage be find to be highly variable,negative,[-2.3928785  1.2909007  1.207248 ]
883,883,this be largely due to a lack of performance information on such outcome be yet available for the dwcp evaluator to make such assessment for these evaluation,negative,[-2.0315647 -0.7157165  3.2775931]
884,884,-PRON- be a challenging task to move beyond assess the achievement of individual project to assess the achievement in term of dwcp outcome,negative,[-2.0312881   2.4047177  -0.29528397]
885,885,thus -PRON- have be a considerable and ongoing adjustment process to develop a more focused and coherent decent work programme target the need of the country concern which be own by the constituent,negative,[ 1.3583407  0.0777377 -2.2107549]
886,886,while the conceptual shift to a dwcp approach be progress -PRON- generally move ahead of the organizational and institutional arrangement need to support -PRON- implementation and the achievement of -PRON- objective,negative,[-0.4630632 -1.5275376  2.157032 ]
887,887,such framework be generally find to be inadequate to effectively evaluate the dwcps,negative,[-1.6829756 -1.2331668  3.545743 ]
888,888,as such -PRON- be still to be see if there be any success in sustainably build capacity within national stakeholder for market facilitation through the limited set of capacity building activity that be do,negative,[-1.866006    0.61118877  1.6513572 ]
889,889,-PRON- will be more impactful for the lab to focus on -PRON- key objective of knowledge generation and adopt a collaborative approach to mainstreame this approach within and outside the ilo,negative,[-1.5056723   2.220751   -0.83729213]
890,890,there have be vary level of investment and success in the three key objective,negative,[-1.0459836  -0.95516616  2.473313  ]
891,891,the use of annual progress and final report to the donor and programme implementation report do not allow for critical and comprehensive analysis of result achieve nor the identification of opportunity and challenge,negative,[-1.4676481 -1.3263061  3.4980268]
892,892,bidding regulation in the eu do not encourage hire extra ilo project staff in country office nor do -PRON- allow for flexibility during implementation,negative,[-1.8034996 -0.7359058  3.0359278]
893,893,many of the challenge relate to a lack of dedicated staff to this project coordinate across unit at headquarters as well as budget and co financing requirement,negative,[-2.0906832 -0.7368416  3.5049896]
894,894,the gap mdw project do not have an objective to focus adequately on mdws -PRON- although -PRON- strove to reach mdws through partner encourage trade union to represent this category of worker with idwf reach out through -PRON- electronic platform,negative,[-1.8467308 -0.9633438  3.455573 ]
895,895,project management challenge relate the complexity of commission multi country study handle 5 migration corridor with multiple site and organization that be intend to generate information towards concrete legislative change in each corridor as well as for global action and advocacy to protect mdws,negative,[-1.8364068   1.9044602  -0.02400931]
896,896,this be lack in the gap mdw project,negative,[-1.6620382  -0.26796412  2.1926057 ]
897,897,however ensure that w4y be relevant as a discernible input into policy programme or dialogue prove to be very challenging,negative,[-1.8803921  -0.78674865  3.1754246 ]
898,898,however this be not the case for all the search result and use of the underlying datum generate by the project could increase with more investment in dissemination and communication,negative,[-2.38863    1.0019796  1.7262996]
899,899,while ilo and mcf have utilize and disseminate swts information there have to date be limit use of the swts microdata swts report and the youthpol database among global stakeholder,negative,[-1.5625542 -1.104217   3.3624141]
900,900,this be specifically mention in togo and malawi but the concern about the country report relevance and process for promote buy in at the country level be identify in the mid- term evaluation,negative,[-0.798265    1.4555352  -0.78950834]
901,901,-PRON- be at the country level that the ambiguity in define the project objective make assess effectiveness more difficult,negative,[-2.4116416 -0.0539421  3.0272465]
902,902,from a value for money perspective only a portion of the potential value of the project have be realize as of yet,negative,[-1.0973767 -1.1202816  2.6109974]
903,903,without the additional investment to support the kind of action describe above project impact at the global level will diminish as the information become less timely and further development and dissemination of the methodology end,negative,[-2.2681556   0.25261286  2.776101  ]
904,904,despite significant investment in face to face engagement in build initial support for the swts survey in many of the country a limit factor in country level impact be the lack of involvement of country partner in the analysis,negative,[-1.8934819  -0.95541877  3.5829844 ]
905,905,aside from research good practice lesson learn and tool still need to be exchange at a much high rate to inform hiv in the world of work in different country and setting,negative,[-1.1261011 -0.4290227  1.8990448]
906,906,although gender issue have be identify in the code of practice recommendation 200 and other ilo document the ilo strategy on gender and hiv in the world of work be still not very strong,negative,[-1.6676666 -0.4900833  2.6908703]
907,907,national strategy to address hiv and aids in many case country remain concentrated on health sector with prevention and the wide social protection system receive less attention,negative,[-2.1227083  1.5134947  0.7764123]
908,908,despite the fact that the ilo have develop very interesting good practice on hiv in the context of the informal economy worker a great deal more effort be need to reach the very large number of informal economy worker job seeker and other among poor and vulnerable worker,negative,[-1.3556836  1.949794  -0.7827281]
909,909,at country level development partner work on hiv often be not very familiar with the ilo‘s tripartite process and -PRON- work with ministry of labour although there be an increase recognition of the need to integrate and associate multiple partner,negative,[-1.6296166   0.08490306  1.890653  ]
910,910,however some ilo program manager involve in implementation think the global level intervention strategy would have be more effective if -PRON- be more focused with few strategic output,negative,[-1.4169686 -1.2567167  3.2969909]
911,911,however several research product and training tool be not yet finalize or diffuse by the end of the project implementation period,negative,[-1.4564785 -1.072794   3.0613415]
912,912,the capacity of the fundamental branch to follow up and complete these deliverable be challenge by staff reduction and strategic reorientation and threaten -PRON- sustainability,negative,[-2.361347   1.4079399  1.21845  ]
913,913,in some case the project design envisage need assessment and gap analysis that be not finally develop,negative,[-1.8714684  -0.95732886  3.3878534 ]
914,914,this have problematize project tracking from headquarters the eventual communication of information between the office and country that form part of the project and the availability of datum that be disaggregate by gender,negative,[-1.8838918 -0.7352982  3.305644 ]
915,915,the fact that the country cover by the project be from many different region have make -PRON- difficult to encourage south south cooperative activity,negative,[-1.8249491   0.31244847  1.7920116 ]
916,916,the project have not have a monitoring system,negative,[-1.3312031 -1.018366   2.6111712]
917,917,a knowledge transfer strategy should also be systematize formalize and monitor by the project,negative,[-2.797704   1.5367484  1.3934406]
918,918,at ilo headquarters hq and in the three country visit interest to reinforce intra- interagency and interinstitutional cooperation as well as coordination have be express,negative,[ 0.4331905   0.65334296 -1.8061352 ]
919,919,despite the dedication of ilo hq and country project team to keep up with tight deadline the project have face strong delay and require continuous strong and proactive dedication of all administrative support staff to reach expect result,negative,[-1.2905332 -0.8641295  2.59746  ]
920,920,no knowledge transfer strategy have yet be define by the project,negative,[-1.3646765 -0.9059333  2.4042487]
921,921,assess the likelihood of sustainability of result at the country level be tricky at this stage,negative,[-1.6307319  -0.55200565  2.5773733 ]
922,922,monitoring tool and process have not be sufficiently tailor to the need of project implementer,negative,[-1.4746583 -1.1634583  3.1308882]
923,923,in other country work on force labour need more follow up with the national government to have significant impact on policy or implement mechanism,negative,[-2.3819675  0.4122428  2.35691  ]
924,924,however the less detailed reporting requirement by the donor associate with outcome base funding do also mean that report against the log frame indicator have not be systematically compile at the country level which could present problem for institutional memory,negative,[-1.8518721  -0.84762996  3.4744174 ]
925,925,these factor affect action and decision making and direct effort away from a more operational and strategic implementation,negative,[-1.6102575 -1.0198567  3.2641895]
926,926,the division of duty in project management between cepol and yep result in diluted and unclear management coordination and reporting responsibility,negative,[-1.3100897 -1.4883769  3.4403708]
927,927,the organizational and system level of capacity development receive less attention,negative,[-1.7595088  -0.65380424  3.1021857 ]
928,928,the rating in the assessment below reflect identify performance level with the caveat that lack of consistent datum lower rating for certain criterion,negative,[-2.4458275  1.0320574  1.7424929]
929,929,there be no assign custodian in the ilo to coordinate capacity development for government agency in term of policy development knowledge management implementation support guidance and supervision,negative,[-2.032302    2.071284   -0.13798282]
930,930,however report on ag- gregate result mask a wide range of activity for different purpose and convey little concern the relevance realism and the quality and performance of capacity development in a country context system level,negative,[-0.97857994 -1.6654689   3.1767757 ]
931,931,there be limited monitoring and evalua- tion of the outcome and impact associate with capacity development so -PRON- be not always easy to see if personal development have contribute to organizational development or if the newly acquire skill and knowledge will be sustain once the individual have leave,negative,[-2.2580764   0.05816521  2.8100023 ]
932,932,while there be great recognition of the role of dw in poverty reduction well elaboration of the link between the two be need,negative,[-1.1910886  1.6979562 -0.6914154]
933,933,the ilo have undertake initiative in line with the need to develop measurement indicator for dw although a well assessment of the exist statistical capacity of each of the country would have be useful,negative,[-0.2007758 -1.300835   1.6268775]
934,934,while there be positive example ilo imf cooperation well coherence be need in the measurement of dw,negative,[ 0.05627589  0.09284662 -0.48835582]
935,935,however to some extent the lack of internal coherence within the ilo pose a risk to the effectiveness of this initiative especially because of the multiple assessments3 in place concurrently,negative,[-1.5315051 -1.2228212  3.4960532]
936,936,capacity building be find to be less effective if the enable environment be lack,negative,[-2.334158    0.21408416  2.4649    ]
937,937,however the effectiveness of -PRON- application have remain low,negative,[-0.7961456 -1.7096295  3.0128224]
938,938,so far system for learn across organization do not sufficiently support the sharing of knowledge and experience on the mainstreaming of dw,negative,[-1.1961468 -1.6574435  3.4539015]
939,939,vertical coherence between activity at hq and at ro and co level have be mix,negative,[-0.3182323  -0.40452555  0.6490413 ]
940,940,horizontal coherence between the component of the outcome strategy in a give country also could be improve through the dwcps,negative,[-1.0100901 -1.0785873  2.4283705]
941,941,at the national level the unjustifiably short duration of the project in relation to the define outcome couple with delay in approval launch and transaction be reduce the efficient use of the time available,negative,[-1.4839144 -1.3408763  3.4542167]
942,942,ilo visibility be rather low in some country ultimately hinder the mainstreaming of dw which be largely due to the lack of a wide communication strategy,negative,[-1.5607779 -1.3302374  3.5577555]
943,943,low national ownership and funding in some country lack of the necessary expertise lack of clarity relate to ilo commitment to continued support and inadequate horizontal coherence within the ilo be find to be key limitation to sustainability,negative,[-1.8254957 -1.0488346  3.5579386]
944,944,-PRON- also do not provide guidance on promote cross fertilization and collaboration with other outcome,negative,[-1.8766106  -0.43478006  2.9387732 ]
945,945,this can hamper the potential of the outcome- base work planning obw approach towards more coherent programme planning implementation and reporting,negative,[-1.5707443 -1.2231452  3.5874362]
