segment,sentiment,embeddings,cluster,x,y
"Although gender issues have been identified in the Code of Practice, Recommendation 200 and other ILO documents, the ILO strategy on gender and HIV in the world of work is still not very strong.",negative,[-1.6676666 -0.4900833  2.6908703],0,11.921098709106444,-4.310340881347656
"National strategies to address HIV and AIDS in many case countries remain concentrated on health sector, with prevention and the wider social protection systems receiving less attention.",negative,[-2.1227083  1.5134947  0.7764123],0,11.58953094482422,3.7860898971557617
"Despite the fact that the ILO has developed very interesting good practices on HIV in the context of the informal economy worker, a great deal more effort is needed to reach the very large number of informal economy workers, job seekers and others among poor and vulnerable workers.",negative,[-1.3556836  1.949794  -0.7827281],1,9.949666976928713,10.678312301635742
"At country level, development partners working on HIV often are not very familiar with the ILO‘s tripartite process and its work with Ministries of Labour although there is an increasing recognition of the need to integrate and associate multiple partners.",negative,[-1.6296166   0.08490306  1.890653  ],0,11.393584251403809,-1.2926509380340576
"However, some ILO program managers involved in implementation thought the global level intervention strategy would have been more effective if it were more focused, with fewer strategic outputs.",negative,[-1.4169686 -1.2567167  3.2969909],0,10.347603797912598,-8.76882553100586
"However, several research products and training tools were not yet finalized or diffused by the end of the project implementation period.",negative,[-1.4564785 -1.072794   3.0613415],0,10.664155006408691,-6.896331310272217
The capacity of the FUNDAMENTALs branch to follow-up and complete these deliverables is challenged by staff reductions and strategic reorientations and threatens their sustainability.,negative,[-2.361347   1.4079399  1.21845  ],0,12.160775184631348,2.511648654937744
In some cases the project design envisaged needs assessments and gap analysis that were not finally developed.,negative,[-1.8714684  -0.95732886  3.3878534 ],0,13.349753379821776,-8.181023597717285
"This has problematized project tracking from headquarters, the eventual communication of information between the offices and countries that form part of the project and the availability of data that is disaggregated by gender.",negative,[-1.8838918 -0.7352982  3.305644 ],0,13.79736328125,-7.272407531738281
The fact that the countries covered by the project are from many different regions has made it difficult to encourage South-South cooperative activities.,negative,[-1.8249491   0.31244847  1.7920116 ],0,11.759520530700684,-0.7375594973564148
The project has not had a monitoring system.,negative,[-1.3312031 -1.018366   2.6111712],0,10.231691360473633,-5.175670146942139
"A knowledge transfer strategy should also be systematized, formalized and monitored by the project.",negative,[-2.797704   1.5367484  1.3934406],0,12.589786529541016,2.409230232238769
"At ILO Headquarters (HQ) and in the three countries visited, interests to reinforce intra-, interagency and interinstitutional cooperation as well as coordination have been expressed.",negative,[ 0.4331905   0.65334296 -1.8061352 ],2,2.742814779281616,7.376087188720703
"Despite the dedication of ILO HQ and country project teams to keep up with tight deadlines, the project has faced strong delays and requires continuous, strong and proactive dedication of all administrative support staff to reach expected results.",negative,[-1.2905332 -0.8641295  2.59746  ],0,10.3824462890625,-4.944619178771973
No knowledge transfer strategy has yet been defined by the project.,negative,[-1.3646765 -0.9059333  2.4042487],0,10.364679336547852,-4.375944137573242
Assessing the likelihood of sustainability of results at the country level is tricky at this stage.,negative,[-1.6307319  -0.55200565  2.5773733 ],0,11.666454315185549,-4.287434577941895
Monitoring tools and processes have not been sufficiently tailored to the needs of project implementers.,negative,[-1.4746583 -1.1634583  3.1308882],0,10.219995498657228,-7.32222318649292
"In other countries, work on forced labour needs more follow-up with the national governments to have significant impact on policy or implementing mechanisms.",negative,[-2.3819675  0.4122428  2.35691  ],0,13.549395561218262,-0.4846413731575012
"However the less detailed reporting requirements by the donor associated with Outcome-Based Funding did also mean that reporting against the log frame indicators has not been systematically compiled at the country level, which could present problem for institutional memory.",negative,[-1.8518721  -0.84762996  3.4744174 ],0,13.642958641052246,-8.199917793273926
These factors affected action and decision making and directed efforts away from a more operational and strategic implementation.,negative,[-1.6102575 -1.0198567  3.2641895],0,11.854660987854004,-8.078996658325195
"The division of duties in project management between CEPOL and YEP resulted in diluted and unclear management, coordination and reporting responsibilities.",negative,[-1.3100897 -1.4883769  3.4403708],0,9.0349760055542,-9.462024688720703
The organizational and system levels of capacity development received less attention.,negative,[-1.7595088  -0.65380424  3.1021857 ],0,12.710168838500977,-6.2090840339660645
The ratings in the assessment below reflect identified performance level with the caveat that lack of consistent data lowered ratings for certain criterion.,negative,[-2.4458275  1.0320574  1.7424929],0,12.709285736083984,1.189214825630188
"There is no assigned custodian in the ILO to coordinate capacity development for government agencies in terms of policy development, knowledge management, implementation support, guidance, and supervision.",negative,[-2.032302    2.071284   -0.13798282],0,12.475227355957031,7.133828639984131
"However, reporting on ag- gregated results masks a wide range of activities for different purposes, and conveys little concerning the relevance, realism, and the quality and performance of capacity development in a country context (system level).",negative,[-0.97857994 -1.6654689   3.1767757 ],0,7.873607635498047,-7.489625453948975
"There is limited monitoring and evalua- tion of the outcomes and impacts associated with capacity development, so it is not always easy to see if personal development has contributed to organizational development, or if the newly acquired skills and knowledge will be sustained once the individuals have left.",negative,[-2.2580764   0.05816521  2.8100023 ],0,14.36829662322998,-2.583005666732788
"While there is greater recognition of the role of DW in poverty reduction, better elaboration of the link between the two is needed.",negative,[-1.1910886  1.6979562 -0.6914154],1,9.356898307800291,10.1692533493042
"The ILO has undertaken initiatives in line with the need to develop measurement indicators for DW, although a better assessment of the existing statistical capacities of each of the countries would have been useful.",negative,[-0.2007758 -1.300835   1.6268775],3,4.906548023223877,-1.6995545625686646
"While there are positive examples (ILO-IMF cooperation), better coherence is needed in the measurement of DW.",negative,[ 0.05627589  0.09284662 -0.48835582],2,2.893254041671753,4.321277141571045
"However, to some extent, the lack of internal coherence within the ILO poses a risk to the effectiveness of this initiative, especially because of the multiple assessments3 in place concurrently.",negative,[-1.5315051 -1.2228212  3.4960532],0,10.992366790771484,-9.787023544311523
Capacity building was found to be less effective if the enabling environment is lacking.,negative,[-2.334158    0.21408416  2.4649    ],0,13.98245906829834,-1.745169162750244
"However, the effectiveness of its application has remained low.",negative,[-0.7961456 -1.7096295  3.0128224],0,7.646414756774902,-6.880256652832031
"So far, systems for learning across organizations do not sufficiently support the sharing of knowledge and experience on the mainstreaming of DW.",negative,[-1.1961468 -1.6574435  3.4539015],0,8.283329963684082,-9.109657287597656
Vertical coherence between activities at HQ and at RO and CO levels has been mixed.,negative,[-0.3182323  -0.40452555  0.6490413 ],3,4.8661417961120605,-0.8749732375144958
Horizontal coherence between the components of the outcome Strategy in a given country also could be improved through the DWCPs.,negative,[-1.0100901 -1.0785873  2.4283705],0,9.883140563964844,-4.726381301879883
"At the national level, the unjustifiably short duration of the projects (in relation to the defined outcomes), coupled with delays in approval, launch and transactions is reducing the efficient use of the time available.",negative,[-1.4839144 -1.3408763  3.4542167],0,10.150819778442385,-9.885136604309082
"ILO visibility is rather low in some countries, ultimately hindering the mainstreaming of DW, which is largely due to the lack of a wider communications strategy.",negative,[-1.5607779 -1.3302374  3.5577555],0,10.66663932800293,-10.218646049499512
"Low national ownership and funding (in some countries), lack of the necessary expertise, lack of clarity related to ILO commitment to continued support, and inadequate horizontal coherence within the ILO were found to be key limitations to sustainability.",negative,[-1.8254957 -1.0488346  3.5579386],0,12.93984317779541,-9.27375316619873
It also does not provide guidance on promoting cross-fertilization and collaboration with other outcomes.,negative,[-1.8766106  -0.43478006  2.9387732 ],0,12.664286613464355,-4.610419273376465
"This can hamper the potential of the Outcome- based Work planning (OBW) approach towards more coherent programme planning, implementation and reporting.",negative,[-1.5707443 -1.2231452  3.5874362],0,11.38668441772461,-10.108595848083496
"Regarding the relevance of the ILO strategy, the team found that, while the strategy under Outcome 17 provides a global sense of direction for the implementation of non-discrimination work, it is not explicitly linked to the high-level strategic guidance laid out in the GRs, APs, and the GJP.",negative,[-1.6476061   1.0023154   0.77079535],0,10.679274559020996,4.157266139984131
"The employment-intensive construction methods are disadvantaged by long-held national and international concerns about the management intensity for government institutions and their contractors, and perceived risks linked to the relatively slow disbursement of funds.",negative,[-1.969092  -0.3218596  2.8670177],0,13.086584091186523,-3.940819501876831
"The ILO has the mandate and expertise to carry out the objectives of the programme but lacks the full leverage to bring about the policy, institutional and philosophical change needed without more support from key influential institutions at global, regional and national levels.",negative,[-1.1344787 -1.3408794  2.8228848],0,9.152749061584473,-6.291681289672852
"There are wide disparities in the number of countries covered by each regional office (RO), Decent Work Technical Support Team (DWT) and by each country office (CO), as well as in the office architecture.",negative,[-1.423146  -1.3063073  3.3066068],0,10.09616470336914,-8.948281288146973
The inequities were greatest for Africa and the Arab States.,negative,[-2.0807471   1.899729    0.22078456],0,11.97421646118164,5.778265953063965
"More generally, issues emanating from resource constraints have slowed the pace of reform.",negative,[-1.7042199 -0.7114077  3.0959258],0,12.430183410644531,-6.242005348205566
The extent to which programme and budget proposals are based on an assessment of needs is not clear as budgets only marginally change from one biennium to the next.,negative,[-3.0441682  1.3723749  2.105483 ],0,13.201322555541992,1.3130571842193604
More flexibility in financial and human resource management is needed for decentralization efforts to lead to decisions at the field level.,negative,[-2.257102   0.0667681  2.781432 ],0,14.35854721069336,-2.5641160011291504
There does not appear to be a systematic process for determining demand at country or regional levels although the process of developing DWCPs partly serves this purpose.,negative,[-1.3155118 -1.4590659  3.4485726],0,9.137191772460938,-9.468879699707031
This is a major factor in determining whether or not the ILO is an effective partner in all UNCTs.,negative,[-1.5743352 -0.984832   3.0958953],0,11.408544540405272,-7.073419570922852
Knowledge management and commu- nication systems need to be improved in the context of a culture of sharing to make the work of the FOS more effective.,negative,[-2.2927742  0.9244012  1.5959305],0,12.30542278289795,0.9051044583320618
Such moves have not always been sufficiently gender-responsive in addressing the gender gaps at various levels.,negative,[-0.49110034 -1.738241    2.564282  ],0,7.3801116943359375,-6.054604530334473
Programme support income (PSI) funding to support the FOS and as an incentive for resource mobilization remains centra- lized in allocation.,negative,[-1.2850393 -1.3605895  3.1579347],0,9.47498607635498,-7.501845836639404
"Although a staff mobility procedure is in place, there is minimal evidence of staff movement in practice, although some differences and variations between regions and departments were observed.",negative,[-1.310861   -0.82996875  2.580555  ],0,10.424249649047852,-4.8702826499938965
"Provision of technical support appears to be driven more by supply than demand, including where donor resources are available.",negative,[-1.5056372 -1.0835273  3.0358858],0,10.813006401062012,-6.963013648986816
"In the field, there is low awareness of the reform efforts despite high interest, with the pace of reform generally perceived to be slow.",negative,[-1.3700492 -1.4217424  3.4715047],0,9.402385711669922,-9.755431175231934
Evidence suggests that the ILO is less effective in countries lacking a resident designated ILO official.,negative,[-1.7008699  -0.79112786  2.971118  ],0,12.250736236572266,-6.246277809143066
It is still mostly a one-way connection between HQ and the field.,negative,[-1.009112  -1.2853987  2.681536 ],0,9.0640230178833,-5.937077522277832
This is in part explained by the fact that the implementation of the MCOF at these levels does not always imply additional allocation of resources.,negative,[-1.5227698 -0.2688549  2.111308 ],0,11.354724884033203,-1.8086289167404173
The exclusion of some projects in post-crisis situations which focus on technical assistance for migration management was problematic as this is contrary to the spirit of the Facility.,negative,[-2.1960878  -0.39685038  3.3235202 ],0,14.900684356689451,-5.012797355651856
"The report notes, however, that, with the expansion of the Facility, the number of projects to review, comment on and submit to the IOM Director General for approval has been increasing.",negative,[-1.9171232 -0.7424955  3.1761458],0,13.345240592956545,-6.667806148529053
One Member State also proposed that the criteria and guidelines be reviewed in the light of the outcome of the current IOM budget reform process.,negative,[-1.303733    0.12346055  1.2588339 ],0,10.999093055725098,-0.5422155261039734
"The concrete benefits of using a ToT as a means of expanding role out, to ensure the replication and monitoring are recognised, in particular in the Philippines, and would require further efforts in Indonesia.",negative,[-1.3866376  2.3401034 -1.2630768],1,11.500679969787598,14.073859214782717
Further funding for coordination and priority setting in the destination countries of Italy and the Netherlands could have been beneficial.,negative,[-1.3964592 -1.3672798  3.426429 ],0,9.783485412597656,-9.537424087524414
"Further inclusion of other project stakeholders such as formal partners or associates could also have increased the capacity development in the medium term of government, civil society, diaspora groups and other main actors.",negative,[-1.280543  -1.3210695  3.149443 ],0,9.523140907287598,-7.477189064025879
"Such outreach could have ensured more systematic access to existing materials, and expert input.",negative,[-1.5286692  -0.77053916  2.9247508 ],0,11.491046905517578,-5.789320468902588
"The benefits to the direct beneficiaries, i.e. migrants would have had the most relevance to objective 4 – Improve remittance transfer services, and provide remittance transfers through formal financial institutions.",negative,[-1.799594    0.28882095  1.773644  ],0,11.74410343170166,-0.7644728422164917
The Government counterparts as well as key IOM implementing missions have been absent from the Steering Committee meetings.,negative,[-1.4037533 -0.9614018  2.9073448],0,10.610836029052734,-6.218943595886231
"Network and dialoguing has mainly limited to protect partners, and could have benefited from a more systematic external communications strategy.",negative,[-2.013651   -0.75176734  3.4519343 ],0,14.422725677490234,-7.121449947357178
"Bilateral dialogue mechanisms between S. E Asia and the EU are likely to be sustained over the longer term, but are likely to require further resources and prioritization",negative,[-1.1732669  1.4272889 -0.5922543],0,9.783353805541992,7.645083427429199
"However, as the MCOF is a tool for fostering improved internal coordination and programmatic coherence at all levels, a strengthening of the internal coordination mechanisms and the allocation of resources on a consistent and ongoing basis are required for undertaking comprehensive assessments and developing response strategies at different stages of a crisis with mobility dimensions, including in anticipation of or in the wake of a crisis situation.",negative,[-1.6928508   1.8512583  -0.05257886],0,11.529932975769045,7.076524257659912
"Externally, one of the barriers to using the MCOF is the existence of other strategies and systems such as the Humanitarian Country Team (HCT) coordination system and the cluster approach.",negative,[-1.899084  -0.8861991  3.555779 ],0,13.581708908081056,-8.460780143737793
"An identified weakness was the imbalance between promotional activities in Italy and in the selected countries of origin, which did not aid promotion of the MIDA concept in those countries, already affected by low institutional commitment.",negative,[-1.3119484 -1.5725255  3.5458298],0,8.68953800201416,-9.566978454589844
"The project document and implementation however entirely lacked gender focus, which should be rectified in the extension phase under discussion and other future MIDA projects.",negative,[-1.5243167 -1.1802216  3.329812 ],0,11.10361671447754,-8.837292671203613
"The project was not effective in transferring skills and capacity building activities, as no transfer took place, contrary to initial plans.",negative,[-1.9415464  -0.54496485  3.0322843 ],0,13.103586196899414,-5.297247409820557
No investment projects were implemented.,negative,[-2.1423364   0.21425733  1.8732512 ],0,12.645612716674805,-0.5817450284957886
"However, the results in terms of contribution to development are weak and the overall approach requires further analysis.",negative,[-1.7496977 -1.0997686  3.5715299],0,12.713348388671877,-9.596418380737305
"The report notes that measuring some of those impacts are not cost-effective, requiring time and high investments, and that working on the effectiveness with verified hypotheses, such as that brain drain affects development, can be as informative and relevant.",negative,[-1.328378  -1.0799853  2.9630017],0,10.359335899353027,-6.464337348937988
"However, its sustainability prospects remain entirely donor driven.",negative,[-1.500671  -0.7892038  2.6732907],0,10.973222732543944,-5.256168842315674
"The project came to the end of its cycle, and in case the time extension is not granted, the project results will not be fully reached as the capacity building and technical expertise essential for the running of the Centre will not be available any longer.",negative,[-1.7885894 -0.5642609  3.0581467],0,12.964361190795898,-5.4369330406188965
"Apart from neighbourhood opposition, the municipal and national elections and the referendum, a difficult economic situation in the country additionally prolonged the efficient Open Centre set up.",negative,[-1.5238866  -0.34620097  2.5595598 ],0,11.646924018859863,-4.011579513549805
"At Headquarter level, the private sector liaison team in the Donor Relations Department (DRD) remains small with the Head also having other donor liaison functions.",negative,[-1.7389828 -0.8103803  3.2373362],0,12.946261405944824,-7.222210884094238
"There are nonetheless key factors that need to be addressed to achieve the Strategy, such as increasing human resources, finetuning institutional processes or improving the understanding of how to engage with private sector.",negative,[-1.5976071   0.74536586  1.0785105 ],0,11.279818534851074,0.414663016796112
There are no mechanisms to raise funding regularly through existing private sector contributors (such as using a percentage of the private sector funding to reinvest into implementing the Strategy).,negative,[-2.2401776  -0.03874119  2.8113835 ],0,14.336979866027832,-2.755967140197754
"There are however other efforts such as knowledge management, which were not implemented (due mostly to lack of human and financial resources), putting sustainability efforts at risk.",negative,[-1.8378328 -0.5702452  2.9497313],0,12.58531379699707,-5.073200702667236
"At the regional level, private sector engagement varied according to opportunity, the capacity and resources to implement it and actively seek partnerships.",negative,[-1.7245088   1.5018227   0.28354216],0,10.742338180541992,5.234031677246094
"The reasons given for a negative rating were mainly the limited funds and therefore action, absence of government response and interest and regional dispersal affecting implementation.",negative,[-1.8804119 -0.8986109  3.442316 ],0,13.62130355834961,-8.12719440460205
"Other IOM offices considered that 15 per cent of the projects surveyed did not achieve the expected outcome or impact, the main reasons being disagreements among benefiting governments on project implementation or follow-up action and poor project design.",negative,[-1.5788639 -1.3009741  3.5122466],0,10.931459426879885,-10.1298246383667
"As highlighted in the survey conducted, some IOM offices assign the duties over child-oriented protection and assistance to IOM Project Managers (PMs) and in certain cases, the child protection issues are handled by staff who do not possess the relevant expertise on the topic.",negative,[-2.1109958  -0.22942005  2.9695272 ],0,13.812180519104004,-3.647736787796021
"Survey results also showed that regular training of staff involved in child protection along with the mapping of child-oriented projects to capture relevant information, best practices and lessons learned, are missing.",negative,[ 2.0778587 -0.6353659 -2.3807957],2,-4.125722408294678,2.5614521503448486
"DMM and DOE managers note however that responsibilities over the management of migrant children assistance are not always clearly drawn between the departments, sharing of information can be improved and the challenges in programme implementation are increased with the lack of a comprehensive institutional policy.",negative,[-1.5184455 -1.3033016  3.473104 ],0,10.675055503845217,-9.9005765914917
"Continuous gender mainstreaming training and building of capacities are needed on how to effectively assist specific gender groups, along with the exchange of best practices in the frame of gender sensitive projects development and implementation and gender-responsive budgeting and reporting.",negative,[ 1.0887758 -1.868078   0.2238474],4,2.4352307319641118,-1.5200622081756592
"However, financial constraints limit such a close monitoring of victims, which ranges from none at the end of the project to a period of six to nine months.",negative,[-2.0742843  -0.41100731  3.1597102 ],0,14.574705123901367,-4.785013198852539
Monitoring challenges remain in cases of the assistance provided to children victims of trafficking.,negative,[-1.4958128  0.8218606  1.0937124],0,11.261327743530272,0.3936561048030853
"IOM faced challenges in implementing the employment component either due to structural constraints such as the registration process for accessing social assistance schemes after termination of employment, or ensuring that the workers from the Municipal Employment Centre (MEC) were being effectively employed during the infrastructure project.",negative,[-1.6535566 -1.0526001  3.3347015],0,12.178882598876951,-8.274052619934082
"This disjointedness has increased the risk of duplication, which needs to be addressed moving forward, as this results in a waste of money, time and human resources, and can create confusion when it comes to storing, sharing and managing knowledge in the Organization.",negative,[-1.4916532 -1.2035787  3.3769484],0,10.91884708404541,-8.991656303405762
Survey respondents and interviewees were also split on the issue of the extent that existing IOM policies and strategies facilitate knowledge management and its institutionalization in the Organization.,negative,[-1.9220661 -0.5271173  3.162353 ],0,13.188197135925291,-5.4930596351623535
"As most knowledge management efforts that have been implemented thus far in IOM have not been funded through any specific funds allocated to knowledge management, very few respondents were able to discuss their cost-effectiveness and sustainability.",negative,[-1.5359461 -1.0370288  3.1931233],0,11.4228515625,-7.923512458801269
"No. 12 was also awaited since November 2017 due to the donor considering new funding and an extension until the end of 2018, allowing the implementation of additional activities.",negative,[-0.9735781  -0.11527678  1.3929372 ],0,10.83356761932373,-0.6848369836807251
One finding was that the indicators of the project were different from those in the CCCM strategy and they could have been better streamlined.,negative,[-0.8209784 -1.5626338  2.887896 ],0,7.791856288909912,-6.714200019836426
"Some aspects of coordination, such as sharing more information on each of the components, could have been improved in order to streamline the activities and identify lessons learnt that could be relevant for the Cluster as a whole.",negative,[-1.4935876 -1.3520557  3.5898018],0,10.199028968811035,-10.294933319091797
"Based on the input from Global Team members, the evaluation recommends to better define selection criteria to maximize the benefits and prioritize deployments.",negative,[-1.581602   2.5811927 -1.2139449],1,13.296320915222168,14.851143836975098
"CCCM should capitalize on its current efforts with CP partners to ensure that, during evacuations, displacement is well managed.",negative,[-0.8909077  1.5133598 -0.6770307],1,8.424047470092773,9.425841331481934
"Whilst matching civil protection with CCCM expertise has proven challenging at times, civil protection has been identified as integral to humanitarian assistance.",negative,[ 1.4429119  -0.02292601 -2.307309  ],2,-1.2204155921936035,5.152710437774658
"However, as DTM activities continue to expand, it is important that appropriate human resources are in place to match the expansion of activities.",negative,[-2.1880708   1.6243403   0.90821636],0,11.792784690856934,3.593355655670166
"However, existing DTM M&E mechanisms require important attention to effectively report on the DTM activities, including recommendations for future strategic moves such as the development and coordination of DTM activities in the field and securing donor funding.",negative,[-1.3699491  -0.61508673  2.242176  ],0,10.89382266998291,-3.764131784439087
"Externally, the promotion and advertisement of the DTM among partners, governments, donors, and other key stakeholders is done on an ad-hoc basis, which could be strengthened through the clarification of the DTM objectives and the development of a strategy for DTM.",negative,[-1.3950742 -0.5949796  2.2925406],0,10.924007415771484,-3.768113851547241
"Yet, more efforts are required to ensure DTM activities are implemented in a timely manner.",negative,[-2.2354212  0.5207189  2.0677788],0,12.891393661499023,-0.3235857784748077
"The challenge now is to maintain this momentum, along with the growing interest in the DTM.",negative,[-2.076396   2.1912627 -0.0414304],0,12.596938133239746,6.859851360321045
"Some Member States suggested that more information could be included in the Annual Report on the different crises for which MEFM was activated, and on the status of reimbursements.",negative,[-1.4783022 -0.5111715  2.3127265],0,11.059348106384276,-3.71880316734314
"The Mechanism benefited from contributions from 12 Member States which totalled USD 11.2 million, representing only 38 per cent of the target",negative,[-1.2401385  -0.07497447  1.4982768 ],0,10.985967636108398,-0.7951081395149231
"Nonetheless, the remaining balance as at 31 December 2015 is low due to the difficulty in obtaining reimbursements.",negative,[-1.5894676 -1.1110787  3.3053737],0,11.442906379699709,-8.422125816345215
"Moreover, if this aspect of the Mechanism does not function more effectively, the operational balance will soon be rendered ineffective.",negative,[-2.202345   -0.14029826  2.951015  ],0,14.270926475524902,-3.2210049629211426
"One of the main reasons for the difficulty in obtaining reimbursements is the lack of interest of IOM donors in reimbursing amounts used for evacuations, which represented 71 per cent of the funds to be repaid as at 31 December 2015.",negative,[-1.9083546 -0.5767132  3.123377 ],0,13.174745559692385,-5.522866725921631
The areas which require some improvements are those related to the implementation of the community plans and ensuring that proper responsibility and monitoring is conducted to track the plans.,negative,[-1.8148867  -0.47809258  2.697125  ],0,12.245136260986328,-4.172487735748291
These changes were not however included in the results framework for the project.,negative,[-2.38283    1.1756183  1.3722953],0,12.258612632751465,1.971657514572144
"Similarly, within the MGI, limited questions relating to gender have been incorporated.",negative,[-1.7123762   2.316645   -0.70777196],1,12.899476051330566,11.333207130432127
Not including migration in the early stages raises the risk of not being included at all.,negative,[-2.2025375   0.14267698  2.4741516 ],0,13.302592277526855,-1.8519171476364136
"Gender disaggregated information is not, thus far, being captured in all related indicators that are being defined for the SDG and END processes.",negative,[-1.4217882   1.3104486   0.12774369],0,10.033454895019531,5.8081889152526855
"Still, these achievements fall below the average number of indicators (11) met by other UN Funds and Programmes entities.1",negative,[-0.66847825 -1.7948782   2.8393662 ],0,7.55446195602417,-6.553579807281494
Training does not reach enough people.,negative,[-2.0550041  -0.56132054  3.1906614 ],0,14.737467765808104,-5.302669525146484
This is particularly noticeable in finding clear distinctions between gender-related activities and counter-trafficking activities focusing mainly on women.,negative,[-1.8143181  0.8847837  1.2712103],0,11.535987854003906,0.7836202383041382
"Implementation of internal information campaigns in such countries could, for instance, encourage female G staff to apply more frequently for P positions, or male G staff to encourage their countrywomen to apply for IOM posts, in support of the official policy of a gender-balanced staffing structure.",negative,[-0.82912385 -1.0198193   2.0549726 ],3,5.392224311828613,-2.183333396911621
"The work done by IOM staff for mainstreaming gender should be better recognized, in particular for those contributing regularly to its implementation.",negative,[ 2.6728394 -1.9254276 -1.3485563],2,-2.740564346313477,-2.070049524307251
"Regarding programmes, the evaluation observed some confusion on what falls specifically under gender, what can be considered as gender-sensitive and what is not targeting gender-related problems.",negative,[-2.1918979  1.9281416  0.4939346],0,12.337392807006836,4.661198139190674
The results also do not capture changes that may have taken place beyond the environment sector or among multiple sectors.,negative,[-0.77636135 -1.4770793   2.6589339 ],0,8.062352180480957,-5.836021423339844
"However, it should be noted that for some PIMS projects, especially those that do not have sub-projects, the stated results show a closer alignment to the Expected Accomplishments.",negative,[ 1.089979  -1.9579985  0.520269 ],4,2.686203956604004,-1.5079998970031738
"Substantive changes that may take place across multiple sectors of a country, or changes in the global discourse, appear difficult to track and therefore are not reported.",negative,[-2.4219692   0.12441746  2.9741225 ],0,14.730778694152832,-2.6764535903930664
The further breakdown and single counting still does not allow for insight into the scale of the adoption of change or the implementation of agreed action.,negative,[-1.5658622 -1.2392056  3.502531 ],0,11.184876441955566,-9.9995698928833
"However, more clarity around the operationalisation of this policy would be beneficial.",negative,[-2.165636    1.8892354   0.33933836],0,12.32602310180664,5.0535759925842285
"A connected issue is the tension between the normative role UN Environment Programme as a whole is designed to play, and the operational role it has in practice.",negative,[-1.9932457 -0.7445212  3.4643984],0,14.410860061645508,-7.14307975769043
Financial and institutional sustainability at a project level is similarly limited and often dependant on follow-up funding.,negative,[-2.2964482  -0.06851161  3.0820413 ],0,14.806727409362791,-3.202951669692993
"Being mostly externally funded, the focus on fund acquisition fosters diversification but can hinder integration.",negative,[-1.6825469 -0.9707925  3.3306975],0,12.306541442871094,-8.100762367248535
This criterion includes consideration of partner and stakeholder engagement in the period between project approval and mobilisation.,negative,[-0.46475622 -1.2308402   1.3873863 ],3,4.896291732788086,-1.6660057306289673
Some of this is due to lengthy commenting processes and the need for extensive reworking of elements like Theory of Change and Logical Framework.,negative,[-1.6038741 -1.1532812  3.3897645],0,11.4501953125,-8.91745376586914
"As a result, the project entered into the Project Information Management System often does not entirely match the work delivered or is delivered via multiple, often separate, donor- funded projects.",negative,[-1.6257471 -1.1656148  3.4840522],0,11.962000846862791,-9.5315580368042
Understanding and acceptance of the need for the monitoring of project implementation (i.e. tracking progress against an agreed plan to inform adaptive management) is weak and has an effect on efficiency (through the need for project extensions).,negative,[-2.1245368  -0.45481548  3.2719016 ],0,14.77352809906006,-5.238731384277344
"However, external communications with partners and audiences are still better developed and planned than the internal communication that is often ad-hoc and fragmented.",negative,[-1.2573861 -0.6831686  2.3432086],0,10.529315948486328,-4.079173564910889
"However, the descriptions used in both the Sub- Programme Theory of Change and the Outcome Map could be better aligned with these global goals.",negative,[-1.7199632  -0.22285368  2.3357286 ],0,11.753512382507324,-3.4784035682678223
"The limitations outlined above contribute to the Project Information Management System being inadequate for gathering the required data, thus data is extracted from various other sources on a bi-annual basis making it a manual and time-consuming process with high transaction cost for the organisation.",negative,[-2.0978103  1.0681194  1.2147162],0,11.851848602294922,1.2420713901519775
"The actual impact of the Sub-Programme on change in the recipient countries and organisations however is hard to gauge, since the changes that are reported show a limited and superficial picture of the deeper change that possibly takes place in the countries, business actors, cities and consumer groups.",negative,[-1.9158639  0.7514723  1.3599045],0,11.557482719421388,0.6659745573997498
The strategic sustainability of the Sub-Programme is reduced by the strong dependency on external funding which increases donor influence and reduces the possibilities for strategic focus and integration of projects.,negative,[-2.3295088  0.5445106  2.4178886],0,13.600162506103516,-0.3615358471870422
"Although it is a relatively new system, the Umoja administrative and financial system was reported to be cumbersome in use, not user-friendly and not set up yet to donor reporting requirements.",negative,[-1.4160278 -1.2328994  3.084975 ],0,10.214908599853516,-7.221245765686035
"However, a number of activities were cancelled or scaled back as a result of funding shortfalls or late receipt of funding and in retrospect the PoW can be seen to have been overambitious with regard to available resources.",negative,[-1.2627426 -1.5287473  3.4387121],0,8.66729736328125,-9.398359298706056
"However, greater attention needs to be paid to the drivers of higher level outcomes and sustainability including, notably to increase visibility and awareness of the MAP initiatives as a basis for political will and country ownership.",negative,[ 0.1966938  -0.8748378   0.48595265],3,4.498461246490479,-1.000789761543274
"The latter affected planning and delivery of activities, effectively truncating the delivery period in each biennia.",negative,[-0.3636242 -1.5093675  2.110867 ],0,7.515079975128174,-5.6194915771484375
Failure to increase ordinary contributions will continue to compromise the effectiveness of PoW delivery including as a result of shortfalls in staffing.,negative,[-1.8440362  -0.87468094  3.4015186 ],0,13.543306350708008,-7.984071731567383
The first was the question of prioritisation of activities as a means to limit the effects of funding shortfalls on PoW delivery.,negative,[-2.2228384   2.4045227  -0.23138599],0,13.356766700744627,7.657060623168945
There were no outcome indicators in the PoW logframe.,negative,[-1.6017591 -0.9131034  2.9336147],0,11.599918365478516,-6.234475135803223
