Document group,Document name,Segment,Author,Creation date,Area,Coverage %,sentiment
FAO,FAO_6_2015_Eval,"has been a positive influence on women’s empowerment, participation, decision-making  
and control over resources. Globally, FAO recognizes that climate change will adversely  
affect women more than men, but only one project in the 11 focus countries visited  
focused on addressing the specific issues that women face and developed their abilities  
in decision-making. This focus was possible in part due to NGO partner knowledge on  
the issues.",Vytas,02.07.2020 15:46:04,444,0.068213,negative
FAO,FAO_6_2015_Eval,"This was a missed opportunity for FAO to strengthen its work  
in-country and develop member country capacities.",Vytas,02.07.2020 15:46:04,111,0.017053,negative
FAO,FAO_6_2015_Eval,"Where  
NGOs have led important climate change knowledge and advocacy networks involving  
other major stakeholders, FAO has not participated although its information on the  
subject could be useful to them.",Vytas,02.07.2020 15:46:04,205,0.031495,negative
FAO,FAO_6_2015_Eval,"here have also been inefficiencies due to the different systems  
used by each agency, as well as competition among agencies, which member countries  
have found challenging.",Vytas,02.07.2020 15:46:04,172,0.026425,negative
FAO,FAO_6_2015_Eval,"Underlying this absence of a strategy has  
been a lack of clarity on what constitutes a direct CCAM-focused intervention, versus others  
that contribute to CCAM indirectly or by promoting sustainability",Vytas,02.07.2020 15:46:04,202,0.031034,negative
FAO,FAO_6_2015_Eval,"ch of the reason for  
the absence of an explicit strategy on climate change is that the organization has seen  
CCAM as fully synonymous with natural resource sustainability, the overarching concept  
framing the SO2 and FAO’s agricultural and natural resource-oriented work as a whole.",Vytas,02.07.2020 15:46:04,284,0.043632,negative
FAO,FAO_6_2015_Eval,"The agency has been less active, organized and strategic than it needs to be  
in utilizing potential opportunities for funding and developing common agendas with  
donors, member countries and development organizations. Finally, the capacity in FAO is  
not in place yet for the agency to adequately address the challenge of climate change to  
agriculture and food security.",Vytas,02.07.2020 15:46:04,372,0.057152,negative
FAO,FAO_6_2015_Eval,"At the same time, given the generally slow implementation of  
all FAO-GEF projects, there is a concern that the agency may not be able to contribute to  
CCAM as much as expected through its GEF portfolio.",Vytas,02.07.2020 15:46:04,204,0.031341,negative
FAO,FAO_6_2015_Eval,"Generally speaking, and although there have been important exceptions and significant  
improvements in Country Office engagement over the evaluation period, Country  
Offices have not proactively and substantively interacted with Ministries of Agriculture  
to understand and propose solutions to national climate change issues as they relate to  
agricultural systems, and they have engaged even less with Ministries of Environment, the  
lead government agencies on climate change, and with other relevant public agencies.",Vytas,02.07.2020 15:46:23,520,0.079889,negative
FAO,FAO_6_2015_Eval,"n this context, however, FAO has not clearly  
defined its expertise and the assistance it can provide, and it is thus losing ground as a  
partner of Government on climate change as it relates to the agricultural sectors and  
food security",Vytas,02.07.2020 15:46:23,238,0.036565,negative
FAO,FAO_6_2015_Eval,"Some developing member countries in the UNFCCC and the Global Alliance for Climate-smart  
Agriculture (GACSA) remain unclear regarding FAO’s reasons for promoting Climate-smart  
Agriculture, specifically the pillar for mitigation, when the priority of member countries has  
been adaptation and mitigation is seen as potentially constraining their development.",Vytas,02.07.2020 15:46:23,359,0.055154,negative
FAO,FAO_6_2015_Eval,"n others, FAO  
has not been invited to policy processes on climate change and agriculture, is not viewed  
as having strong expertise in this area or the sustainability of the effort was a concern",Vytas,02.07.2020 15:46:23,195,0.029958,negative
FAO,FAO_6_2015_Eval,"owever, the Outputs do not  
reflect important and more CCAM-specific policy and strategy elements that would be  
important to capture for assessing the agency’s achievements on climate change",Vytas,02.07.2020 15:46:23,191,0.029344,negative
FAO,FAO_6_2015_Eval,"Moreover, the Climate-smart Agriculture (CSA) approach, which consists of three pillars  
of improved agricultural productivity or incomes, adaptation, and mitigation where  
possible, has not properly reflected the context and issues related to climate change in  
the other natural resource sectors, such as forestry and fisheries",Vytas,02.07.2020 15:46:23,329,0.050545,negative
FAO,FAO_6_2015_Eval,"As FAO no longer focuses solely on assisting member countries to increase agricultural  
production in the traditional sense, the CSA concept has not entirely reflected its work.",Vytas,02.07.2020 15:46:23,177,0.027193,negative
FAO,FAO_6_2015_Eval,"Longer term, broader programmatic approaches (rather than isolated, short-term  
projects of limited scope) that are key for meeting the challenge of climate change  
have yet to fully emerge in FAO’s CCAM work, but can be seen in some countries and  
sectors.",Vytas,02.07.2020 15:46:23,257,0.039484,negative
FAO,FAO_6_2015_Eval,"There has been a significant lack of clarity within FAO on the meaning of climate change  
adaptation as it applies to projects for emergency response, DRR and incremental climate  
change.",Vytas,02.07.2020 15:46:23,187,0.028729,negative
FAO,FAO_6_2015_Eval,"The evaluation found few partnerships with knowledge organizations at country level, in  
which FAO drew on the broader intellectual capacity of research institutions or universities  
with equal or greater skills.",Vytas,02.07.2020 15:46:23,212,0.03257,negative
FAO,FAO_6_2015_Eval,"espite the activity of several NGOs at field level and of CSOs representing small  
producers, there was little strategic partnership with them for assisting communities  
on climate change adaptation or climate-related DRR, or sharing of FAO best practices  
for their implementation in the field",Vytas,02.07.2020 15:46:23,294,0.045168,negative
FAO,FAO_6_2015_Eval,"However, FAO’s ability to influence the priorities of the investment partners is limited.",Vytas,02.07.2020 15:46:23,89,0.013673,negative
FAO,FAO_6_2015_Eval,"Although inter-UN agency partnerships for CCAM through Joint Programmes have  
produced some good results (such as the global UN-REDD), FAO and other agencies have  
worked largely in silos",Vytas,02.07.2020 15:46:23,187,0.028729,negative
FAO,FAO_6_2015_Eval,"Considering the central role of the private sector in agriculture and value chains, there  
have been insufficient FAO partnerships with the sector on climate change. Formal  
partnerships, subject to due diligence, are not the only option and informal partnerships  
have been encouraged.",Vytas,02.07.2020 15:46:23,286,0.043939,negative
FAO,FAO_6_2015_Eval,"mately, this view could not be validated: CCAM mainstreaming in  
FAO’s agricultural development and food security activities is overall mixed, and dependent  
upon the knowledge and motivation of individual staff. FAO lacks clear mainstreaming  
criteria for climate change",Vytas,02.07.2020 15:46:23,271,0.041635,negative
FAO,FAO_6_2015_Eval,"The lack of a CCAM strategy has resulted in disconnected climate-related initiatives without  
any clear articulation with broad agency aims",Vytas,02.07.2020 15:46:23,139,0.021355,negative
FAO,FAO_6_2015_Eval,"More profoundly, and in light of the impact that climate change is likely to have on  
agriculture and poverty reduction, and humankind more generally, FAO’s commitment  
to the issue has not yet been translated into concerted actions at the level of global  
dialogue.",Vytas,02.07.2020 15:46:23,266,0.040866,negative
FAO,FAO_6_2015_Eval,"Yet at a more fundamental level there is a significant gap  
in coordination, as seen in the lack of coherence in FAO’s work; the absence of broader  
programme and multi-sectoral initiatives; low engagement of decentralized offices; and  
weak coordination on funding.",Vytas,02.07.2020 15:46:23,266,0.040866,negative
FAO,FAO_6_2015_Eval,"The agency has also not been  
very efficient in accessing funds, including those from the Adaptation Fund and Global  
Environment Facility (GEF)",Vytas,02.07.2020 15:46:23,144,0.022123,negative
FAO,FAO_60_2017_Eval,here was,Vytas,02.07.2020 15:46:05,8,0.003014,negative
FAO,FAO_60_2017_Eval,"lower uptake, however, of practices that required land ownership or start-up capital.",Vytas,02.07.2020 15:46:05,85,0.032025,negative
FAO,FAO_60_2017_Eval,"owever, uptake was still slow among vegetable gardeners and  
banana producers, where production is primarily intended for own consumption, and where  
sale is an option only when there is a perceived surplus. Although the uptake of knowledge  
among mushroom producers was high, challenges such as the high cost of spawn and lack  
of starter capital prevented them from improving their outcomes.",Vytas,02.07.2020 15:46:05,393,0.148069,negative
FAO,FAO_60_2017_Eval,"This concern only  
came into attention in 2014, when a gender analysis was conducted and specific activities  
were designed to promote these results at national and district level",Vytas,02.07.2020 15:46:05,179,0.067441,negative
FAO,FAO_60_2017_Eval,"On the other hand,  
although youth have been welcomed to participate and benefit from the project activities,  
the project design and implementation did not provide specific support to engage youth  
in agriculture. The same relates to illiterates and people with disabilities.",Vytas,02.07.2020 15:46:05,276,0.103987,negative
FAO,FAO_60_2017_Eval,"On the other hand, planning and coordination of interventions among project partners  
has not always been smooth, resulting in less effective support to FFS communities.",Vytas,02.07.2020 15:46:05,169,0.063673,negative
FAO,FAO_60_2017_Eval,"However, some of the more recently implemented  
project activities (e.g. the knowledge management system, FFS networks) have not yet  
created sufficient ownership and will need to be supported further.",Vytas,02.07.2020 15:46:05,201,0.07573,negative
FAO,FAO_60_2017_Eval,"owever, this will not be sufficient to",Vytas,02.07.2020 15:46:05,38,0.014317,negative
FAO,FAO_60_2017_Eval,"support a wider uptake and replication of new practices. A more systematic planning and  
preparation for post-FFS scenarios will be needed",Vytas,02.07.2020 15:46:05,138,0.051994,negative
FAO,FAO_60_2017_Eval,although capacity gaps remain.,Vytas,02.07.2020 15:46:05,30,0.011303,negative
FAO,FAO_60_2017_Eval,"ore could be done to ensure better  
coordination and planning of interventions among the various partners involved.",Vytas,02.07.2020 15:46:05,115,0.043328,negative
FAO,FAO_60_2017_Eval,"n the other  
hand, there was limited strategic consideration on sustainability issues (i.e. wider replication  
and post-project uptake of practices) in relation to the FFS support. Going forward,  
additional and complementary support will be required to sustain the production increases  
resulting from the project support, as well as some recently implemented network activities.",Vytas,02.07.2020 15:46:05,380,0.143171,negative
FAO,FAO_60_2017_Eval,"Although the project formulation and implementation  
has considered equity in the access to knowledge, capacity and investments, it did not  
initially address gender equality and gender empowerment as a result.",Vytas,02.07.2020 15:46:24,210,0.079121,negative
FAO,FAO_61_2017_Eval,"lthough FSPS supported the four  
focus states in the development of FNS strategies, there were mixed results due to the  
timing and integration of the support provided.",Vytas,02.07.2020 15:46:05,168,0.063705,negative
FAO,FAO_61_2017_Eval,"but remained a challenge to develop. Weaknesses in linking  
information and coordination to FNS policy processes and outcomes were identified.",Vytas,02.07.2020 15:46:05,142,0.053846,negative
FAO,FAO_61_2017_Eval,"with the exception of  
‘malnutrition’; however, there were mixed results on fostering proficiency with FNS policy  
and strateg",Vytas,02.07.2020 15:46:05,126,0.047779,negative
FAO,FAO_61_2017_Eval,"While a limited number of trainees took part in food security classification  
activities as part of an Integrated Food Security Phase Classification exercise, some trainees  
did not have an opportunity to apply the new knowledge and skills in their work",Vytas,02.07.2020 15:46:05,253,0.095937,negative
FAO,FAO_61_2017_Eval,"he capacity to  
understand and analyze the connectedness of FNS elements in context requires further  
development",Vytas,02.07.2020 15:46:05,113,0.042849,negative
FAO,FAO_61_2017_Eval,"however,  
links to other multi-sectorial programmes and projects were limited.",Vytas,02.07.2020 15:46:05,78,0.029577,negative
FAO,FAO_61_2017_Eval,"herefore the observed policy actions  
were responsive to events rather than coherently and strategically addressing underlying  
FNS issues. Furthermore, the sequencing of strategy, research on existing policy, and  
the implementation of the information system after the training and institutional setup  
made it difficult to establish or recognize programme impact based on FNS outcomes.",Vytas,02.07.2020 15:46:05,387,0.14675,negative
FAO,FAO_61_2017_Eval,"hough they did not address them with the depth, duration or scale necessary  
for measurable improvement in FNS outcomes",Vytas,02.07.2020 15:46:05,119,0.045125,negative
FAO,FAO_61_2017_Eval,"However, in a post-training  
survey to evaluate progress on workshop topics, tests for competency were not monitored,  
particularly at the organizational level (including non-state actors) and environmental level  
where significant capacity development was envisioned in the programme document.",Vytas,02.07.2020 15:46:05,294,0.111484,negative
FAO,FAO_61_2017_Eval,"Technical support and exchange visits, however, involved a  
relatively limited number of people.",Vytas,02.07.2020 15:46:05,96,0.036403,negative
FAO,FAO_61_2017_Eval,"espite this, a missing link was  
noted between the training and the application of skills and knowledge in the working  
environment.",Vytas,02.07.2020 15:46:05,132,0.050054,negative
FAO,FAO_61_2017_Eval,"This made it difficult to fulfill the  
intent of the programme outcomes as reflected in the theory of change or programme  
document.",Vytas,02.07.2020 15:46:05,132,0.050054,negative
FAO,FAO_61_2017_Eval,"Although  
the state level Database and Information Management Officers collected information on  
spreadsheets, this did not resemble an intentional information system.",Vytas,02.07.2020 15:46:05,167,0.063326,negative
FAO,FAO_61_2017_Eval,"However, FNS  
strategy processes were late to begin, and therefore had not been completed by the time  
of the evaluation. Lack of baseline FNS outcome data in the states, as well as lack of primary  
data collection at locality level, were among the weakest substantial elements of the FSPS- 
CB programme.",Vytas,02.07.2020 15:46:05,305,0.115656,negative
FAO,FAO_61_2017_Eval,"owever, the existing capacity is not viewed by all stakeholders as having the  
depth and scale necessary to address FNS issues at state level.",Vytas,02.07.2020 15:46:05,142,0.053846,negative
FAO,FAO_61_2017_Eval,Little baseline FNS outcome data exists at state level,Vytas,02.07.2020 15:46:24,54,0.020477,negative
FAO,FAO_61_2017_Eval,"mmediate outcomes or longer term  
outcome level changes were not measured or monitored in any systematic way",Vytas,02.07.2020 15:46:24,108,0.040953,negative
FAO,FAO_61_2017_Eval,"AO management made critical oversights in the  
sequencing and monitoring of programme outcomes",Vytas,02.07.2020 15:46:24,94,0.035645,negative
FAO,FAO_61_2017_Eval,"The late arrival of the information management system in August 2016 was the  
primary weakness of FSPS-CB management",Vytas,02.07.2020 15:46:24,116,0.043987,negative
FAO,FAO_62_2017_Eval,"Random actions in local communities caused delays that  
needed to be quickly resolved to minimise delays. The main gap in implementation was the  
oversight of upland rehabilitation work in river catchments.",Vytas,02.07.2020 15:46:06,206,0.162441,negative
FAO,FAO_62_2017_Eval,"he  
sustainability of the skills base within MEW built by the projects maybe questionable due  
to the lack of opportunities for trained staff to utilise their new skills. Sustainability of some  
livelihood results may also be doubtful mainly due to a lack of access for beneficiaries in  
local areas to the improved inputs demonstrated in training courses.",Vytas,02.07.2020 15:46:06,356,0.280724,negative
FAO,FAO_62_2017_Eval,"but did not enhance  
widespread uptake of new or improved production systems and diversification of  
livelihoods among beneficiaries.",Vytas,02.07.2020 15:46:06,133,0.104877,negative
FAO,FAO_62_2017_Eval,"The main implementation gaps were minimal efforts devoted to livelihoods support aimed  
at encouraging beneficiary households to diversify their livelihood activities; and land  
rehabilitation works in upland watershed areas in project provinces.",Vytas,02.07.2020 15:46:06,246,0.193983,negative
FAO,FAO_62_2017_Eval,"kills in MEW built through the projects may be less sustainable  
due to a lack of resources and opportunities for staff to consolidate their skills within their  
work programmes and/or attendance at refresher courses",Vytas,02.07.2020 15:46:06,216,0.170327,negative
FAO,FAO_62_2017_Eval,"whereas  
other new livelihoods promoted by the projects, such as mushroom production or drip  
irrigation will likely be unsustainable due to a lack of input supplies.",Vytas,02.07.2020 15:46:06,166,0.130899,negative
FAO,FAO_62_2017_Eval,"Support for  
beneficiaries to diversify farming systems and improve their livelihood resilience received  
minimal support from each project.",Vytas,02.07.2020 15:46:25,140,0.110397,negative
FAO,FAO_63_2017_Eval,"but did not fully realize the  
stated objectives during the lifespan of the project, as assessed against the indicators",Vytas,02.07.2020 15:46:06,119,0.043389,negative
FAO,FAO_63_2017_Eval,"he different components were  
not distinct enough from each other; considering the strong emphasis on and need for",Vytas,02.07.2020 15:46:06,114,0.041565,negative
FAO,FAO_63_2017_Eval,"capacity building, a dedicated component on capacity development would have more  
effectively served to support the GEO and PDO.",Vytas,02.07.2020 15:46:06,128,0.04667,negative
FAO,FAO_63_2017_Eval,"Components 1, 2 and 3 only met some of  
the targets, based on performance as measured against the related indicators",Vytas,02.07.2020 15:46:06,116,0.042295,negative
FAO,FAO_63_2017_Eval,"For these  
three components, the project only partially achieved the intended results",Vytas,02.07.2020 15:46:06,85,0.030992,negative
FAO,FAO_63_2017_Eval,"roject  
participants would have benefited from further and more dedicated capacity building  
initiatives, including in fisheries data analysis, development of the logframes, project  
management and administration, financial and progress reporting, and FAO and GEF  
procedures. A dedicated capacity building component within the project design would  
have also been useful.",Vytas,02.07.2020 15:46:06,372,0.135635,negative
FAO,FAO_63_2017_Eval,"hese  
factors contributed to implementation delays and slow disbursement, especially over the  
first two years of the project, and ultimately had a significant bearing on the project’s ability  
to achieve its intended component results and its goal and objective",Vytas,02.07.2020 15:46:06,262,0.095528,negative
FAO,FAO_63_2017_Eval,"his  
could have been enhanced by the identification of appropriate incentive packages for the  
private sector",Vytas,02.07.2020 15:46:06,109,0.039742,negative
FAO,FAO_63_2017_Eval,"However,  
increasing livelihoods as an objective in all three plans and adoption of EAFM by the  
countries will help to promote gender considerations in the management of trawl fisheries.  
Although universal human rights related to the right to work and to adequate food are  
implicit in the project’s PDOan in-depth analysis of the level of dependence on bycatch for  
food security and livelihoods was not undertaken",Vytas,02.07.2020 15:46:06,417,0.152042,negative
FAO,FAO_63_2017_Eval,"installation of bycatch reduction devices  
had reportedly increased catch per unit of effort, and improved the quality and value of  
catches; much bycatch was destined for the fishmeal sector; and local communities may be  
able to adapt by adopting alternative sources of food and income.",Vytas,02.07.2020 15:46:06,288,0.105008,negative
FAO,FAO_63_2017_Eval,rather than in actually achieving them.,Vytas,02.07.2020 15:46:06,39,0.01422,negative
FAO,FAO_63_2017_Eval,"at  
the time of the evaluation many of the intended project component results remained as works in  
progress. This was especially the case for component 1 (policy, legal and institutional frameworks)  
and component 2 (resource management and fishing operations",Vytas,02.07.2020 15:46:06,260,0.094798,negative
FAO,FAO_63_2017_Eval,"some aspects of the objectives and indicators were poorly and inappropriately specified  
during the project design, making it difficult for the project to assess progress towards the  
achievement of the objectives throughout implementation",Vytas,02.07.2020 15:46:25,239,0.087142,negative
FAO,FAO_63_2017_Eval,"nd iii) other factors impacting  
negatively on the achievement of objectives included the small size of the project budget  
compared with the intended impacts, and not revising the objectives and indicators once it  
had become clear that some co-financing expected during the design phase would not be  
available",Vytas,02.07.2020 15:46:25,312,0.113758,negative
FAO,FAO_63_2017_Eval,"n addition, the evaluation found that the specification of the four components  
and their intended outcomes was poorly conceived in terms of the actual contribution of  
the components to the achievement of the GEO and PDO",Vytas,02.07.2020 15:46:25,221,0.080579,negative
FAO,FAO_63_2017_Eval,"he complex institutional structure of the project; insufficient resourcing of staff (and in  
particular the part-time nature of the Regional Project Coordinator); the use of Letters of  
Agreement (LOA) as a new method of project implementation in participating countries,  
which were not always easily understood by stakeholders; and challenges faced by the  
different language requirements and abilities in the five participating countries",Vytas,02.07.2020 15:46:25,440,0.160428,negative
FAO,FAO_63_2017_Eval,Gender and human rights issues were not explicitly addressed in the REBYC-II CTI design.,Vytas,02.07.2020 15:46:25,88,0.032086,negative
FAO,FAO_63_2017_Eval,"Evaluation findings indicate that the  
reduction of bycatch that occurred in pilot areas did not appear to significantly affect food  
security and livelihoods for the following reason",Vytas,02.07.2020 15:46:25,183,0.066724,negative
FAO,FAO_63_2017_Eval,"A number of operational issues related to the implementation of the project (such  
as the part-time nature of the Project Regional Coordinator, the Lead Technical Officer not being  
located in the region, and the lack of a dedicated editing and translation budget) had a negative  
impact on project outcomes and impacts.",Vytas,02.07.2020 15:46:25,320,0.116675,negative
FAO,FAO_63_2017_Eval,"Gender and human rights issues were not explicitly addressed in the REBYC-II CTI  
design",Vytas,02.07.2020 15:46:25,88,0.032086,negative
FAO,FAO_64_2017_Eval,"however, less  
than expected has been achieved with regard to priority i), as the full relocation of FSNAU  
to Somalia could not be achieved due to the security situation.",Vytas,02.07.2020 15:46:06,171,0.069451,negative
FAO,FAO_64_2017_Eval,"ne of the challenges with regard to  
the IPC Somalia process was the uneven food and nutrition data collection and analysis  
capacity of the IPC partners; there remains a need to work more closely with partners  
such as WFP, FEWS NET and UNICEF, and to cultivate joint ownership in the IPC process.  
Furthermore, there is a need to capacitate the Somali government on the IPC in order to  
create a higher level of ownership among these institutions.",Vytas,02.07.2020 15:46:06,449,0.182359,negative
FAO,FAO_64_2017_Eval,"n contrast, the evaluation team found less  
collaboration with regard to capacity development, and there were examples of overlap  
between the two projects; in one example, the same government staff was trained by  
each project. The collaboration appeared to be based on ad hoc informal or personal  
collaboration, rather than strategic joint planning at management level; this should be  
addressed during preparations for the next phase of FSNAU.",Vytas,02.07.2020 15:46:06,447,0.181547,negative
FAO,FAO_64_2017_Eval,"the previous  
phases, the two partners reached a memorandum of understanding on how to handle  
their different approaches (timelines and maps). Currently, the two partners no longer offer",Vytas,02.07.2020 15:46:06,187,0.075949,negative
FAO,FAO_64_2017_Eval,"a common analysis and there are no joint donor briefings. The evaluation found that the  
collaboration between FSNAU and FEWS NET had not resulted in added value or synergy  
(e.g. with regard to informing humanitarian responses). On the contrary, the disagreement  
between the two parties on the analysis of the jointly collected data and the preparation  
of maps based on different timelines had the opposite effect, creating confusion among  
the stakeholders who utilized the analysis for emergency response.",Vytas,02.07.2020 15:46:06,510,0.207134,negative
FAO,FAO_64_2017_Eval,"The project did not adhere to the  
requirements defined in the FAO Policy on Gender Equality. Much of the data and data  
analysis, however, was gender-disaggregated",Vytas,02.07.2020 15:46:06,164,0.066608,negative
FAO,FAO_64_2017_Eval,"Problems were observed,  
however, in relation to the nutrition data, as the survey results were not comparable with  
results for other countries. Furthermore, the methodology related to data on stunting was  
questioned by some stakeholders; however, this appears to be more of a communication  
gap than a methodological problem.",Vytas,02.07.2020 15:46:06,328,0.133216,negative
FAO,FAO_64_2017_Eval,"There is an urgent need for FSNAU assessments and analyses, which can also be used  
for long-term development planning and programming",Vytas,02.07.2020 15:46:06,134,0.054424,negative
FAO,FAO_64_2017_Eval,"In contrast, the evaluation found the approach to agriculture  
too narrow (including only cereal production), thereby leaving out important livelihood  
activities such as irrigation agriculture in pastoral societies. The livelihood classification and  
related information was important, as it defines the response.",Vytas,02.07.2020 15:46:06,314,0.12753,negative
FAO,FAO_64_2017_Eval,"However, even in the current  
phase there is a funding gap of approximately USD 5 million (out of a total budget of USD  
26.1 million); the next phase will likely face similar funding issues. Hence, there is a need  
for FSNAU to streamline its operations. Furthermore, there is a need to rethink FSNAU’s  
positioning between humanitarian and development funds. Several stakeholders, including  
donors, have requested FSNAU’s assessment and analysis for longer term development  
programming (e.g. resilience), and this could be a basis for development funding.",Vytas,02.07.2020 15:46:06,559,0.227036,negative
FAO,FAO_64_2017_Eval,"lthough over half of FSNAU is  
based in Somalia, the management of the project and the bulk of the analysis takes  
place in Nairobi",Vytas,02.07.2020 15:46:06,131,0.053205,negative
FAO,FAO_64_2017_Eval,"there is room for improvement. As the portfolio of FSNAU information  
and analysis products cannot be sustained with the current funding gap, there is a need to  
streamline the current products based on the expected funding shortcomings",Vytas,02.07.2020 15:46:06,236,0.09585,negative
FAO,FAO_64_2017_Eval,"lthough some gaps remain (e.g. a better understanding of chronic food and  
nutrition insecurity is needed to inform long-term programming and to link early warning  
with early action)",Vytas,02.07.2020 15:46:06,183,0.074325,negative
FAO,FAO_64_2017_Eval,"There remains, however, a  
need to mainstream gender into the project design and to disaggregate gender in data  
collection and analysis.",Vytas,02.07.2020 15:46:06,137,0.055642,negative
FAO,FAO_64_2017_Eval,"There is an urgent need to streamline its operations in accordance with  
a reduced level of funding",Vytas,02.07.2020 15:46:06,99,0.040208,negative
FAO,FAO_64_2017_Eval,"urthermore, there is a need to reconsider the position of  
FSNAU between humanitarian and development funding, as the humanitarian funding is  
shrinking; ideally FSNAU should begin producing food and nutrition security information  
and analysis for development programming.",Vytas,02.07.2020 15:46:07,273,0.110878,negative
FAO,FAO_64_2017_Eval,"The originally planned Food and Nutrition Security Technical Reference Group (TRG) had  
one initial meeting but was not continued",Vytas,02.07.2020 15:46:25,129,0.052393,negative
FAO,FAO_64_2017_Eval,"This was a gap, as the objective of the  
TRG was not to function as a consultation forum for FSNAU; rather the TRG was to serve  
as a platform for a broader technical exchange on methodologies as well as coordination",Vytas,02.07.2020 15:46:25,216,0.087727,negative
FAO,FAO_64_2017_Eval,"n the  
current phase, there was a tendency of FSNAU to act as a guardian of the IPC product and  
processes, and other partners are not sufficiently involved despite the establishment of an  
IPC Technical Working Group (TWG) in March 2016",Vytas,02.07.2020 15:46:25,237,0.096257,negative
FAO,FAO_64_2017_Eval,"The relationship between FEWS NET and FSNAU in the current phase appeared to be  
marked by poor cooperation and lack of trust, mainly due to personalities",Vytas,02.07.2020 15:46:25,154,0.062546,negative
FAO,FAO_64_2017_Eval,"FSNAU has not explicitly mainstreamed gender into the project design and implementation,  
and gender is only partly included in the objectives",Vytas,02.07.2020 15:46:25,142,0.057673,negative
FAO,FAO_64_2017_Eval,"The evaluation, however, found a communication gap with regard to informing stakeholders,  
particularly donors, about the capacity development strategy and interventions.",Vytas,02.07.2020 15:46:25,170,0.069045,negative
FAO,FAO_64_2017_Eval,Less has been achieved with regard to increasing understanding of chronic food,Vytas,02.07.2020 15:46:25,78,0.031679,negative
FAO,FAO_64_2017_Eval,"and nutrition insecurity (e.g. in terms of rolling out the triggers mechanism and producing  
trend-analysis in order to secure a better linkage between early warning and early action)",Vytas,02.07.2020 15:46:25,183,0.074325,negative
FAO,FAO_64_2017_Eval,"to the general lack of baseline and monitoring data  
for some indicators, it was not possible to assess whether information was sufficiently  
organized and made accessible in the data warehouse.",Vytas,02.07.2020 15:46:25,194,0.078792,negative
FAO,FAO_64_2017_Eval,"Due to the security situation, the complete relocation of FSNAU management and  
technical capacity to Somalia has not been feasible",Vytas,02.07.2020 15:46:25,131,0.053205,negative
FAO,FAO_64_2017_Eval,"urthermore, the communication  
to donors on progress on and achievements made on capacity development should be  
strengthened.",Vytas,02.07.2020 15:46:25,126,0.051174,negative
FAO,FAO_64_2017_Eval,"Although FSNAU is considered the sole provider of food security and  
nutrition information and analysis for Somalia, it is not likely to be financially sustainable  
in its current form",Vytas,02.07.2020 15:46:25,184,0.074731,negative
FAO,FAO_65_2017_Eval,"owever, it fell short regarding  
partnerships, capacity development and policy dialogue.",Vytas,02.07.2020 15:46:07,88,0.036655,negative
FAO,FAO_65_2017_Eval,"owever, there was no mechanism to oversee the strategic direction  
of the Technical Cooperation Assistance programme, or to broaden the dialogue with  
MoEWA regarding project implementation.",Vytas,02.07.2020 15:46:07,190,0.079142,negative
FAO,FAO_65_2017_Eval,"However, a number of issues remained unresolved, in particular the income generated  
from project, and the joining of operations, financial and administrative functions under  
a single unit.",Vytas,02.07.2020 15:46:07,190,0.079142,negative
FAO,FAO_65_2017_Eval,"Nevertheless, the lack of in-depth monitoring and evaluation data did not  
permit a comprehensive evaluation of the dissemination and uptake of results from the  
programme.",Vytas,02.07.2020 15:46:07,172,0.071645,negative
FAO,FAO_65_2017_Eval,inadequate capacity at MoEWA is a major constraint.,Vytas,02.07.2020 15:46:07,51,0.021243,negative
FAO,FAO_65_2017_Eval,he programme was less well aligned with FAO’s Strategic Objectives.,Vytas,02.07.2020 15:46:07,67,0.027908,negative
FAO,FAO_65_2017_Eval,"While MoEWA staff is knowledgeable about KSA development needs, the specific needs  
and opportunities of each project’s target group may need to be more systematically  
studied or verified through diligent field needs assessments.",Vytas,02.07.2020 15:46:25,230,0.095804,negative
FAO,FAO_65_2017_Eval,"though poverty alleviation,  
a key FAO priority, is addressed to various extents in the crop production, irrigation and",Vytas,02.07.2020 15:46:07,119,0.049568,negative
FAO,FAO_65_2017_Eval,"natural resource management projects, in many instances wealthier farmers and livestock  
owners appear to be substantial beneficiaries of project activities. This is particularly so in  
the horse breeding project, and is also a feature of the aquaculture project.",Vytas,02.07.2020 15:46:07,263,0.10955,negative
FAO,FAO_65_2017_Eval,"he expected role of Technical Cooperation  
Assistance is not merely the inclusion of gender mainstreaming as a phrase in project  
documents. Technical Cooperation Assistance personnel have to be systematically  
briefed and trained in the topic, given time to dedicate to this work, and provided with  
the tools to carry it ou",Vytas,02.07.2020 15:46:07,325,0.135375,negative
FAO,FAO_65_2017_Eval,"However, in  
the absence of strategic engagement with the Government of KSA to strengthen national food  
security policies and priorities, the country did not benefit from the full array of FAO’s services",Vytas,02.07.2020 15:46:07,204,0.084974,negative
FAO,FAO_65_2017_Eval,"Although there were problems with staffing and the  
implementation of activities",Vytas,02.07.2020 15:46:07,80,0.033323,negative
FAO,FAO_65_2017_Eval,"his implies that the broader implications of the 
interventions (in their present form) remain uncertain, with potentially negative equality  
and sustainability implications;",Vytas,02.07.2020 15:46:07,174,0.072478,negative
FAO,FAO_65_2017_Eval,"It will require additional  
and more intensive effort to promote them for wider uptake, and to obtain the expected 
results",Vytas,02.07.2020 15:46:07,123,0.051234,negative
