sentiment,segment,id
negative,Other countries have seen less progress in translating their commitments into concrete action for various reasons.,1153
negative,"One lesson emerging from this review is that, in order for implementation to be effective in realizing the objectives and principles of primary health care, commitments require political will to be translated into concrete and consistent policy action, and resources. ",1154
neutral,Successful primary health care implementation calls for broad-based partnership. ,1155
negative,"The extent and strength of such  partnerships have varied considerably from one country to the next, however. ",1156
neutral,"Intersectoral collaboration, a core component of primary health care implementation, requires concerted effort.",1157
neutral,"This review underlined that intersectoral collaboration is multifaceted, extending well beyond interministerial collaboration between the health sector and other sectors.",1158
neutral,"Rather, intersectoral collaboration can be between and among health specializations, between various sectors of society (the broad-based partnerships described above) and between and among levels of government and public administration.",1159
negative,This review suggested that promoting these various forms of collaboration has been challenging and requires commitment translated into action as described above. ,1160
negative,Equity remains an ongoing challenge.,1161
negative,"Overcoming inequities both within and between countries is a stated commitment in the Alma-Ata and Astana Declarations, and yet it remains a persistent challenge.",1162
positive,Many countries have made great strides in their efforts to translate the commitment to health as a human right into concrete actions to ensure equity within their borders.,1163
negative,Many others have made less progress.,1164
neutral,A sufficiently large and sufficiently qualified health workforce is necessary to attain the goals of primary health care.,1166
neutral,"Human resources for health – and specifically attracting, managing and retaining a suitably sizeable and suitably qualified health workforce – emerges as a consistent theme in the present review. ",1167
negative," Importantly, as the experience of numerous countries underlines, in order for the goals of primary health care to be realized, it is vital that the health workforce be trained not merely in the technical aspects of their respective professions, but rather also in the principles and objectives of primary health care. ",1168
positive,Various aspects of primary health care implementation can be incentivized.,1169
positive,"As numerous examples in this review indicated, the goals of primary health care need not always be dictated but can rather be prompted through various incentive modalities.",1170
neutral,"few such examples include the use of salary incentives to attract and retain the health workforce, financial incentives to reward achievement of desired outcomes in medical practices, incentives to foster intersectoral collaboration and incentives to foster innovation. ",1171
neutral,"To develop and sustain primary health care systems in the future, continued innovation will be crucial.",1172
positive,"Although it was not assumed in the review that innovation is inherently positive or always has exclusively positive outcomes, the review showcased numerous innovations that have helped countries to seize on opportunities and tackle challenges in primary health care implementation.",1173
positive,"These innovations are not limited to technology, but also entail creative solutions to help refine processes, reconfigure health finance approaches, restructure public administration and reform entire health systems to make them more people-centred, cost- efficient and equitable. ",1174
negative," In light of the continued challenges to primary health care implementation, coupled with the significant trends in the global context highlighted in this review (such as ongoing globalization, ageing populations, the shift of burden on health systems to noncommunicable diseases, and conflict in some countries), the need for innovative problem-solving will likely continue to grow. ",1175
neutral,Evidence-based approaches can help maximize success in primary health care implementation.,1176
positive,"As the review revealed, some countries have actively sought to bring relevant evidence to bear on their primary health care-related decision-making processes, xi while others have taken a less systematic approach.",1177
positive,"By learning from existing sources of  knowledge, information, data and experience, countries can develop well-informed policies,  programmes, strategies, regulatory frameworks, incentive structures and innovations based  on what has worked (and what has not) rather than pursuing less evidence-based (and  potentially less certain) options.",1178
positive,"The rapid development of information and communications  technology in countries at all levels of development has served to facilitate the generation and  sharing of knowledge, which can be key to accessing and using evidence. ",1179
neutral,"With this broad overview of the achievements, challenges, enabling factors and lessons in hand, a  number of areas for future action in the implementation of primary health care can be identified.",1180
neutral,"Emanating from responses in the Member State survey, these recommendations can be categorized  as follows.",1181
neutral,The Framework of Engagement with Non-State Actors (FENSA) was adopted by the Sixty- ninth World Health Assembly on 28 May 2016 (resolution WHA69.10). ,1195
neutral,The FENSA aims to  promote and enhance strong engagement with non-State actors while managing risk through  strengthened protection of WHO from potential conflicts of interest and undue influence.,1196
positive,"As the  first comprehensive framework developed by an agency within the United Nations system that  covers all types of interaction with four categories of non-State actors, FENSA is precedent setting. ",1197
neutral,"When the FENSA was adopted, Member States agreed that an initial evaluation of its implementation would be conducted following the two-year timeframe set for full  operationalization. ",1198
neutral,This evaluation was commissioned in July 2019 as one of the corporate  evaluations included in the 2018–2019 biennial evaluation workplan.,1199
neutral,The objective of this initial evaluation was to assess the status of implementation of the FENSA and its impact on the work of the Organization.,1200
neutral,"The evaluation:  • documents key achievements, best practices, challenges, gaps and areas for improvement in the implementation of the FENSA since its adoption in May 2016; and • makes recommendations on the way forward to enable the full, coherent and consistent implementation of the FENSA. ",1201
neutral,"In recognition of the complexity of the intergovernmental negotiations required to agree on the FENSA, the intrinsic sensitivity of the topic at hand, the number and diversity of  engagements involved, and the time, effort and resources invested to develop and maintain these  relationships, the evaluation did not assess the FENSA as a framework in itself but rather the  implementation of the FENSA.1 ",1202
neutral,"The evaluation was undertaken in a participatory, utility-focused and rigorous manner: it provides robust evidence from multiple data sources, identifies learning opportunities and  frames practicable recommendations for course correction.",1203
neutral,"In this vein, it is important to  underscore the formative nature of the evaluation: although it is too early to fully assess the  impact of the implementation of the FENSA, the evaluation does come at a juncture when  conditions for impact can be considered.",1204
neutral,Its findings can help to inform and strengthen  application by WHO as it moves towards full implementation of both the FENSA and the  associated operating procedures.,1205
neutral,"In this sense, the gaps and challenges identified in the report are  intended to be viewed constructively as an early opportunity for the Organization as a whole to learn  and improve its approach to implementation moving forward.",1206
neutral,"In order to ensure a clear shared understanding of the evaluation topic and thus guide and structure the evaluation, a theory of change was retrospectively constructed during the  inception phase in collaboration with staff from the specialized unit responsible for performing  standard due diligence and risk assessment, as well as the WHO Evaluation Office. ",1207
neutral,"The evaluation applied a mixed-methods approach, combining several sources of qualitative and quantitative evidence, including: (i) a review of over 120 key documents; (ii) face- to-face and virtual interviews and focus groups with 150 key stakeholders (WHO senior  management; those staff most closely associated with the implementation of the FENSA and other  relevant technical staff within WHO across the three levels of the Organization, such as designated  focal points for the FENSA and designated technical officers); (iii) focus groups with 56 FENSA  focal points in Geneva-based missions; (iv) a global survey of all Member States; (v) a survey of  non-State actors in official relations with WHO (entities serving as Collaborating Centres were  also surveyed in relation to the FENSA, as part of a wider concurrent evaluation of Collaboration  Centres, and a limited sample of non-State actors not yet eligible in their bid for official relations  with WHO was also consulted); and (vi) a survey of WHO representatives.",1208
neutral,The survey response  rates were as follows: 17.5% of Member States; 26.1% of non-State actors in official relations with  WHO; and 18.1% of WHO representatives. ,1209
neutral,"In line with the standards of the United Nations Evaluation Group, the evaluation report contains further details on the evaluation methodology, including a summary of methodological  limitations. ",1210
neutral,"The evaluation identified the following findings, organized according to the United Nations Evaluation Group evaluation criteria, highlighting both implementation achievements  and gaps in the implementation of the FENSA to date. ",1211
positive,The FENSA constitutes a coherent and integrated framework compared to previously separated and discrete engagement policies for different non-State actors.,1212
positive,"It is the first  comprehensive framework within the United Nations system that covers interaction with four  categories of non-State actors, including nongovernmental organizations, private sector entities,  philanthropic foundations and academic institutions, along with specific policies for each  category. ",1213
positive,"In this respect, the existence of the FENSA is a significant accomplishment in its own  right and a precedent for the wider United Nations system.",1214
negative,"That said, there is an absence of a comprehensive, actionable strategy and associated implementation plan to achieve the overall aims of the FENSA at all three levels of WHO.",1215
neutral,"In  response to requests by the Independent Expert Oversight Advisory Committee, an  implementation plan was approved on 21 December 2017.",1216
negative,"The use and value of this document  has been limited, however, and it not a sufficiently actionable plan to guide coherent and  systematic implementation of the FENSA due to the 18-month lag time from the resolution’s  adoption to the approval of the draft plan, coupled with the limited communication and use of the  plan as an instrument for implementation. ",1217
negative,The timeframe for WHO to fully implement the FENSA  and operating procedures appears to have been overly optimistic in light of WHO’s capacity and  capability to institute change effectively – a challenge exacerbated by the fact that a phased  approach to implementation had not been included in the adopted resolution despite a  recommendation to this effect having previously been identified in an external audit of the  implications of the FENSA’s implementation conducted in 2016 (i.e. just prior to the resolution’s  adoption). ,1218
negative,"As a result of this  gap, downstream actions to implement the FENSA have been fragmented and not supported by a  coherent communication and information dissemination strategy. ",1219
negative,The absence of effective  communication and information dissemination plans to support the implementation of the  FENSA among audiences internal and external to WHO has compromised roll-out.,1220
negative,Staff and  partner needs have mainly been addressed in a responsive and reactive manner rather than  proactively.,1221
negative,"Where communications activity has taken place, this activity has not kept pace with  changing staff and partner needs in the dynamic FENSA implementing context. ",1222
neutral,"Given the absence of a comprehensive FENSA implementation strategy or plan, activities and outputs were clustered into the following tiers for the purposes of this evaluation to enable  systematic and structured assessment, as well as an exploration of the interconnectedness  between activities and outputs: • Tier 1: Strengthening understanding, ownership and management of the risks and benefits of engagement; • Tier 2: Specializing and applying nuanced application (technical and contextual); • Tier 3: Expert technical advice and institutional memory for standardized procedures. Escalation point for exceptional cases. ",1223
positive,"Despite the lack of an overarching strategy that would establish guideposts for maximally efficient and effective implementation of the FENSA, the evaluation team notes that, as a testament to the considerable efforts of staff, WHO has succeeded in initiating (if not completing)  implementation on all aspects required by resolution WHA69.10.",1224
positive,"Within each of the three tiers, a  number of key outputs were delivered within the two-year implementation timeframe.",1225
positive,This  significant achievement forms a solid foundation for the FENSA’s further implementation. ,1226
negative,"Nonetheless, these actions have been undertaken in an ad hoc, fragmented and unsystematic  manner across the Organization and implementation was not sufficiently resourced. ",1227
negative,"However, more limited progress has been made in other important areas, such as full functionality of the Register of non-State actors through the inclusion of all non-State actors;  coordinated staff training across all three levels of the Organization; the development of  electronic workflows on the now-paused Global Engagement Management system and the active  convening of the FENSA Proposal Review Committee, which appears to have convened  infrequently. ",1228
negative,A number of significant delays were observed between the immediacy of  implementation requested in the resolution and actual delivery timescales. ,1229
negative,"Furthermore, the  evaluation team noted evidence of a greater weighting of the risk management goals of the FENSA  in the implementation of its activities rather than in its promoting and engagement-enhancing  goals.",1230
negative,"While this progress to date offers WHO a solid platform on which to build, moving forward  there is a need to ensure that the dual objectives of the FENSA are equally emphasized. ",1231
negative,"Furthermore, owing to the dynamic organizational context in WHO, some activities and outputs completed to date are now in need of further iteration or development or require  supporting actions. ",1232
neutral,"Examples include (i) review of the FENSA guides and guidance to include  updates regarding the Register of non-State actors, electronic workflows and the composition of  the FENSA Proposal Review Committee; (ii) strengthening and delivery of training materials to  include lessons learned and practical examples; and (iii) ongoing maintenance of the FENSA focal  point network.",1233
negative,"Recognizing the achievement of the short-term results of implementation activities and outputs, sequencing and delivery delays have nonetheless impacted on the achievement of the  coherent and consistent implementation of the FENSA across all three levels of the Organization,4 which would lead to the comprehensive achievement of identified outcomes.5 ",1234
neutral,The overall implementation status of FENSA outputs and activities is summarized in Figure 1. ,1235
positive,"As illustrated in this figure, eight key activities and deliverables have been fully  completed or are near completion; six are ongoing with continued effort required; and three are  in need of immediate attention to either initiate or accelerate. ",1236
negative,"In addition, no financial  monitoring of the explicit or hidden costs of implementation has taken place. ",1239
positive,"A significant majority of stakeholders, both internal and external to WHO, are of the opinion that the FENSA has at least to some extent been successful in achieving its immediate  objectives. ",1240
positive,The FENSA has generally brought greater clarity for both WHO and non-State actors  around the requirements and standards for engagement. ,1241
negative,"hat said, translating policy into  practice for different kinds of engagement appears less clear, especially among WHO staff and  Member States.",1242
negative,The delegation of accountability for managed risk is not well understood. ,1243
positive,Stakeholders likewise believe that the FENSA has more generally brought greater coherence and consistency in WHO’s engagement with non-State actors.,1244
negative,"However,  implementation planning and roll-out has been insufficiently coordinated or integrated across  the Organization, resulting in inconsistent application of the FENSA.",1245
negative,"While the FENSA has contributed to demystifying the principles of WHO’s engagement with non-State actors, the inconsistent implementation of the FENSA and the shortcomings of the  Register of non-State actors have affected the perceived transparency of the process. ",1246
positive,"The FENSA has to some extent encouraged WHO staff and non-State actors to think more strategically about their engagement, especially when entering into official relations.",1247
negative,"It is less  evident for other types of engagement, while risk aversion (as opposed to risk awareness and risk  management) might be leading to missed opportunities for positive engagement. ",1248
positive,"It is likely that the FENSA has, by design, protected WHO from engaging with non-State actors that could jeopardize the credibility of its work",1249
negative,"At the same time, there is a sense among  some stakeholders that the FENSA has amplified organizational risk-averseness, with the result  that it may inadvertently be preventing otherwise positive engagements from occurring.",1250
negative, Information-sharing on the FENSA within WHO  remains largely informal and ad hoc. ,1251
negative,"As a key FENSA stakeholder group, Member States report  that they are not sufficiently informed about implementation and the difference it is making – despite routine updates to Member States by WHO – as this reporting is primarily geared towards  an account of activities and outputs.",1252
negative,"Given data paucity challenges, including the lack of an effective monitoring and evaluation mechanism as recommended in 20166 to ascertain whether intended benefits and results have  been achieved as set out, it is challenging to reliably assess sustainability or impact at this early  stage of FENSA’s implementation. ",1253
positive,"Nonetheless, based on the assessment of relevance, efficiency  and effectiveness, the evaluation team concludes that enabling conditions for sustainability and  impact7 are increasingly present.",1254
positive,"Notwithstanding the gaps and areas for improvement cited in the evaluation report, the  conditions for future impact and sustainability otherwise appear to be in place.",1255
positive,"These include  increasing levels of commitment to the FENSA from WHO’s senior management and Member  States; a recognition that increasing resources are needed to fully implement the FENSA; and a  gradual, steady and explicit shift toward greater tolerance for risk, particularly at senior  management levels, resulting in increased risk management. ",1256
positive,"t is additionally noted that the  FENSA yields mutual benefit for stakeholders; that it is easier to engage under the FENSA; and  that clarity has improved on how to work with non-State actors at country, regional and global  levels.",1257
negative,"At the same time, the burden of FENSA implementation is being significantly felt within  WHO, posing potential risks to its impact and sustainability moving forward. ",1258
negative,"Residual issues related to the coherence of FENSA’s implementation remain, both from a  policy coherence perspective – in particular related to the FENSA’s implications for procurement– and in terms of coherence with key reform initiatives, notably the transformation agenda, where  further coherence through integration and alignment is needed. ",1259
negative,WHO’s internal and external operating context has contributed to the challenges  encountered during implementation.,1260
negative,"These factors associated with its operating context include  the following:  • the realities of implementing change in a decentralized structure – and the nature of  implementing change where there exists shared institutional responsibly across the  levels of the Organization but no clear accountability;  • the need for organizational discipline to implement changes in behaviour, set against the  risk of institutional non-compliance with administrative processes; and  • the nascent state of several enabling conditions, identified in the factors affecting  implementation as set out below, which has limited the achievement of outcomes. ",1261
negative,"Despite considerable effort being exerted by WHO staff, who have worked hard to translate  policy into practice, a number of key factors affecting implementation are identified in the  evaluation. ",1262
negative,"These include the following: 31. The perception that senior management’s endorsement and support was initially lacking, and  that senior management had communicated mixed messages in the early implementation phase. ",1263
negative,This perceived lack of high-level support limited the catalytic conditions necessary for change  and muted mechanisms for buy-in across the Organization. ,1264
negative,"The absence of an overarching Organization-wide actionable implementation strategy for  engagement, comprised of specific, concrete actions to be undertaken in a phased way for  translating the broad goals of the FENSA into a concrete, actionable plan for the Organization’s  engagement with non-State actors; and for situating and calibrating the FENSA as a framework.",1265
negative,"As  such, it represents a critical linchpin affecting all other aspects of implementation and is thus  vii | P a g e worth emphasizing as a significant factor affecting all subsequent aspects of implementation,  namely in the following ways: • A comprehensive overview of what implementation would entail (scope) at the “global/ enterprise level” was ill-defined and the roll-out of implementation actions was insufficiently aligned, coordinated or integrated across all three levels of the Organization; • The timeframe for a full and complete implementation of both the FENSA and the operating procedures was overly optimistic about WHO’s capacity and capability to institute change effectively; • There was insufficient recognition of, and resourcing to meet, the challenges of enacting change within WHO’s decentralized structure, nor was implementation geared to capitalize on this structure by having coordinated action universally and uniformly applied across the three levels of the Organization – recommendations from a 2016 external audit on the implications of implementation in this regard do not appear to have been fully enacted; • Inter-dependencies between key mechanisms and tools to support implementation were underestimated, with implications for efficiency and cost-efficiency; limited progress in one area substantially affected progress in others (e.g. electronic workflow for the internal management of engagement using the Global Engagement Management system; or delays in delivery of guides, handbooks and training).",1266
negative,"Only limited outreach activities have been undertaken, while a coordinated process of harvesting  feedback and disseminating implementation success stories and lessons (i.e. what has worked in  various settings and why or how) has been lacking. ",1267
negative,"This absence has further reduced  opportunities for sensitization, familiarization and staff buy-in into the FENSA and its  implementation. ",1268
negative,"In addition to (and as a result of) the aforementioned factor of resource limitations  limiting the capacity to implement, there has been no dedicated capacity for FENSA’s  implementation beyond the specialized unit responsible for performing standard due diligence  and risk assessment, which constitutes only one facet of implementation. ",1269
negative,"Moreover, the  organizational structural changes as a result of the transformation agenda have affected the roles  and responsibilities of those designed to implement the FENSA (e.g. the composition of the FENSA  Proposal Review Committee and Steering Committee; alongside FENSA focal points).",1270
negative,"Staff  perception is that WHO is increasingly paralysed due to resolutions, rules, regulations and  frameworks without prioritization and that the FENSA as a major organizational endeavour has  been somewhat buried under a larger set of changes. ",1271
negative,"In addition, no financial monitoring of the explicit or hidden  implementation costs is taking place. ",1273
negative,"While progress reporting on implementation status has been provided through  regular reporting requirements, this reporting has predominantly been at the level of output and  activity rather than on the intended effects of the FENSA. ",1275
negative,The absence of an overall monitoring  and evaluation mechanism to ascertain whether intended benefits and results are achieved has  been a limiting factor. ,1276
negative,"As a result, there has been little systematic discussion or space for learning,  or of adaptation and fine-tuning of implementation approaches.",1277
neutral,"Accordingly, conclusions and  findings in the present evaluation represent the first such reflective juncture on the extent to  which intended results of the FENSA have been achieved at this early stage of implementation. ",1278
negative,The availability of instruments and information in all official languages of the Organization has been a constraint for staff and non-State actors alike where English is not a first language.,1279
neutral,"Alongside the aforementioned findings, the evaluation generated several lessons to help guide future implementation. ",1280
negative,"These lessons relate to:  • ensuring that a coordinated implementation strategy and plan are established early in the process and within the overall timeframe for delivery; • ensuring that the implementation strategy is signed off and “sponsored” at a sufficiently senior level to secure endorsement and buy-in across the three levels of the Organization; • ensuring the implementation strategy is clearly and widely communicated (e.g. through roadshows, townhall meetings, brown bag lunches or lunch-and-learn sessions, outreach and familiarization events); • setting realistic timeframes for delivery of the implementation plan based on available resources, ensuring full analysis of underlying assumptions and possible follow-on effects of interlinked activities and outputs; • bringing strong project management and change management knowledge, skills and experience to bear on implementation, as these are technical, professional disciplines in and of themselves that are complementary to the professional disciplines for which WHO is respected; • putting in place a strong oversight mechanism and team that are able to generate buy-in across the Organization (bearing in mind that proper oversight by WHO management and governance structures rests on a clear implementation plan and a results framework); • regularly monitoring – and adjusting as necessary – administrative procedures and processes in order to ensure that the balance between competing priorities and characteristics is weighted proportionately.",1281
negative,"While the evaluation  finds that no compelling evidence of this risk has materialized to date, continued vigilance  in this matter is advised to avoid possible adverse behaviours. ",1282
positive,"Recognizing the complexity of the intergovernmental negotiations required to agree on the FENSA and the considerable effort exerted by WHO staff to implement the FENSA in the spirit  of, and in alignment with, the principles it embodies, which forms a solid foundation moving  forward, the FENSA’s continued implementation should take account of the following  recommendations. ",1283
neutral,"WHO collaborating centres (CCs) have been in place since the founding of the World Health Organization (WHO), with the first WHO CC having been designated in 1948. ",1326
neutral,WHO CCs are a mechanism of cooperation  in which relevant institutions are recognized by WHO as assisting the Organization in implementing its  mandated work by: supporting the achievement of WHO’s planned strategic objectives at the regional  and global levels; enhancing the scientific validity of its global health work; and developing and  strengthening institutional capacity in countries and regions. ,1327
neutral,"The main functions of CCs include: • collection, collation and dissemination of information; • standardization of terminology and nomenclature of technology, diagnostic, therapeutic and prophylactic substances, and of methods and procedures; • development of evidence-based technical guidance tools and resource materials; • provision of reference substances and services; • participation in collaborative research developed under WHO’s leadership; • training, including research training; • coordination of joint activities; • capacity building work at country level; and • provision of monitoring, preparedness and response services to deal with disease outbreaks and public health emergencies.",1328
neutral,WHO’s work with CCs is intended to benefit both parties.,1329
neutral,"Through this work, WHO stands to gain access  to leading institutions worldwide and the institutional capacity to support its work. ",1330
neutral,"In turn, institutions designated as CCs stand to gain visibility and recognition by national authorities, as well as greater  attention from the public for the health issues on which they work. ",1331
neutral,It has been 12 years since the last evaluation of WHO’s work with CCs was carried out in 2007. ,1332
neutral,"Recommendations from the 2007 evaluation addressed a wide range of issues, from putting in place or  updating internal policies to guide the work with CCs at all levels of the Organization, to changing  administrative procedures for designating and redesignating CCs, and developing a clear and common  shared vision of the strategic role of CCs.",1333
neutral,There are currently 822 CCs across the six WHO regions.,1334
neutral,"The present evaluation aimed to: (i) examine the relevance, effectiveness and efficiency of the  programmatic contributions of CCs to the achievement of WHO objectives, (ii) identify lessons learned, and (iii) make recommendations to inform future policy and decision-making.",1335
neutral,"The evaluation was framed  around four key questions, namely: a. To what extent is the work carried out by the CCs aligned with the relevant General Programmes of Work (GPW) and their outputs/outcomes?",1336
neutral,To what extent does the work of CCs contribute to the delivery of WHO’s results? ,1337
neutral,How efficiently did WHO manage its relations with CCs?,1338
neutral,What are the main lessons learned and the strategic recommendations for the way forward?,1339
neutral,The evaluation findings presented in this report are organized according to the four evaluation questions. ,1340
neutral,"This evaluation applied a mixed-method approach that compiled evidence from several sources of  qualitative and quantitative data, including: (a) a review of relevant documents; (b) face-to-face and  virtual interviews, as well as focus group discussions, with 66 key stakeholders (i.e., WHO senior managers  across the Organization, Responsible Officers (ROs), the Global Regional Focal Point (GFP) team and  Regional Focal Points(RFPs) for CCs, Technical Counterparts(TCs), the Due Diligence and Non-State Actors  team associated with the implementation of the Framework of Engagement with Non-State Actors (FENSA), and selected heads of CCs; and (c) two online surveys, one soliciting the perspectives of the heads  of CCs (the survey had a 38% response rate, i.e., 314 out of 822 CCs) and another soliciting the views of  WHO staff working directly with CCs, such as ROs and TCs (the survey had a 25% response rate, i.e., 96 out of 391 ROs/TCs).",1341
neutral,The evaluation covered CCs that were active during the biennium 2018-2019. ,1342
neutral,"Owing  to a lack of robust monitoring data on the work of CCs, the evaluation relied primarily on the key informant  interviews and the online surveys to answer the evaluation questions.",1343
positive,"Over the past 12 years, WHO has undertaken a range of actions in response to the recommendations of  the previous evaluation, leading to improvements in the management of its relationship with CCs and to  closer alignment of the work of CCs with WHO’s priorities.",1344
positive,"For example, significant changes have been made to WHO’s approach to working with CCs and the processes for designating and redesignating CCs through: a) the introduction and continued improvement of the Electronic Collaborating Centres (eCC),  a web-based e-Work interface for initiating and managing these partnerships more efficiently; b) the  improvement of guidelines for heads of CCs and WHO staff working with CCs; and c) the introduction of  a due diligence process to ensure compliance with FENSA, a framework aimed at strengthening WHO’s  engagement with non-State actors such as NGOs, philanthropic foundations and academic institutions. ",1345
positive,Currently the approval process using the eCC provides opportunities to ensure alignment between the  workplans of CCs and WHO priorities. ,1346
positive,"Additionally, WHO guidelines for WHO and CC staff as well as the  eManual provide details on how this alignment should take place. ",1347
positive,"In recent years, these changes have  led to a considerable reduction in the number of CCs, which has been achieved through the  discontinuation of inactive, ineffective and less strategically aligned CCs and through concerted efforts to designate or redesignate only those CCs that can contribute to WHO’s priorities. ",1348
positive,"As a result, most of  the work delivered by CCs is relevant to WHO’s GPW and aligned with GPW outcomes and outputs. ",1349
negative,"Despite this progress, a number of outstanding gaps have hindered the ability of CCs to ensure continued  relevance of their work to WHO’s priorities. ",1350
negative,"For example, despite the efforts to streamline the process  of designating and redesignating CCs and make it more strategic, there are still several inactive or  ineffective CCs, which may pose reputational risks for the Organization. ",1351
neutral,"Additionally, the previous  evaluation highlighted the need for WHO to have strategic plans that serve as a reference point for  selecting, designating and discontinuing CCs. ",1352
negative,"However, WHO still lacks a comprehensive organization- wide strategic plan for working with CCs that includes specific actions at the global, regional, and  technical programme area levels. ",1353
negative,"While some of the departments have developed and implemented such  plans with positive effects, others did not, mainly owing to the lack of engagement at the senior  management level and the lack of resources to support implementation and monitoring. ",1354
positive,"The views of key stakeholders underscore the continued importance of these partnerships to the  fulfilment of the GPW, even though the evaluation highlighted the need for further improvements.",1355
positive,A  majority of WHO staff who participated in the online survey consider CCs to be making a highly valuable  contribution to the achievement of WHO’s objectives. ,1356
positive,"Many considered CCs as key partners, without  which they would be unable to fulfil their WHO remit.",1357
positive,This sentiment was particularly pronounced among  iii WHO staff who work with limited financial resources or in very small teams.,1358
positive,"There is also a good level of  understanding among most, but not all, heads of CCs about how their work contributes to the delivery  of WHO’s priorities. ",1359
negative,Engaging key CC staff in discussions around WHO’s strategic priorities could increase  their understanding of WHO’s priorities as presented in GPW13 and beyond. ,1360
negative,"At the same time, many CC and WHO staff have a limited understanding of the needs and requirements  of the FENSA due diligence process.",1361
negative,"This presents challenges for both CC and WHO staff in knowing what  is required through the process, and in understanding feedback on their designation proposals from the  FENSA due diligence team. ",1362
neutral,"(A separate evaluation on the implementation of the FENSA was completed  during the course of the present evaluation, and action on its recommendations should serve to reduce  these awareness and knowledge gaps.3 ) ",1363
positive,Both WHO staff and CC heads broadly felt that CCs contribute significantly to the delivery of WHO’s  results by undertaking important activitiesin the areas of: (a) provision of technical expertise; (b) capacity  building; (c) research; (d) policy development; and (e) emergency response.,1364
positive,"CCs linked to WHO regional  offices tend to focus more on direct technical assistance and capacity-building support to countries, while  also improving WHO’s access to high-quality technical expertise and research capabilities at this level. ",1365
positive,"Those linked to the HQ technical programmes, by comparison, tend to work on issues that are global in  nature, such as research, guidelines and policy development.",1366
positive,These HQ-linked CCs are an effective  mechanism for developing global thought leadership and increasing the evidence base for policy-making.,1367
positive,"Indeed, WHO staff identified the development of global thought leadership and global communities of  advocates for WHO’s work as one of the key areas where the work of CCs have added the greatest value. ",1368
positive,Accessing global experts to engage in dialogue around policy or research ensures collaborative  knowledge generation.,1369
positive,CC experts supporting the work of WHO provide specific knowledge and expertise that WHO staff may not necessarily have.,1370
positive,"In this regard, several WHO staff felt that the large CC network  has improved the quality and relevance of WHO’s policy and research and development work.",1371
positive,"In addition,  WHO’s collaboration with CCs extends the Organization’s scope of influence as it generates new advocacy  opportunities through which WHO can position its policy work. ",1372
negative,"However, the potential of CCs to make a meaningful contribution at global level is curtailed by their  unequal representation at the global level and across regions.",1373
negative,"An analysis of the location  of the 822 currently designated CCs, which are based in 99 countries across all six WHO regions, reveals that there is an imbalance in the geographic distribution of CCs in favour of high-income countries and  specific regions. ",1375
neutral,"All told, fully one-third of all CCs are based in the European Region, while 24% are based  in the Western Pacific Region, 22% in the Region of the Americas, 13% in the South-East Asia Region, 5%  in the Eastern Mediterranean Region, and only 3% in the African Region. ",1376
neutral,"Furthermore, nearly 80% of all CCs are based in 22 countries, 13 of which are high-income countries.",1377
negative,"As a result, the potential of the CCs  to achieve maximum effectiveness globally is limited by the unevenness in their global presence and  reach. ",1378
positive,CC heads expressed that what they most value in their relationship with WHO is the contribution that  they make to global health outcomes by supporting WHO to fulfil its mandate.,1379
positive,"They also noted that the relationship helped CCs gain access to broader global networks  of CC institutions working in similar fields, thereby increasing their visibility at regional or global level. ",1380
positive,Increased involvement in policy-making processes was also identified as an important added value of the  collaboration with WHO.,1381
positive,"Moreover, some institutions apply the learning and good practices that emerge from their role as CCs across other programmes, thereby improving the quality and consistency of the  work delivered by their respective institutions more broadly. ",1382
negative,"Notwithstanding the aforementioned positive aspects of WHO’s work with CCs, there are a number of  areas in which WHO’s work with CCs has been less effective. ",1383
neutral,One of these areas relates to the monitoring  of the work delivered by CCs.,1384
negative,One of these areas relates to the monitoring  of the work delivered by CCs.,1385
negative,Stakeholders noted that internal processes for monitoring and reporting  could be improved.,1386
negative,"In particular, the heads of CCs expressed that the feedback they receive from WHO  staff on the annual reports that they submit does not meet expectations. ",1387
negative,"Additionally, numerous  stakeholders highlighted that there have been missed opportunities to assess the contribution of the  work of CCs to WHO’s results.",1388
negative,"Although this contribution is valued by WHO, opportunities forshowcasing the work of CCs both within WHO and externally have been limited. ",1389
negative,Interviews with WHO staff and heads of CCs also indicate that CCs often have workplans that are too  broad and therefore difficult to implement within the designation period. ,1390
negative,"Indeed, achieving the  ambitious objectives in these workplans would require additional resources and capacities. ",1391
negative,"Therefore,  they expressed that there is room for further improving the planning process to ensure that the identified  objectives are clear and realistic. ",1392
negative,"Such broad workplans, on the one hand, allow flexibility for them to  adapt to WHO’s priorities, as these can shift during the designation period.; on the other hand, the  breadth of these workplans often entails a need for more resources and capacity if the CCs are to fully  utilise and to demonstrate tangible results.",1393
positive,The evaluation identified several key factors that have enabled CCs to work effectively and overcome  their challenges.,1395
positive,These include: effective communication between CCs and WHO from the planning stage  to implementation and monitoring; effective planning processes that are facilitated by an open and transparent discussion on the roles of key stakeholders and expectations vis-à-vis the relationship.,1396
positive,"CC  heads also underlined that networks of CCs working in the same or similar areas is a key factor enabling  the achievement of results, although some also mentioned that more networking opportunities is  warranted.",1397
positive,"They further noted that the WHO CC “brand” is a key factor that enables CCs to fulfil their  role as it increases the institution’s visibility and trust by the Government, partners and donors, and,  consequently allows the institution to mobilise additional resources.",1398
