,segment,truth_label,id
1732,"Relevant policies, legislation, regulations and management plans were produced, public awareness has been raised, and serious efforts are still being made to institutionalize the BIG2050 Initiative and to guarantee its sustainable financing.",positive,1732
1733,"Addressing a wide range of issues, including Protected Area Management, Integrated Ecosystem Management, Watershed Management, Spatial Planning, Marine Pollution and Sanitation, the project is clearly relevant to the health of the BIG area by dealing with the problems identified in the Project Information Form (PIF) and ProDoc.",positive,1733
1734,"With the exception of Component 2, the project managed to implement its activities more or less according to plans.",positive,1734
1735,The project was adequately monitored in accordance with the monitoring and evaluation (M&E) plan developed during the first year of the project.,positive,1735
1736,"This Initiative did, though, enable the achievement of a series of objectives related to Component 2.",positive,1736
1737,"These activities were substituted by the BIG2050 Initiative (a robust monitoring system linked to calls for sustainable development initiatives), resulting in very adequate adaptive management.",positive,1737
1738,This will lead to improved management of the BIG area and reduction of negative impacts.,positive,1738
1739,"The BIG2050 Initiative has so far been very effective towards achieving its main, long-term conservation and sustainable use of the Ilha Grande Bay Ecosystem.",positive,1739
1740,"Moreover, the Initiative is highly adaptive, democratic and inclusive.",positive,1740
1741,Delivery of outputs may therefore be considered highly satisfactory.,positive,1741
1742,The local population was actively involved from the formulation stage onwards.,positive,1742
1743,The BIG2050 Initiative is highly democratic and its calls for proposals are easily accessible for people with low levels of formal education.,positive,1743
1744,Conclusion 1.,positive,1744
1745,Conclusion 3.,positive,1745
1746,Conclusion 6.,positive,1746
1747,Conclusion 7.,positive,1747
1748,The growth in membership from 56 in 2015 to 105 in 2018 demonstrates its relevance as well as its potential outreach.,positive,1748
1749,"While there is clear room for improvement in such areas, being hosted in FAO presents more advantages than disadvantages at this time.",positive,1749
1750,"The contributions and added value of GASL rest in its partnership building and knowledge sharing effects, which have been clearly appreciated by its members.",positive,1750
1751,"The design of the Project reflected its intended nature as a vehicle to establish a Global Agenda with a global mandate and a broad stakeholder participation, with the ultimate goal of policy and practice change in the livestock sector.",positive,1751
1752,"While the ultimate results and impacts of GASL will only become apparent in time, the approach of this initiative has demonstrated encouraging progress towards a more consensual view on sustainable livestock as well as policy and practice change.",positive,1752
1753,"The Project is clearly aligned and contributing to the strategic priories of FAO and members of the Global Agenda for Sustainable Livestock, as well as several SDGs.",positive,1753
1754,The Project has successfully established and expanded the Global Agenda for Sustainable Livestock into an attractive and inclusive platform.,positive,1754
1755,"GASL has proven to be effective in enabling some exchange of knowledge, tools and best practices among members, and there is an expectation by members that it will do so even more in the future, thereby creating an incentive for continued participation.",positive,1755
1756,"During the programme period, a good foundation has been developed, which will benefit the next phase.",positive,1756
1757,The portfolio is aligned with the national and regional development priorities and with FAO regional priorities.,positive,1757
1758,"Part of these aspects have been addressed over the duration of the programme, and the improved infrastructure should benefit the next phase of programming.",positive,1758
1759,"Contributions have been noted in three areas: support for evidence-based policy formulation, the creation of knowledge products and technical guidance, and investment in strengthening technical capacities within FAO and in counterpart institutions, supported by normative products.",positive,1759
1760,"This included preliminary analyses, vulnerability assessments and field trials to identify appropriate actions and target groups in both, strategic action plans and immediate action projects.",positive,1760
1761,"Taking into account the above- mentioned results, the evaluation considers that the immediate action projects represent good value for money, especially when average expenditure per project was USD 221 000.",positive,1761
1762,"This achievement has been supported by the formulation of strategic action plans which have resulted in the production of a large amount of scientific, geographical and technical material, facilitated delivery of new accessions to gene banks and on-farm conservation and enhancement of around 1 000 crop varieties.",positive,1762
1763,"The strategic action plans represented an effective means through which a large number of different stakeholders linked to PGRFA could exchange information, carry out research and analysis, and develop consensus on the actions needed to advance in situ and ex situ conservation and sustainable use of PGRFA.",positive,1763
1764,The decision to fund a large number of strategic action plans and immediate action projects with a duration of one and two years and budget ceilings of USD 400 000 (strategic action plans) and USD 300 000 (immediate action projects) was an efficient mechanism to attract high numbers of pre-proposals and full project proposals.,positive,1764
1765,"Supporting vulnerable farming communities in marginal rural areas is an effective and sustainable way of conserving PGRFA, as well as increasing the availability to facilitate its sustainable use.",positive,1765
1766,"In addition, communities consulted showed great acceptance during project implementation.",positive,1766
1767,"For example, 111 communities participated in the generation of the management and co-management plans based on zoning in five micro watersheds and that included a participatory prioritization of pilot sub-projects through mutual agreement between the GADPCH and the communities.",positive,1767
1768,"Without doubt, this situation facilitated a high level of training of female leaders in the vast majority of communities involved.",positive,1768
1769,"At national and subnational level it was coherent with the National Biodiversity Strategy and the Strategic Plan of the National System of Protected Areas of Ecuador and, at provincial level, with the LUDP and GADPCH.",positive,1769
1770,"Project achievements were significant in the province of Chimborazo, such as raising environmental awareness regarding the conservation of water resources, the construction of the regulation in the province to implement compensation mechanisms for environmental services in order to improve the governance of natural resources, the approval of ordinances at provincial and cantonal Decentralized Autonomous Government (DAG) level to protect the biodiversity, storage and optimization of the use of irrigation water by creating committees of irrigators and water for human consumption.",positive,1770
1771,The Project managed to achieve the specific objectives established with regard to its three components.,positive,1771
1772,The Project managed to actively involve a high number of stakeholders and local communities.,positive,1772
1773,The evaluation was satisfied that the Project had integrated a gender focus.,positive,1773
1774,"The evaluation found that the sustainability perspectives of some activities are favourable given that, on the one hand, the prefecture has extended the contracts of three of the OPIM professionals to continue the Project's priority objectives within the structure of the GADPCH, and on the other hand, the application of the management plans and the application of the payments for environmental services, in the parish DAGs of Quimiag and Candelaria, have achieved co-financing agreements and tie in with the activities to be promoted under the ""Biophysical Component"" (3.2 of the LUDP).",positive,1774
1775,The Project showed significant coherence with different levels of stakeholders at national and international level.,positive,1775
1776,"The project logic in terms of technical approach was strong, drawing from internationally accepted standard practices.",positive,1776
1777,"In Ghana, relevant stakeholders carried out key project activities.",positive,1777
1778,"More than 200 000 trees were planted, awareness generated in the communities, and some capacity developed in communities and governmental institutions for conservation development actions.",positive,1778
1779,Exchange visits between stakeholders of the two countries resulted in mutual inspiration.,positive,1779
1780,"The project managed to engage stakeholders in the issues of conservation and forest and wildlife protection, and the evaluation recommends immediate actions to continue current work as well as plans to scale up activities to preserve important gains achieved.",positive,1780
1781,"Conservation Alliance, the primary executing partner for both countries and based in Ghana, was a coherent and efficient partner for the Ghanaian side of the project.",positive,1781
1782,"The project did produce short-term results, and these results show signs of sustainability and potential for long-term impact.",positive,1782
1783,"Capacity development, primarily at community level, represents another achievement of the project.",positive,1783
1784,"Despite the delays and limited tangible results of the project, most stakeholders expressed high levels of satisfaction with the project given achievements despite limited resources.",positive,1784
1785,The partnership strategy of the project consisted in identifying and involving all major stakeholders for informed decision-making and efficient implementation.,positive,1785
1786,The project also supported the FAO-managed Regional Initiative on Water Scarcity in Near East and North Africa.,positive,1786
1787,"During this period, the team built the capacities of 38 water user associations (WUA) which laid a basis for building the sub-basin governance structure based on integrated water resource management (IWRM) principles.",positive,1787
1788,"SBP also supported WUAs to provide services to their members such as input supply, marketing and processing farmer produce.",positive,1788
1789,The IWRM governance structure devolves authority to local organisations to regulate water usage and formulate their longer term development plans.,positive,1789
1790,WUA helped increase institutional and individual capacities.,positive,1790
1791,The project team was flexible in adapting to these disruptions and alterations to the project design (e.g. the decision to drop the pilot waste water treatment unit and support farmers to access water in shallow wells with solar pumps).,positive,1791
1792,"By promoting modern irrigation systems and improved, climate-smart cropping practices SBP remained relevant to the many farmers seeking alternatives to their current cropping systems based on accessing increasingly expensive groundwater.",positive,1792
1793,A competent project team that worked collaboratively and flexibly in a difficult operational environment was the main factor contributing to effective project outcomes.,positive,1793
1794,The IWRM action plan provides a 10-year development strategy with WUAs integral to implementation of the plan.,positive,1794
1795,Animal disease control and climate change effects were priorities tackled under the 2011-2016 Country Programming Framework (CPF) while a bigger scope of priorities was aligned to the successor 2016-2020 CPF.,positive,1795
1796,"Additionally, interaction between buyers, auctioneers, meat graders and farmers as key players within the livestock value chain has increased.",positive,1796
1797,"They have strong vertical and horizontal information flows from farmers at wards (village level), upward through Livestock Development Committees (LDCs) all the way to district and provincial levels.",positive,1797
1798,"The Livestock Development Association also mobilized farmers to register their animals which has improved livestock identification, on record to have positively contributed to reduced cattle theft.",positive,1798
1799,They were sensitized to appreciate farming as a business also trained in livestock business investments.,positive,1799
1800,"Access to meat grading services was improved, while coordination and collaboration between actors (e.g. buyers, sellers, auctioneers, inspectors and abattoir owners) increased.",positive,1800
1801,The Project Management established support teams such as the Project Implementation Committee (PIC) and Project Steering Committee (PSC) that operated at district and national levels respectively in support of streamlining operations to avoid duplication and share lessons between various agencies.,positive,1801
1802,"At ward level, the Livestock Development Association and User Committees (e.g. water subcommittees and dip-tank management committees) mobilized communities and rendered the leadership role.",positive,1802
1803,Technical persons from the government departments of Livestock and Veterinary Services and AGRITEX-handling extension and gender and nutrition experts from FAO were all sufficiently engaged rendering ownership in case of government and overall participation easily attainable.,positive,1803
1804,"The support to institutions and enabling environment, policy provisions within the draft policy document and the sensitized associations are strong collective elements to sustain the gains made through the Project.",positive,1804
1805,The Project was in line with the priorities in the CPF.,positive,1805
1806,The Project supported systems and processes of policy (formulation and implementation) and institutional environment that activated debate and dialogue around key concerns within the livestock sector.,positive,1806
1807,"The Project piloted for a review of the taxation policy and the reduction of livestock market levy from about USD 100 to USD 30 per animal for Nkayi and Lupane districts, which was a key factor conducive for livestock farmers to engage in the formal market.",positive,1807
1808,"The market value chain was boosted thanks to the support to the livestock market value chain in terms of knowledge, skills, feedlots and sales-pen infrastructure, market linkages, meat grading services and improved information systems.",positive,1808
1809,"Because the implementers, LEAD and HELP Germany had long-standing agreements with the Government and were already working in the two districts, field coordination and implementation was relatively smooth.",positive,1809
1810,"Success stories were written by Project implementers and some have already been shared for learning, replication and upscaling.",positive,1810
1811,"Appreciative of the initiatives established, the Project had already drawn commitment from apex bodies such as the Livestock and Meat Advisory Council for continued support to the local Livestock Development Associations to further lobby to ensure more livestock-friendly policies and enhance capacities for information management and dissemination for the benefit of the lower livestock farming communities.",positive,1811
1812,"The Project was relevant, timely and well aligned to address strategic needs of the Government of Zimbabwe.",positive,1812
1813,The project design was satisfactory to conceptualize and show outputs and short-term outcomes that contribute to income and food security.,positive,1813
1814,They not only helped in curtailing the spread of diseases but also improved the health of animals and overall increase in livestock productivity.,positive,1814
1815,"It was also almost egalitarian, because a one-acre package was distributed to all beneficiaries.",positive,1815
1816,FAO support for fish production activities was promising if further supported.,positive,1816
1817,"The direct implementation of the project by FAO and active involvement of government line departments and community organizations ensured partnership and increased interest, ownership, motivation and recognition of achievements among partners.",positive,1817
1818,The Integrated Natural Resource Management (INRM) pilot is promising in establishing and strengthening coordination mechanisms among the various line departments for integrated actions.,positive,1818
1819,Its design was the subject of a thorough diagnosis and involved the key actors of mangrove management in Cameroon.,positive,1819
1820,The project also contributed to the creation of three platforms.,positive,1820
1821,The project also transferred knowledge and skills to the different actors involved in the economic sectors of the different intervention zones through several studies and training.,positive,1821
1822,"However, it can be seen that a number of lessons were drawn that provide a solid basis to guide future actions that could be taken to improve livelihoods as a sustainable mangrove management strategy.",positive,1822
1823,"The platforms set up by the project, as a forum bringing together the main actors, can contribute to the sustainability of the project if they are able to set up lobbying and advocacy actions and mobilize additional resources.",positive,1823
1824,"The project is considered firstly relevant in view of all the threats and problems acknowledged to be drivers of deforestation and forest degradation that it proposes to address, and secondly, in view of its alignment with government policy on the environment including wetlands and coastal ecosystems.",positive,1824
1825,One of the results of this project was the strengthening of mangrove conservation through the creation and improved management of three protected areas.,positive,1825
1826,"The overall implementation strategy involving the main actors in the management and conservation of mangrove ecosystems was commendable and necessary, in view of the existing inter-sectoral and multi-stakeholder threats and obstacles.",positive,1826
1827,"This initial weakness was partially corrected with the introduction of a qualitative outcome indicator of community capability, and by the introduction of Output 5.",positive,1827
1828,Village development committees felt involved in the JRP process and considered CAPs a valuable document for project implementation.,positive,1828
1829,Most of these changes aimed to adapt design and implementation to the context and were thus relevant.,positive,1829
1830,"Coordination between agencies was effective and mechanisms were in place to take joint decisions both at national and state level, as also illustrated in the Coordination Frame (Appendix 6).",positive,1830
1831,Overall they have gained skills through the project.,positive,1831
1832,Involved ministers appreciated the JRP from their own sectoral perspective but did not achieve an overall picture of the programme.,positive,1832
1833,Health status and health practices have improved as well.,positive,1833
1834,"However sensitization on hygiene was implemented in a wider area through Output 2, as well as Output 5.",positive,1834
1835,"NGO partners were trained in community consultation and are now familiar with inter- sectoral programming, measuring its stakes and interest.",positive,1835
1836,"Output 2 activities improved access and quality of health services (medication supplies, additional staff, training).",positive,1836
1837,"Most Output 4 activities are relevant to needs as they contributed to household food security and livelihoods, some being clearly linked to climatic shocks.",positive,1837
1838,"Short-term effects of food supply through Food Assistance for Assets (FFA) were reported during fieldwork, as well as mid-term effects of some of the activities (e.g. better yield after mesquite clearance and improved seed distribution, introduction of new food/social practices through home gardening; prevention of flood damage through gabion walls).",positive,1838
1839,Community consultations were a relevant approach that should be capitalized upon and further developed.,positive,1839
1840,Both FAO and OIE have unique and distinct mandates that provide them with respective strategic roles in TADs control and these are widely accepted among stakeholders.,positive,1840
1841,"To support the competencies of veterinary services in implementing standards, OIE has developed the Performance of Veterinary Services (PVS) Pathway, a voluntary programme for the evaluation of veterinary services.",positive,1841
1842,"The joint development of the One Health concept and disease control programmes for highly pathogenic avian influenza (HPAI), rinderpest, PPR and FMD was also acknowledged.",positive,1842
1843,"Leadership in the control and prevention of TADs is appropriately being provided by the international animal health agencies, FAO and OIE.",positive,1843
1844,Good progress was recognized in the joint implementation of governance by FAO and OIE at global and regional levels.,positive,1844
1845,The objectives of the GF-TADs have been achieved to a degree that significantly varies from one region to the other and reflects the differences in GF-TADs relevance.,positive,1845
1846,The partnership between FAO and OIE was seen as highly relevant and improved since the Second Evaluation in 2009.,positive,1846
1847,The role of RECs varies across the regions but has generally been strong.,positive,1847
1848,There is a continuing need for the GF-TADs platform due to continuing emergence and spread of TADs and due to the unique features of the platform.,positive,1848
1849,A regional approach and organizational solutions are justified in recognition of regional differences of the needs for TADs control.,positive,1849
1850,"FAO worked on food safety, agriculture information and climate change mitigation.",positive,1850
1851,FAO interventions adequately took into consideration gender mainstreaming.,positive,1851
1852,"In Priority Area B (Outcome: improved multi-sector participation, coordination and value chain development in food and nutrition security programme), FAO implemented two full TCPs to address constraints surrounding the production of two staple commodities.",positive,1852
1853,"In Priority Area C (Outcome: information and communication system in food and nutrition security strengthened), FAO implemented a project to prepare RNR census, which is critical for making sound policy decisions, designing development interventions and developing information and communication systems in the RNR sectors.",positive,1853
1854,"In the field, FAO activities (TCPs and TeleFood) have contributed to the transformation from subsistence farming to market-oriented agriculture.",positive,1854
1855,FAO interventions were institutionalized with a high degree of ownership by the Government at central and district levels.,positive,1855
1856,"AO technical assistance utilized the knowledge at headquarters and Regional Office for Asia and the Pacific (RAP) in designing the localized interventions on food security, food safety, information, resilience and climate change.",positive,1856
1857,AO activities were implemented through a steering committee at national level and sectors following the agreed annual workplan at the dzongkhag and gewog levels.,positive,1857
1858,FAO interventions made direct and noticeable contributions towards some of the sector level objectives such as production growth and sustainable natural resource management and utilization.,positive,1858
1859,Government acknowledges FAO as a key technical partner and anticipates more active mobilization of external resources.,positive,1859
1860,"In doing so, FAO targeted appropriate beneficiaries who were most effective in building the basis for long-term capacity and disseminating the knowledge.",positive,1860
1861,"For example, embedded efforts were observed in certain interventions promoting gender-friendly technology and gender-inclusive information gathering and planning while including women in the beneficiary group.",positive,1861
1862,"FAO interventions contributed to policy, legal and institutions strengthening in the RNR sector.",positive,1862
1863,"Also, good synergies were found between normative and programme work.",positive,1863
1864,"O interventions have shifted from the stand-alone on-the-ground technical support to more integrated assistance involving policy, institutional and human capacity development.",positive,1864
1865,FAO addressed some sectoral priorities that could increase the welfare of the poor and vulnerable people through the enhancement of food security and resilience.,positive,1865
1866,"FAO interventions triggered behaviour changes through the development of new systems, methods and procedures as well as the introduction of new technologies and practices at different levels.",positive,1866
1867,Good synergies were found between normative and field programme work.,positive,1867
1868,FAO has been effective in working with the Government.,positive,1868
1869,"Given that the Government and some other agencies have advantages in focusing on the most marginalized segment of the population and women, FAO operated in its niche while integrating the normative values in its programme design.",positive,1869
1870,A high degree of government ownership was observed at both central and field levels.,positive,1870
1871,Farmers reported improved dietary diversity and quantity in focus groups.,positive,1871
1872,Soil health has improved for some indicators over the short-term.,positive,1872
1873,"Yields per hectare with CA increased for all the major crops except for mixed beans, though there was seasonal variation.",positive,1873
1874,"Increased legume production is a positive outcome and is likely to lead to improved soil fertility and nutrition, however, it demonstrates that the CA message is still not fully accepted by farmers.",positive,1874
1875,This had spin-offs for their own production and strengthened their position in their family and community.,positive,1875
1876,"This should significantly improve any further input delivery, as well as field level monitoring.",positive,1876
1877,"The design of CASU was consistent with the Government of the Republic of Zambia policies and plans, and with the strategies of the Ministry of Agriculture for promotion of CA and climate- sensitive agriculture.",positive,1877
1878,The uptake of the Zambia Integrated Agricultural Management Information System (ZIAMIS) by the Government of the Republic of Zambia is an unintended positive outcome.,positive,1878
1879,The CASU monitoring system is complex and collects a considerable amount of potentially useful data.,positive,1879
1880,In the province of Chimborazo the LUDP assigns government funds to promote agrobiodiversity.,positive,1880
1881,"In particular, the evaluation highly valued the fact that the project was mainly designed by a government entity (INIAP) with two main focus points that tie in with the country's specific needs.",positive,1881
1882,"Equally, it ties in with the GEF's priorities (in particular BD2 and BD4) and FAO's strategic objectives (in particular OE2).",positive,1882
1883,"The law constitutes a strategic milestone for family farming, promoting research into and the development of agrobiodiversity in the country, and progressing the ITPGRFA, particularly Article 5 and Article 8 geared towards farmers' rights (FR).",positive,1883
1884,"It was also possible to establish three Bio-knowledge and Agricultural Development Centres (BADC), one of which is linked to a university in Imbabura and the other is in an area of land belonging to the provincial council of the province of Chimborazo.",positive,1884
1885,"It was found that during the identification and design of the project, the INIAP and the Heifer Foundation consulted with a wide range of stakeholder representatives beforehand.",positive,1885
1886,"A study of agroecological fairs in La Esperanza and Saraguro concluded that they have contributed towards increasing sellers' annual incomes by 17.3 percent from 2015 to 2016, approximately 90 percent of whom are women.",positive,1886
1887,"According to the women interviewed, in all of the cantons visited, this problem is compensated by the multiple benefits that agrobiodiversity offers them, which include control over seed production, medicinal products (which helps them to save on medical expenses) and for ancestral rituals.",positive,1887
1888,"With regard to the project's potential impact in upcoming years, the evaluation believes that it is likely to be moderate if the Regulation is passed and the creation of an agrobiodiversity fund with the aforementioned percentages is approved.",positive,1888
1889,"In particular, it has been found that giving greater recognition to local crops encourages male and female peasant farmers to reduce their dependence on seeds from hybrid crops that have to be bought in technological packages because the seed cannot be reproduced.",positive,1889
1890,"With regard to component 1, the project facilitated the integration of agrobiodiversity in the National Biodiversity Strategy and some Land Use and Development Plans (LUDPs) at a provincial and cantonal level, and supported the drafting of the law on agrobiodiversity and seeds, which was approved and registered in June 2017.",positive,1890
1891,The evaluation highly values the application of gender equality in accordance with FAO's objectives in the design and implementation of the project.,positive,1891
1892,"At the level of the beneficiary communities, there has been a catalytic effect in cases where farmers had the opportunity to observe the activities in person and then replicate them, as has been the case with the preparation of organic supplies.",positive,1892
1893,"The main conclusion of the evaluation at a strategic level is that the production of agriculturally diverse plots under agroecological, participatory and inclusive concepts, meets the ""Sumak Kawsay"" criteria - an indigenous concept which translates as ""good living"".",positive,1893
1894,Key aspects of the project's global environmental objective and development objective.,positive,1894
1895,"Thus, a general overview of the technical execution of the initiative is kept up-to-date.",positive,1895
1896,"However, it proved to be responsive, making the human and operating adjustments needed to organise and invigorate the technical and financial execution.",positive,1896
1897,It should be noted that the DIM modality has managed to successfully combine financial and technical administration based in the FAO office with the appropriation and materialisation of the project benefits by the NPDAG.,positive,1897
1898,"However, the team designed a strategy focused on solving this issue, which was ultimately successful.",positive,1898
1899,"Therefore, implementation featured the creation of joint management plans.",positive,1899
1900,"However, it was found that the project managed to promote the participation and leadership of women in most of the initiative activities.",positive,1900
1901,"Four new political, institutional and environmental risks were identified, which must be taken into account given that they could affect project sustainability.",positive,1901
1902,"Thus, it can be confirmed that the project has taken a fundamental step in consolidating an improvement in the provision of goods and services from biodiversity.",positive,1902
1903,"These achievements are deemed satisfactory in the evaluation because they focus on accomplishing results related to sustainable production and biodiversity conservation and at the same time, they are well connected to the future implementation of value chain plans for cocoa, naranjilla and biotrade products which, if they achieve the effects they seek, would generate an improvement in the livelihood and income of beneficiary families.",positive,1903
1904,"The design of an adequate organisational structure (in terms of management and operations), combined with a quality technical team with a clear view of the deadlines and targets for which it is responsible and direct technical and financial implementation by FAO (DIM modality), has afforded effective, efficient, results-based management.",positive,1904
1905,These positive features have provided a strong capacity to respond to drawbacks such as the initial delays in implementation and delays in the provision of the co-financing.,positive,1905
1906,The process began with the identification of the Kichwa people as an affected indigenous group and a project target and the establishment of dialogue with community and indigenous organisations and leaders.,positive,1906
1907,"Despite this fact, the project was found to have promoted the participation of women in most of the initiative activities.",positive,1907
1908,"The project design displayed good vertical consistency, and the implementation and design of the components, outcomes and outputs of the project are closely aligned with and relevant to Outcomes 2.1, 2.2 and 2.4 of FAO’s strategic objective 2 and GEF objectives LD-1, LD-3 BD-2 and SFM/REDD+-1, priority areas 1 and 4 of the Country Programming Framework (CPF) of FAO-EC, and the axes, objectives and policies included in the National Plan for Good Living (PNBV) 2013 –",positive,1908
1909,The degree of progress towards the ultimate goals and the level of activity implementation is considered satisfactory for each of the components and for most of the outputs of the project.,positive,1909
1910,"Public servants and decision-makers have gradually adopted and promoted the lessons learned through the project at their institutions, and have an understanding of the concepts of land planning, natural resource management and environmental governance that facilitates dialogue and agreement among other national-level stakeholders and civil society, as well as with specialists in the fields of biodiversity, conservation and sustainable production.",positive,1910
1911,"The DIM intervention modality, which reduced the bureaucracy involved and familiarised the FAO-EC team with administrative standards and procedures, facilitated efficient management of the project.",positive,1911
1912,"After two years implementing the project, the NPDAG authorities and civil servants, as a result of their active participation and ongoing coordination with the project staff, have begun to interiorise and confirm their commitment to conservation and sustainable use of biodiversity as a cornerstone of their provincial development strategy.",positive,1912
1913,"Still, there are indications that through the Farmer Field Schools, the farming techniques being promoted by the Project will become sustainable.",positive,1913
1914,The findings showed that the Project is highly relevant.,positive,1914
1915,"On the positive side, the evaluation noted the complementary efforts being made by the Government and other partners that are being reported in terms of their co-financing on the Project, and the good technical support being obtained by the Project from FAO headquarters and the Subregional Office.",positive,1915
1916,"The findings also suggested that at mid-point, the Project is moderately likely to be sustainable.",positive,1916
1917,The degree of alignment is one of the elements that permit FAO to be strategically positioned as an important partner for national stakeholders.,positive,1917
1918,"The county office model, both in terms of approach and sustainability requires detailed assessment in order to determine its continuity.",positive,1918
1919,"It has established partnerships with a diverse number of stakeholders, both formally or ad hoc.",positive,1919
1920,"Besides FAO having acted as one of the main facilitators in training county agriculture staff as soon as the devolved units were in place, they have also been actively engaged in the fora that guide the setting of priorities in matters relating to agricultural development at the county and national level.",positive,1920
1921,Emphasis has been given to supporting policy and strategy formulation at the national level.,positive,1921
1922,"Activities have increased adoption of conservation agriculture principles, improvements in post-harvest management practices, value addition along the chain and resilience to shocks.",positive,1922
1923,"The Country Programme Framework was useful in that it set the main lines of work that addressed identified needs, yet allowed amplitude to address unforeseen, emergent issues.",positive,1923
1924,Having a presence in counties gives FAO an intimate understanding of the local situation while also improving coordination with county governments and enabling the development of diverse partnerships with various stakeholder organizations working in the respective counties.,positive,1924
1925,"Thanks to the support of donors, measurable results have been obtained, whether in terms of scale (i.e. conservation agriculture), reach (i.e. policy support, information systems), improved livelihoods (i.e. access to markets and diversification) or increased resilience (capacity building and resource management), to name but a few",positive,1925
1926,Response effectiveness has been hampered by delays in procuring inputs.,positive,1926
1927,FAO has established successful partnerships and has played an important role in various coordination fora.,positive,1927
1928,"While responding to the changes brought on by devolution, FAO became a valuable partner in various forums at the national and county level.",positive,1928
1929,AO has made acceptable progress in mainstreaming nutrition in its programme.,positive,1929
1930,"Mariculture initiatives show promise, with positive effects on beneficiaries identified, including increases in income and diversification in sources of nutritious food.",positive,1930
1931,"FAO contributions pertaining to land were appropriate as they supported the development of an implementation framework and procedures for the recognition, protection and registration of community land rights.",positive,1931
1932,"FAO technical support, especially the contributions of the Resilience Team for Eastern Africa (RTEA), at national level with the National Drought Management Authority (NDMA) and with county veterinary services and laboratories, was appreciated.",positive,1932
1933,"FAO efforts ensured that expertise and knowledge were available to stakeholders, data on food security, diseases and other issues were generated and that early warning and information management systems were at the disposal of decision makers.",positive,1933
1934,FAO has been successful in establishing partnerships and collaborative relationships with a diverse number of actors at the national and county levels in the areas addressed by the CPF.,positive,1934
1935,O has a strong comparative advantage in areas within its mandate.,positive,1935
1936,"FAO has made important contributions under the outcome areas contained in the CPF, working with multiple stakeholders at the national and county levels, including the public and private sector, communities and academia.",positive,1936
1937,"Recognition and appreciation were reiterated by bodies within the Ministries of Agriculture, Water and Environment as well as civil society.",positive,1937
1938,"The exceptions are the relatively large Nutrition Project and ECTAD, in the case of which project identification and formulation, as well as resource mobilization for implementation, related to the pre- revolution period.",positive,1938
1939,"It is also important to note that, historically, FAO has supported the Ministry in the formulation of its strategies, including the current Sustainable Agriculture Development Strategy towards 2030.",positive,1939
1940,It established a Farm and Life School for women in one village where men have all abandoned farming and sought employment elsewhere.,positive,1940
1941,The project portfolio was aligned with the FAO Strategic Framework.,positive,1941
1942,"With regard to FAO priorities, the CPF formulation predated the adoption of the current Strategic Framework (2013-2019), but all FAO projects were found to be well aligned to at least one Strategic Objective.",positive,1942
1943,"At the corporate level, the current generation of CPFs has improved on the alignment with the Strategic Framework with coherence ensured at the output level.",positive,1943
1944,FAO has the knowledge and means to ensure CPF priorities are based on the best contextual and technical knowledge available.,positive,1944
1945,The process of setting indicative resource requirements has improved overtime.,positive,1945
1946,Integration of SDGs is in progress nationally as well as in the FAO country programming.,positive,1946
1947,"In the last few years, FAO reformed country level programming, based on institutional adaptive learning.",positive,1947
1948,The capacity for data disaggregation is also perceived as a strong advantage.,positive,1948
1949,Twenty- two countries have already incorporated FIES into their national household surveys.,positive,1949
1950,The project involved partners from the design stage (i.e. donors and academia) to the implementation.,positive,1950
1951,"In line with the FAO Policy on Gender Equality, FIES has potential to orientate policies, programmes and projects aimed at addressing gender equality.",positive,1951
1952,"Since the endorsement of FIES as an official indicator for target 2.1 of Sustainable Development Goal 2, there is growing demand for FAO to support national capacities for data collection, and much need for assistance on data analysis.",positive,1952
1953,Data has been collected by Gallup in some 145 countries during three consecutive years.,positive,1953
1954,"Twenty-three countries have requested further support from FAO to include FIES in their national survey, and this demand is growing.",positive,1954
1955,"As such, it adds value to the existent set of indicators meant to measure different components of food security.",positive,1955
1956,The endorsement of FIES as part of the SDG monitoring framework for SDG 2.1 is expected to increase the number of partnerships in the future.,positive,1956
1957,Support for incorporating FIES at the national level has increased over the years and is expected to increase further due to its endorsement as one of the progress indicators for SDG2.,positive,1957
1958,"The VoH team is planning a new strategy to address the increasing demand (e.g. nominating focal points in FAO regional offices),",positive,1958
1959,"FIES is considered a technically solid and cost-effective tool to measure access to food, and adds value to the existent suite of indicators developed to this end.",positive,1959
1960,"The success rate achieved per indicator of the initial project varies between 60 and 100 percent (detailed notes, in French, on this subject are available in Appendix 2).1",positive,1960
1961,Widespread and cross sector involvement contributed to increase the effectiveness of the project.,positive,1961
1962,"The agricultural trainings responded to important needs of the population to face climatic hazards including localized drought, soil conservation and time-consuming crop production cycles, as well as supporting community capacity to management potential risks.",positive,1962
1963,"In each visited site, farmers received training emphasizing climatic hazards and enhanced storage techniques.",positive,1963
1964,"Through trainings, field notes and brochures communicating best practices, populations are better equipped to respond to drought, a proxy indicator of resilience.",positive,1964
1965,Awareness raising efforts also focused on the role of women who were targeted by the project.,positive,1965
1966,Response and practices adapted to the Haitian climate were promoted through the trainings related to this project.,positive,1966
1967,FFS are also likely to continue trainings.,positive,1967
1968,"Recommendations concerning the review of the Letter of Agreement signed with the South-East Environmental Department, the organization of training sessions to promote and disseminate FFS, the reorganization of the Lead Technical Officers and the dissemination of project success via internet were carried out to a limited extent.",positive,1968
