,segment,sentiment,id
1724,The lessons learned and good practices are presented below following the stages of the project cycle.,neutral,1724
1725,But this will work best if certain conditions are met.,neutral,1725
1726,"These lessons learned from the first phase of the project raises some questions about the next phase,  which is currently entering its inception phase. ",neutral,1726
1727,"First, the orientation of the project is to be subdivided: with a retention of the current focus on  social protection and the addition of a new one on EIIP.",neutral,1727
1728,"Second, the geographical coverage has been expanded. ",neutral,1728
1729,These issues should be carefully re-assessed during the inception phase of the new project.,neutral,1729
1730,The International Labour Organization (ILO) implemented the Employment Generation and Livelihoods  through Reconciliation (EGLR) project in Sri Lanka from 1 November 2016 until 31 October 2018.,neutral,1730
1731,"Funding is provided by the Norwegian Ministry of Foreign Affairs, with a total budget of US$1.8 million. ",neutral,1731
1732,"The EGLR project represents an extension of the Local Empowerment through Economic Development  (LEED) project, implemented by ILO from 2011-2016 with funding from the Australian Department of  Foreign Affairs and Trade (DFAT).",neutral,1732
1733,"Overall, EGLR aims to contribute to sustainable peace and conflict transformation by reducing conflict- related economic inequalities and enabling more equitable and inclusive economic development in the  economic recovery and reconciliation process in Sri Lanka.",neutral,1733
1734,"The project goal is to promote an enabling  environment for competitive, sustainable enterprise development and creation of 2,000 decent and  productive employment opportunities among the vulnerable people including women in the conflict  affected Northern region in Sri Lanka by June 2018. ",neutral,1734
1735,Three Immediate Outcomes are proposed to achieve the project goal:  1. Improved export earnings through mutually beneficial business partnerships in fruits and vegetables  sector; 2. Developed/improved mutually beneficial partnerships in fishery sector; and  3. Improved gender responsive development interventions. ,neutral,1735
1736,"The project operates in the five districts of the Northern Province: Vavuniya, Mullaitivu, Kilinochchi, Jaffna and Mannar, including newly resettled areas in Jaffna.",neutral,1736
1737,"It targets smallholder farmers and fishers  and their communities, with special attention to women and female-headed households and persons  with disabilities. ",neutral,1737
1738,"Producer organizations, such as cooperative societies, are the main point of contact  between the fishing and farming communities and the project. ",neutral,1738
1739,Evaluation background: The final evaluation of EGLR was commissioned by the ILO and conducted from  mid-September to November 2018.,neutral,1739
1740,"Its purpose is twofold: - to support accountability and to contribute  to organizational learning of the ILO, the donor, implementing partners and other interested parties.",neutral,1740
1741,"It is  expected that the results of the evaluation can be considered in the strategic planning for the next  vii phase, known as the “LEED Plus” project, which commenced in September 2018 with joint Norwegian  and Australian funding.",neutral,1741
1742,"The evaluation was guided by a set of questions organized under the criteria of relevance and design,  effectiveness of interventions, management effectiveness, efficiency and impact orientation and  sustainability. ",neutral,1742
1743,The evaluation is based on evidence obtained during qualitative interviews with  stakeholders and beneficiaries and a desk review of project documentation and reference material.,neutral,1743
1744,"The  evaluation team carried out interviews in Colombo with ILO staff, national government and private  sector stakeholders, and conducted field work in four of five implementation districts in the Northern Province.",neutral,1744
1745,"The field work culminated in a stakeholder workshop held in Kilinochchi on October 15 2018  with participants from province and district government agencies, cooperative societies and their  members from fishing and farming communities and the private sector. ",neutral,1745
1746,Incomes of crab fishers have reached $360 per month on average.,neutral,1746
1747,"The evaluation identified the following lessons learned:  Effective monitoring and evaluation requires adequate resources, time and expertise. ",neutral,1747
1748,"It is important to establish a practical system for communications and feedback with the range  of local government agencies, and to establish an ongoing role of key agencies in support of the  economic development approach. ",neutral,1748
1749,Building producer cooperative society viability requires several years of intensive support. ,neutral,1749
1750,"Finally, from the experience gained by evaluating the LM Project in Sri Lanka in the present report  three Lessons Learned (LL) and two Good Practices (GP) have been compiled in Chapter 5.",neutral,1750
1751,Overseas labour migration is an important safety valve for domestic employment pressures and  has been a major source of foreign exchange for the Sri Lankan economy for nearly four decades. ,neutral,1751
1752,It is estimated that more than 1.8 million Sri Lankans are working overseas.,neutral,1752
1753,Remittances  accounted for 8.3% of GDP in 2017 and for 65% of export earnings in 2015.,neutral,1753
1754,"However, since 2015  the number of registered migrants, especially women, has been declining.",neutral,1754
1755,The overall  developmental objective of the Labour Migration (LM) Project is to promote effective  implementation of the National Labour Migration Policy (NLMP) resulting in better protection of  women and men migrant workers and their families as well as increasing development benefits. ,neutral,1755
1756,"This development objective is pursued through four main objectives, relating to the policy,  legislative and regulatory frameworks that govern labour migration in Sri Lanka; promoting rights  at work; optimizing benefits of labour migration through supporting return and reintegration; and increasing contribution to national, regional and global discourse on migrant workers. ",neutral,1756
1757,"The main purposes of this internal mid-term evaluation are: to improve programme performance;  to enhance learning with the ILO and key stakeholders; to contribute to ensure that progress and  results of the project are monitored, communicated and acted upon in a timely, efficient and result- based manner; and to assess the relevance, performance, management arrangements and  success of the project by identifying developed documents, best practices and lessons learned,  and by making recommendations that the project partners and stakeholders will use to improve  to improve the second half of the project design and implementation of other related labour  migration management projects and programs.",neutral,1757
1758,"The scope of the MTE will cover all interventions  the ILO and IOM have implemented since 6th April 2016 to 30th April 2018, which is the half- way point of the 48-month project.",neutral,1758
1759,The ILO uses a conceptual framework that is consistent with  Results-Based Management (RBM) and addresses six Evaluation Criteria discussed below under  ‘Findings’.,neutral,1759
1760,"For each of these criteria a series of evaluation questions have been developed in the Inception Report, and this has resulted in the Data Collection Worksheet as included in Annex  4 of the present report.",neutral,1760
1761,"A mix of qualitative and quantitative data have been used, as well as  observations, critical reflection and triangulation of information acquired.",neutral,1761
1762,The findings of the present Independent Mid Term Evaluation (MTE) are categorized according  to the six evaluation criteria distinguished throughout this report: ,neutral,1762
1763,With 23 outputs to consider it is rather difficult to assess in its totality to what degree the project  has been making sufficient progress towards its planned results.,neutral,1763
1764,"As a result, overall guidance and monitoring of project staff is  very crucial, either by the ILO Country Director, by the newly formed Labour Migration Unit within  ILO Country Office, and by the ILO Regional Migration Specialist. ",neutral,1764
1765,"There is a clear feeling of  ownership of the project activities on the side of the Ministry and of the Bureau, but they admit  that sometimes they are lagging behind in implementation as other duties require at times  preference, and this priority setting is mainly done at the highest government levels.",neutral,1765
1766,"Regarding the Ministry of Labour, the official counterpart of the ILO in the  country, it has been involved in NAC and PAC meetings and on issues of the possible ratification  of ILO Conventions (especially C.97 and C.189), although it has not developed ownership of the  project.",neutral,1766
1767,Coordination among local government offices was sometimes lacking.,neutral,1767
1768,"Both the Ministry and the Bureau have un-categorically indicated to the evaluators  that they fully support the initiatives taken by the project, and it is now important to reiterate this  important commitment by organizing the PAC and NAC meetings soonest.",neutral,1768
1769,"In this case one has to conclude in view of  the above analysis that the Government of Sri Lanka (GoSL) has showed a substantial degree of  ownership, and critically evaluated the interventions.",neutral,1769
1770,"At the same time, government priorities may  sometimes shift due to political or other reasons, and government staff may change at times  resulting in delays in decision-making and in the implementation of certain activities.",neutral,1770
1771,The same holds for the logo of the donor.,neutral,1771
1772,Generally (technical) support was  provided by the donor in a timely and adequate manner when requested by ILO.,neutral,1772
1773,Financial release  procedures and actions by the donor were taken care of in a very timely manner. ,neutral,1773
1774,Advancement of social dialogue is one of the  priorities in the DWCP for FYR Macedonia in the period 2015-2018.,neutral,1774
1775,The overall objective of the project is to extend and enhance tripartite and bipartite social dialogue as  a means to achieve economic growth and social progress. ,neutral,1775
1776,"The problem of social dialogue is addressed  from three levels and the project aims to achieve the following specific objectives:  1. Enhanced institutional capacity of stakeholders in charge of tripartite and bipartite social  dialogue in terms of sustainability, efficiency and functionality in order to provide a  comprehensive participation of all the relevant stakeholders, especially of the social partners,  in the creation, development and implementation of economic and social policies;  2. Strengthened social partnership on the industry/branch/company level including a  coordinated and effective machinery for collective bargaining;  3. Establish an operational mechanism of amicable settlement of labour disputes and trained  specialized conciliators and arbitrators for labour disputes. ",neutral,1776
1777,"The purpose of the final independent evaluation is accountability, programme improvement and  planning of the next steps, including the envisaged second phase of the project.",neutral,1777
1778,"The objectives of the evaluation are to: a) Determine the extent to which the outcomes of the project have been achieved, the kind of  changes produced, and the intended or unintended effects of the project, and an assessment  of the reasons/factors that helped to produce these changes and effects; b) Obtain feedback from the national partners and other stakeholders: what is working, what is  not and why and to assess that feedback against broader evaluation evidence; c) Provide suggestions, recommendations to better target the next steps, future strategies and  new areas of technical cooperation.",neutral,1778
1779,"The evaluation covers the project as a whole, 2014 – 2017, in all three pillars.",neutral,1779
1780,The final evaluation  builds on the findings of the mid-term evaluation. ,neutral,1780
1781,The evaluation serves the following - external and internal - clients’ groups:  • ILO tripartite constituents and national project partners; • The donor; • ILO management and technical specialists (in the ILO /Budapest and cooperating departments  at the Headquarters); • Project staff.,neutral,1781
1782,"Evaluation methodology was based on assessments of the areas of influence on the tripartite social  partners, namely trade union federations, employers’ organisations, national government and the  NESC and LESC consultative bodies. ",neutral,1782
1783,"These influences were assessed through:  • Reviews of evidence of the project, [the products of the project- e.g. dedicated staff,  agreements (procedural and substantive) at different levels, normative results (legislation,  ratification of ILO conventions, policies etc), infrastructure, training packages and events etc]; • One to one interviews with key stakeholders influencing or influenced by the project [trade  union officers, employers, government officials, project staff, ESC stakeholders]. ",neutral,1783
1784,"Where available, findings will be compared with similar initiatives in other countries as well as national  statistics over the life of the project.",neutral,1784
1785,"The primary evaluation activities were: • Document review; • Review of the results of the project and discussions with project team around these; • One to one interviews with direct stakeholders – project management, country management,  and stakeholders as organised by project management.",neutral,1785
1786,The NESC has established a working tripartite secretariat that enables it to provide opinions and  recommendations on legislation and policy to government.,neutral,1786
1787,"The NESC has established five new standing working committees: Committee on labour relations and  salary; Committee on employment and labour market policy; Committee on social security;  Committee on occupational safety and health, and Committee on issuing and revoking licenses to  mediator and arbitrators.",neutral,1787
1788,"To date, the ALDS system has been used four times for collective disputes that fall within the remit for  conciliation",neutral,1788
1789,"To date, one conciliator, trained through the project, has been utilised.",neutral,1789
1790,There is some evidence of the willingness of municipalities to provide a budget for LESCs that will  enable them to be sustained.,neutral,1790
1791,"Evaluation criteria used to evaluate the project is the standard OECD-DAC evaluation criteria of  relevance, effectiveness, efficiency, impact and sustainability.",neutral,1791
1792,Evaluative reasoning has consisted of  defining key evaluation questions as set out in the ToR. ,neutral,1792
1793,The objectives against which the evaluation  has been performed are set out in the Prodoc and an understanding of evidence required to assess  whether objectives have been met has been agreed in discussions with the project team.,neutral,1793
1794,An informal  inception note was developed to identify different data sources that would allow an assessment of  each evaluation question.,neutral,1794
1795,"Data collection instruments primarily consisted of document reviews,  discussion with project team and interviews with project stakeholders.",neutral,1795
1796,"A rubric of evidence has been  developed based on the principles of triangulation whereby more than one, and preferably three,  sources of data are examined in order to have confidence in the reliability of data to support  conclusions.",neutral,1796
1797,"Each organisation  needs a separate strategy to reflect their uniqueness and to differentiate themselves from  other, similar organisations.",neutral,1797
1798,The present Evaluation Report is mandated by the Terms of Reference (ToR) for the Final  Independent Evaluation of the project “Bangladesh Skills for Employment and Productivity”  called B-SEP (see Annex 1).,neutral,1798
1799,"This project aims to create a better trained and qualified workforce  with increased economic opportunities in five target sectors to contribute to decent work, poverty  reduction, and social inclusion in Bangladesh. ",neutral,1799
1800,"Three immediate project objectives were  identified: (i) Increased capacity and effectiveness of policy, systems and institutional  arrangements that improve the skills system; (ii) Improved mechanisms, programs and services  that strengthen the links between the demand and supply of skills in target sectors; and (iii)  Increased access to skills programs and employment opportunities for disadvantaged groups in  the target sectors.",neutral,1800
1801,"Related to the three objectives mentioned above, the project has been  implemented along the lines of the following four components: 1) Skills Funding, Planning and  Support Services; 2) Competency Based Training and Assessment (CBTA) Quality and  Relevance; 3) Industry Skills Development; and 4) Improved Access to Skills.",neutral,1801
1802,The B-SEP Project aims to improve the national enabling environment for industry skills  development and the increased employability of young and adult women and men.,neutral,1802
1803,"t targets  government agencies and their staff, employers, workers, training institutions, students and  trainees with a particular focus on disadvantaged groups in the labor market.",neutral,1803
1804,"It aims to enhance  the market-relevance and effectiveness of the national TVET and Skills Development system,  allowing for better quality, more access and an improved capacity to provide and sustain demand  driven services.",neutral,1804
1805,"The key stakeholders in the B-SEP project are: Directorate of Technical Education (DTE) under  the MOE; Bureau of Manpower Employment and Training (BMET) under MoEWOE; Bangladesh  Technical Education Board (BTEB) under the MOE; National Skills Development Council (NSDC)  under the MOLE; Employer Organizations, Industry Bodies and Industry Skills Councils; Workers  groups; National and International NGOs; and Private sector enterprises",neutral,1805
1806," The direct beneficiaries under the project are categorised under three groups: Staff of Partner Organisations; Instructors,  trainers & Master Crafts Persons (MCPs); and Workers & Market Entrants. There are also indirect  beneficiaries of the project and Annex 7 provides an overview of such indirect beneficiaries by  activity.",neutral,1806
1807,"Most activities took place in the capital, Dhaka, because most key stakeholders are based  there, but selected activities also took place in most of the Divisions.",neutral,1807
1808,The B-SEP Project is funded by the Government of Canada through Global Affairs Canada (GAC) and is implemented by ILO Dhaka based on the Grant Arrangement between them.,neutral,1808
1809,This five-year  Project commenced in December 2013 and will end in December 2018.,neutral,1809
1810,The total budget for the  grant was CAD 19.5 Million (US$ 16.2 Million).,neutral,1810
1811,The project is directly managed by a Chief  Technical Advisor (CTA) who reports to the ILO Country Director in Dhaka.,neutral,1811
1812,Four other  international fixed-term experts manage the activities in the four components.,neutral,1812
1813,Technical  backstopping has been provided by senior ILO specialists located in the Decent Work Team in  New Delhi as well as from Geneva.,neutral,1813
1814,A Project Steering Committee (PSC) and a Project Monitoring  and Coordination Committee (PMCC) are regularly held to monitor progress and provide strategic  guidance.,neutral,1814
1815,"There are two key purposes of the final evaluation: to promote accountability to the tripartite  constituents, the donor and key stakeholders, and to promote learning within ILO and among key  stakeholders.",neutral,1815
1816,Five Evaluation Criteria have been identified in the ToR which form the backbone  of the Findings section below. ,neutral,1816
1817,The Data Collection Worksheet in Annex 4 identifies 24 Evaluation  Questions which have been discussed in Chapter 3 and summarized below.,neutral,1817
1818,The scope of the  evaluation encompasses all activities and components of the project during the whole duration  from the start in March 2013 to October 2018.,neutral,1818
1819,"A mix of qualitative and quantitative data have  been used, including interviews with key stakeholders and Focus Group Discussions with staff of  TVET institutions, NGOs and other stakeholders, as well as observations, critical reflection and  triangulation of information acquired.",neutral,1819
1820,The findings will be presented in this section according to the five Evaluation Criteria distinguished  throughout this report.,neutral,1820
1821,Other important ministries in the area of skills development are the Ministry of Labour and  Employment (MOLE) and the Ministry of Expatriates’ Welfare and Overseas Employment  (MoEWOE).,neutral,1821
1822,"The organisation responsible for the implementation of the NSDP was the Secretariat  of the National Skills Development Council (NSDC-S) under MOLE, but significantly, the council  has been replaced by the National Skills Development Authority (NSDA) through the NSDA Act  on the 1st of October 2018 and is now under the Prime Minister’s Office.",neutral,1822
1823,"The achievements in terms of coverage of disadvantaged groups are mainly confined to  one activity concerning design and delivery of specific programmes for persons with disabilities  in target sectors where 630 of them were trained (49% women), and where 134 partner staff,  managers, instructors and Master Craft Persons, MCP (12% women) were trained.",neutral,1823
1824,The social partners have been involved in project implementation in different ways. ,neutral,1824
1825,"Although the government has been taking various measures to promote girls’ enrolment in the  TVET system, a lot more needs to be done to achieve the 40% national target.",neutral,1825
1826,Gender has been dis-aggregated for all data in all project activities.,neutral,1826
1827,The third Evaluation criteria is Efficiency of Resource Use.,neutral,1827
1828,The latest most accurate data are those in the latest annual financial report of  B-SEP to the donor indicating the total expenditures from the beginning of the project in 2013 until  December 2017 (see Table 1). ,neutral,1828
1829,"This shows that the largest budget category consists of actual  activities, including subcontracts, seminars and trainings, with over 42% of the expenditures, and  another 33% of expenditures was used for the project team with a relatively large number of  international staff members.",neutral,1829
1830,The majority of expenditures (53%) was  done in 2016 and 2017.,neutral,1830
1831,"The budget for the current year 2018 is 15%, of which the majority has  already been spent by now (November 2018).",neutral,1831
1832,"Overall, the project received good support from  Geneva HQ, from the ILO Decent Work Team in New Delhi (except in the case of gender support),  and with ROAP in Bangkok.",neutral,1832
1833,The Mid-Term Evaluation (MTE) was completed in September 2016 and the evaluation report  was approved by the EVAL department in Geneva in February 2017. ,neutral,1833
1834,In the  table included in section 3.6 a summary is given of the recommendations and of the responses  by the B-SEP project as summarized by the evaluators from different sources.,neutral,1834
1835,"Irregular and mixed migration flows  involving asylum seekers, unaccompanied  and separated migrant children and  victims of human trafficking is an  increasingly persistent challenge that has  defied migration management efforts  by governments in the Southern African  Development Community (SADC) region. ",neutral,1835
1836,"People have been compelled to emigrate  moving away from struggling economies  in search of better livelihoods and  employment, social marginalization and  political conflicts in their home countries.",neutral,1836
1837,"Although migration has always been part  of human life since time immemorial,  it is now, unavoidably, a survival and  livelihood strategy for many, which is  increasingly transforming the socio- demographic and political landscape of  the region.",neutral,1837
1838,Out-migration in the SADC  region is increasingly prevalent.,neutral,1838
1839,"For  example, the net contribution of out- migration in the SADC region is very high  ranging from over 80% in Zimbabwe, 33%  in Lesotho, 14% in Angola, 13% in Malawi  and 8% in Zambia1 . ",neutral,1839
1840,"In 2015, it was estimated that South Africa  had the highest number of immigrants  and was the favorite migrants’ destination  in the region hosting an estimated  3,142,511 which is around 58.4% of  the total SADC migrants, followed by  Zimbabwe and Mozambique which  host an estimated 398,866 and 222,928,  respectively2 . ",neutral,1840
1841,"To echo the Director  General of the International Organization  for Migration (IOM), Ambassador William  Swing, migration is not a problem we  must attempt to resolve but a regional  developmental reality we must manage  to minimize its impact on human  developmental outcomes3 .",neutral,1841
1842,IOM has been implementing the project  entitled: “Addressing Irregular Migration  Flows in Southern Africa” in six countries  in Southern Africa since 2010.,neutral,1842
1843,"The project  started in South Africa before it expanded  its geographical scope to include  Botswana, Malawi, Mozambique, South  Africa, Zambia and Zimbabwe.",neutral,1843
1844,"The overall  goal of this project funded by the United  States of America’s Bureau of Population,  Refugees, and Migration (PRM) is: ”to support government in  the 6 countries in the SADC  region to manage migration  effectively in order to uphold  the rights of migrants”",neutral,1844
1845,"IOM conducted an internal review of  this regional project to take stock of the  achievements, lessons and challenges  emanating from the past six years of  implementation.",neutral,1845
1846,The evaluation used qualitative  methods approaches to assess the  achievements and determine the key  project components that contributed  to the observed successes and/or  weakness. ,neutral,1846
1847,"A combination of formative  and summative approaches were used  to elucidate the mechanisms through  which the project works to achieve  intended short, intermediate and long  term target changes.",neutral,1847
1848,A purposeful  sampling technique was used to identify  key interested and affected stakeholders  to gather qualitative data to assess the  project’s achievements in relation to its  intended goals.,neutral,1848
1849,"Through iteracative interpretation of  the data from project document review,  various Key Informant Interviews (KII),  observation at the selected sites and  project activities, chance conversation  with stakeholders at the Musina border  post, child welfare complex in Lusaka  and Musina, the evaluation shed light on  the Theory of Change (ToC) underlying  the project intervention logic in relation  to short and long term goals.",neutral,1849
1850,KIIs also  generated useful insight on how the  TOC could be refined to reflect critical  paths for the project towards realizing its  ultimate goal of ensuring an orderly and  humane migration management in the  region.,neutral,1850
1851,The summary of achievements  by each project components is presented  below.,neutral,1851
1852,The fact  that all governments in the six countries  are more than ever before committed  to alternatives to migrants’ detention  demonstrates a political commitment  to the protection of vulnerable migrants  and humane migration management.,neutral,1852
1853,"And, although it is not explicitly reflected  in the project result matrix, CB also aimed  at changing the officials’ perceptions and  attitudes on migrants by increasing their  awareness of migrants’ rights and needs. ",neutral,1853
1854,Direct Assistance (DA): The aim of this  component as per the project document  is to ensure that vulnerable migrants  have access to protection services such  as access to shelter and AVR.,neutral,1854
1855,Migration Dialogue for Southern Africa (MIDSA): The overall goal of MIDSA is to enhance  regional dialogue and cooperation to  facilitate the protection of vulnerable  migrants in the SADC region.,neutral,1855
1856,Capacity building (CB): The expected outcomes of capacity  building as per the project result  frameworks (from Phase I to VI) was  primarily to increase knowledge and skills  on migration management and migrant  rights among target government officials. ,neutral,1856
1857,The findings  from interview with AVR beneficiaries  back in their home countries were  interesting.,neutral,1857
1858,"The following section discusses the  project background and rationale,  describes the project short and long  term target results as well as intervention  components implemented to achieve the  planned results.",neutral,1858
1859,The sections ends with  a brief discussion elucidating the theory  underlying the project interventions.,neutral,1859
1860,"This report presents the evaluation results of the project, “Enhancing Migration Management in  Belize through an upgrade of the Migration Information Data Analysis System (MIDAS)” that was  implemented by IOM Belize from November 1 st , 2016 to September 30th , 2017.",neutral,1860
1861,"The project’s overall budget was USD 100,000 and funded by the IOM Development Fund (IDF) - Developing  Capacities in Migration Management.",neutral,1861
1862,The project’s overall objective was to improve migration  management in Belize by strengthening the response capacity of national authorities to manage  the borders more efficiently through an upgrade of the MIDAS. ,neutral,1862
1863,"The evaluation criteria considered in the evaluation are those outlined in the terms of reference  (see annex 1), namely effectiveness, relevance, efficiency, impact and sustainability, as well as the  cross-cutting themes of equity and gender.",neutral,1863
1864,"The evaluation measured achievements according to the following sub- objectives: • Assess whether the project has met the intended objectives and outputs, as set out in the project proposal; • Assess the relevance and efficiency of the project’s activities; • Assess the durability of the project’s results or the continuation of the project’s benefits; • Determine the extent to which the project coordinated with relevant actors; • Assess any challenges that affected the successful implementation of the project, and the factors that have contributed to its success; • Propose corrective actions for future planning and execution;  9999888776-executive 5 | P a g e • Assess the extent to which gender has been mainstreamed in the implementation of the project; and The evaluation has implemented different data collection techniques.",neutral,1864
1865,"The data was obtained  through a documentation review, surveys and semi-structured interviews with stakeholders, as  well as on-site observations at selected border crossing points (BCPs).",neutral,1865
1866,This data was triangulated  in responding to the evaluation questions. ,neutral,1866
1867,"IOM Georgia has implemented a project focused on combating Trafficking in Persons (TIP) in Georgia  and addressing the demand side of trafficking, funded by the United States Department of State’s  Bureau of International Narcotics and Law Enforcement Affairs (INL), from June 2016 until December  2017. ",neutral,1867
1868,The project builds on previous counter-trafficking (CT) efforts of IOM Georgia that have received  INL funding since 2010. ,neutral,1868
1869,The objective of the project was to contribute to increased capacities of the  Georgian government in prosecuting traffickers and assisting trafficking victims through  comprehensive and coordinated multi-agency approaches. ,neutral,1869
1870,"The project aimed to foster inter-agency  coordination with the inclusion of the labor inspectorate and social workers, build capacity in pro- active identification of (potential) victims of trafficking, especially concerning child victims, as well as  implement an information on the Georgian-Turkish border to address the demand side of trafficking  in the Adjara region. ",neutral,1870
1871,IOM Georgia commissioned this internal final evaluation to assess whether the project’s intended  results have been achieved or are likely to be achieved and to identify constraints that have been  encountered.,neutral,1871
1872,"The evaluation looked at the five main evaluation criteria – relevance, effectiveness,  efficiency, impact and sustainability as well as gender and good governance as cross-cutting issues.",neutral,1872
1873,The evaluation methodology consisted of desk review and qualitative data collection through  interviews conducted during a field visit which took place from 27 November until 1 December 2017. ,neutral,1873
1874,Efficiency: Several modifications were made to the original project activities during project  implementation because of the change in scope and implementation plan of the awareness raising  campaign.,neutral,1874
1875,"Surplus funds resulting from the reduction in scope of the  campaign were used to conduct two additional trainings (one additional training was held on  combating sexual exploitation, with a particular focus on children, and one training covered the nexus  between TIP and smuggling of migrants).",neutral,1875
1876,The revised campaign was designed  to be implemented by the Border Revenue Service and Border Police at Sarpi and Vale BCPs after  receiving materials and instructions on its use from IOM.,neutral,1876
1877,As such IOM only monitored how the  5 implementation was going and how many flyers were being distributed on a regular basis.,neutral,1877
1878,"In terms of good governance, the evaluation looked at transparency of reporting and information  sharing on TIP achievements. ",neutral,1878
1879,"Every year, thousands of migrants crossing Africa and the Mediterranean die in hopes of reaching Europe.",neutral,1879
1880,Many migrants are misinformed about the risks of irregular migration and often rely on migrant smugglers who spread inaccurate information for monetary gain.,neutral,1880
1881,"One of the International Organization for Migration (IOM)’s responses in this area is the implementation of a wide range of awareness-raising campaigns, particularly in West Africa, to promote safe migration choices.",neutral,1881
1882,This Global Migration Data Analysis Centre (GMDAC) study is the second publication in a series of scientific impact evaluations aimed at assessing the effects of such campaigns on potential migrants. ,neutral,1882
1883,This study examines the effects of the CinemArena campaign in Guinea. ,neutral,1883
1884,CinemArena is an IOM- managed mobile cinema and community discussion initiative that aims to raise awareness about the possible dangers of migrating among potential migrants and share information about safe alternatives to irregular migration.,neutral,1884
1885,"Guinean nationals were among the three largest migrant groups arriving by sea in Spain in 2018 and 2019, and among the top 10 for sea arrivals in Italy in the same period.",neutral,1885
1886,"In 2019, Guineans represented 27 per cent of arrivals in Europe from West Africa. Overall, Guinean nationals represent approximately 5 per cent of recorded (irregular) migration arrivals to Europe in recent years.",neutral,1886
1887,"The objective of this study is to test whether attending CinemeArena awareness-raising events in Guinea had a measurable effect on potential migrants’  knowledge, risk perceptions and intentions regarding irregular migration. ",neutral,1887
1888,The study uses a difference-in-difference (DiD) estimation – a statistical technique aimed at distinguishing causal relationships from mere correlation.,neutral,1888
1889,"This method is a specialized approach to verify whether programme impacts can be directly attributed to the programme itself, rather than to other relevant factors, such as the economic context or changes in migration policies.",neutral,1889
1890,"In total, approximately 16,000 people attended 32 CinemArena awareness- raising events in Guinea in early 2019.",neutral,1890
1891,"The impact evaluation is based on a subsample of “potential migrants”, i.e. individuals between the ages of 15 and 39 that are considering migrating abroad.",neutral,1891
1892,This study collected data on potential migrants in villages that the campaign visited (i.e. treatment group) and similar villages that the campaign did not visit (comparison group).,neutral,1892
1893,"Combined, the impact study is based on a total sample of 2,825 potential migrants in 63 villages in the regions of Boké, Boffa, Gaoual and Koundara in Guinea.",neutral,1893
1894,"In treatment villages, 1,739 men and women between the ages of 15 and 39 were surveyed (baseline) a few days prior to arrival of the caravan.",neutral,1894
1895,"Out of these, 1,494 (86%) attended the events and were successfully interviewed again approximately three months later. ",neutral,1895
1896,"In the comparison villages, 1,040 individuals with the same profile were also surveyed before the events and three months after. In both treatment and comparison villages, individuals were only included in the study if they had previously considered migrating and were willing to attend an information event.",neutral,1896
1897,Forty (40) per cent of respondents said it was either “likely” or “very likely” that they would migrate to Europe in the next 24 months.,neutral,1897
1898,"However, only one in five said that they had made any preparations for a potential move.",neutral,1898
1899,Almost one in three respondents with strong migration intentions reported that they would migrate even if a visa application were rejected.,neutral,1899
1900,"Most potential migrants in this study considered irregular migration to be generally very dangerous; approximately half perceived specific risks such as exploitation or ship wreckage during the journey, and unemployment, housing issues or social exclusion in countries of destination.",neutral,1900
1901,"Only 10 per cent of respondents felt well-informed about migration to Europe; most lacked basic information regarding visa eligibility and asylum procedures, as well as information about the duration and cost of an irregular migration journey.",neutral,1901
1902,"The IOM Development Fund provided funds to implement a Counter Trafficking project in the  Seychelles, with the overall objective of strengthening the capacity of the Government of Seychelles  to deal with Trafficking in Persons(TiP). ",neutral,1902
1903,An end of project evaluation was commissioned to measure the project’s perfomance against core  evaluation criteria and generate lessons for similar future projects. ,neutral,1903
1904,he evaluation was conducted in  November 2016 and it employed a mixed methods approach.,neutral,1904
1905,"he evaluation assesment was guided  by the five standard OECD-DAC core evaluation criteria: relevance, effectivenness, efficiency,  sustainability and impact. ",neutral,1905
1906,"Reporting has  been adequate and followed the SDC requirements, but more emphasis is needed in the project  for monitoring, strategizing and timely modifications of outputs or activities. ",neutral,1906
1907,"The project is not a standard ‘development’ project and one of very few joint projects between  UNDP, DPA, and DPKO.",neutral,1907
1908,"The ultimate test of ownership and sustainability is when the government is  able to arrange for dedicated budgets involving of course the approval of the Ministry of Finance,  for example to upscale NTVQF, to make the stipend program universal, and to enhance capacity  building of DTE and its TVET institutions.",neutral,1908
1909,"The pace of expenditures was quite low in the first 1.5 years or so  during 2013-2014, while it gradually increased in 2015.",neutral,1909
1910,"Regarding the monitoring meetings, it is imperative that the PAC will be held within one  month, closely followed by the NAC and NSCRR before the end of 2018. ",neutral,1910
1911,CCAP is a climate change adaptation project and does not directly  undertake mitigation activities. ,neutral,1911
1912,The “Strengthening the Protected Area Network in Southern Tanzania: Improving the  Effectiveness of National Parks in Addressing Threats to Biodiversity Project” (also known as  SPANEST) in Tanzania addressed several issues related to protected areas’ management in the  country.,neutral,1912
1913,"The Project was designed to increase the effectiveness of National Parks in Tanzania in  protecting biodiversity and to provide for the long-term ecological, social and financial sustainability of that system as well as to be able to reduce anthropogenic pressures on the sites  and secure biodiversity status within them.",neutral,1913
1914,"The focus was on the new and developing Southern  Circuit of Tanzania’s National Parks, reflecting the fact that --with some exceptions--, the  management effectiveness of National Parks in this region remained sub-optimal, and that  (relative to the Government of Tanzania’s desired levels for this zone) tourism activity remained  low. ",neutral,1914
