segment,sentiment,embeddings,cluster,x,y,id,props
"Nevertheless, when the 2013 decision was made, the intended outcomes were formulated only in terms of office structures and presences.",negative,[-2.1621838   2.324639   -0.20900075],0,13.258273124694824,7.557487964630128,1317,"[0.0070382203, 0.15392424, 0.8390375]"
"The available organizational planning guidance did not provide sufficient support to the offices on this issue, including on what standards for protection and assistance could be agreed with governments.",negative,[-2.0591362 -0.8566507  3.6025035],0,14.514323234558105,-7.110762596130371,1318,"[0.006470206, 0.006435167, 0.9870946]"
"By 2016, UNHCR was less able to carry out protection and solutions activities for persons of concern, directly and through partners.",negative,[-1.4925865 -0.8560563  3.009232 ],0,11.38282871246338,-6.250933170318604,1319,"[0.013758765, 0.006855723, 0.9793855]"
"Recipients of UNHCR cash are less likely to earn income in the formal sector, with access to work as a precursor to being less likely to earn income in the formal job market.",negative,[-2.0188897   1.7879972   0.27792475],0,11.786247253417967,5.667152404785156,1320,"[0.017388744, 0.31694788, 0.6656633]"
"The UNHCR refugee ID cards are not always accepted by schools for enrolment and few refugee youth, if any, have attended the secondary and senior secondary National Open School, a distance learning format high school.",negative,[-1.2560235   0.44728574  1.0826211 ],0,11.020633697509766,-0.0647443383932113,1321,"[0.0046267374, 0.020013805, 0.97535944]"
Accessing services and justice is also a challenge.,negative,[-2.3734756   0.81508994  1.8247939 ],0,12.677663803100586,0.4305697977542877,1322,"[0.005728191, 0.010846116, 0.9834257]"
The mission found that one of the main challenges faced by UNHCR in its response to the emerging crisis was the timely dispatch of sufficient numbers of qualified and experienced technical staff.,negative,[-1.8742098  1.0454755  1.1852508],0,11.596346855163574,0.9865314364433287,1323,"[0.015500503, 0.028689342, 0.9558102]"
"Moreover, a number of institutional, bureaucratic and operational impediments further reduced the pace at which UNHCR was able to respond to the unfolding crisis, resulting in an initially insufficient scale-up to respond to the emergency.",negative,[-1.5355082 -1.3486748  3.5026243],0,10.485834121704102,-10.18264389038086,1324,"[0.008939693, 0.006250143, 0.9848102]"
"However, a concern raised by a large majority of HO respondents, as well as UNHCR UK respondents, was the need for more consistent, ongoing communication, particularly with the higher-level policy and decision-makers in the HO.",negative,[-2.2163048  -0.18544622  3.041902  ],0,14.676398277282715,-3.758840799331665,1325,"[0.003801422, 0.0137861995, 0.9824124]"
"When the new urban refugee policy was introduced in 2009, the offices charged with its implementation did not receive dedicated resources for that purpose, nor were they provided with additional staff.",negative,[-2.012958    1.9520129   0.06499276],0,12.004541397094727,6.563206672668457,1326,"[0.013396057, 0.8720228, 0.11458121]"
"In Malaysia, such advocacy efforts have not yet succeeded in persuading the authorities to assume a more substantial role in relation to refugee issues, and UNHCR has consequently been obliged to assume responsibility for a wide variety of functions, including registration, status determination, documentation and detention monitoring, best interest determination for children, as well as assistance in the areas of health, education, livelihoods and the search for solutions.",negative,[ 0.9849895 -1.6334901  0.5044021],4,2.770457029342652,-1.4956822395324707,1327,"[0.010686363, 0.015199245, 0.9741145]"
"In Malaysia, however, there are no solutions in sight for the majority of refugees, even in the medium or longer term.",negative,[-1.9789454   2.0360658   0.06266085],0,12.135838508605955,6.566799163818359,1328,"[0.00937539, 0.025561236, 0.9650634]"
At a provincial level there was a lack of practical guidance for targeted support to persons with specific needs.,negative,[-1.7510813 -1.2048304  3.613288 ],0,12.347271919250488,-9.916616439819336,1329,"[0.011669263, 0.005058152, 0.98327255]"
"This underestimated coverage since information management and reporting systems did not consider protection mainstreaming activities in other clusters, and Monitoring and Evaluation (M&E) systems did not track how protection monitoring data was used.",negative,[-1.7391218 -0.980745   3.471623 ],0,12.79376220703125,-8.705690383911133,1330,"[0.010896633, 0.005312279, 0.9837911]"
"Most non-food items (NFI) procured for L3 operations in Kasai were distributed 5- 6 months after needs assessments had been conducted, reducing their effectiveness.",negative,[ 0.91490346  0.11156569 -1.6281633 ],2,0.9545506238937378,5.606396675109863,1331,"[0.008466438, 0.0083861835, 0.98314744]"
"A key challenge for UNHCR-led coordination systems was not only to avoid duplication, but mainly to optimise value-added of the limited resources available.",negative,[-2.1060147   2.3679118  -0.13608803],0,13.261314392089846,7.5041441917419425,1332,"[0.005489395, 0.16293558, 0.83157504]"
"Key gaps during the L3 response included the lack of protocols to address protection needs, lack of coherence between different protection working groups, difficulties in agreeing on harmonised standards, data management and turnover of cluster coordinators.",negative,[-1.4203981 -1.4846737  3.4962854],0,9.45390796661377,-9.98082160949707,1333,"[0.007204514, 0.0057655987, 0.98702985]"
"Due to a combination of internal and external factors, notably critical gaps in funding and staffing, protection monitoring did not influence delivery of services and assistance as planned.",negative,[-1.3201382 -1.4312527  3.3039565],0,9.26171875,-8.895780563354492,1334,"[0.041822705, 0.007226473, 0.9509508]"
The interagency Protection Strategy of the Humanitarian Coordination Team (HCT) in DRC was approved in April 2018 following a prolonged process which meant there was no agreed protection strategy to guide the overall L3 response.,negative,[-2.0097995 -0.3426947  3.1147873],0,14.400131225585938,-4.509948253631592,1335,"[0.008189825, 0.03519414, 0.95661604]"
"UNHCR in DRC did not wait for the declaration of the system-wide L3 emergency to start providing assistance, but they did so with limited resources in a context where the government did not authorise an initial assessment by the protection cluster.",negative,[-1.998358    2.114836    0.01296453],0,12.41168975830078,6.782302379608152,1336,"[0.0125084035, 0.019083668, 0.9684079]"
The protection cluster reported achieving only 8% coverage of needs for the overall response.,negative,[-1.6463461 -0.86449    2.9716425],0,11.8599853515625,-6.334439277648926,1337,"[0.016583065, 0.006479811, 0.97693706]"
There was a lack of systematic reporting of outcomes by UNHCR and most of their implementing partners during the period covered by the L3 declaration even though protection monitoring could have potentially provided outcome data for both advocacy initiatives and interventions at a community level.,negative,[-1.4302355 -1.5117662  3.6198397],0,9.80517864227295,-10.278813362121582,1338,"[0.0106258, 0.0053963265, 0.98397785]"
Significant delays in scaling up and gaps in systems and capacity compromised the effectiveness of the response.,negative,[-1.4087899 -1.4200392  3.4116879],0,9.61325454711914,-9.66038703918457,1339,"[0.021719238, 0.006058448, 0.97222227]"
Current OCHA-led systems for data management and multi-sectoral reporting do not accurately reflect or provide an incentive for mainstreaming protection.,negative,[-1.48117   -1.4485881  3.6023068],0,9.930810928344727,-10.341730117797852,1340,"[0.0046407753, 0.008703388, 0.98665583]"
The relatively high cost of establishing and staffing UNHCR offices along with the lack of effective remote management and monitoring systems undermined coverage and cost effectiveness.,negative,[-1.443872  -1.4869169  3.5611002],0,9.727424621582033,-10.219123840332033,1341,"[0.01077749, 0.005406164, 0.98381627]"
"Although the risk of further displacements within DRC remains high, UNHCR preparedness remained limited.",negative,[-2.0678704  1.7407008  0.4627892],0,11.589890480041506,4.707928657531738,1342,"[0.01034454, 0.011965525, 0.9776899]"
"UNHCR lacked policies, approaches and tools that are specifically adapted for IDPs, including L3 protocols.",negative,[-1.6164446  -0.92255557  3.043819  ],0,11.813289642333984,-6.691832065582275,1343,"[0.008527325, 0.0057605575, 0.9857121]"
UNHCR lacked clear lines of accountability for decision-making during this L3 corporate response.,negative,[-1.430486  -1.0597498  3.0981922],0,10.613326072692873,-6.9566264152526855,1344,"[0.0076633026, 0.007256618, 0.98508006]"
"Its advantages and disadvantages have, as far as known, never been fully assessed by UNHCR.",negative,[-0.80995625  1.7660463  -1.0938298 ],1,8.102849006652832,10.861066818237305,1345,"[0.008903133, 0.026413547, 0.9646833]"
"Mandate RSD is still carried out in a considerable number of countries where a national procedure exists, mostly as an exceptional response to serious protection risks.",negative,[ 0.15959695 -1.5900362   1.3144736 ],4,3.4857892990112305,-1.5485763549804688,1346,"[0.4288767, 0.027870696, 0.5432526]"
"Decision-making through or by collective inter-ministerial eligibility bodies, serviced by technical secretariats, is a model that has been replicated in many countries with little apparent regard to local conditions.",negative,[ 1.3563023 -1.3630779 -0.405272 ],2,-0.1328360587358474,-1.5764751434326172,1347,"[0.09299651, 0.022745123, 0.88425833]"
"New RSD authorities appear to face challenges in two main areas: the expedient functioning of procedures, including the capacity to respond to increasing numbers, and the correct application of the refugee definition.",negative,[-2.5823452   0.68188244  2.4837956 ],0,13.72134017944336,0.1098355874419212,1348,"[0.0046667783, 0.027847802, 0.96748537]"
"In conclusion, looking at State and UNHCR practice, transitions rarely follow a linear and quick pattern of fully effective responsibility and quality RSD.",negative,[-0.64011747 -0.53674865  1.5452251 ],3,5.068582057952881,-1.5427206754684448,1349,"[0.0065679485, 0.02319317, 0.9702389]"
"From an efficiency perspective, despite the need for an offline system to manage CERF funding (which is also the case for other earmarked contributions), there was an acknowledgement of the comparatively light application and reporting processes.",negative,[ 0.3851405 -2.1485271  1.6461406],4,3.4494917392730717,-1.5942304134368896,1350,"[0.08907217, 0.008414761, 0.9025131]"
"The challenges around recruiting and retaining staff, which are due largely to limited security of tenure, career prospects and conditions for contract staff, are great; and overcoming them will be crucial for the success of the transition to national RSD in the longer term.",negative,[-1.4286249  1.5846896 -0.3127042],0,10.508163452148438,7.384813785552978,1351,"[0.007364028, 0.09386132, 0.8987746]"
"At present, DRA and UNHCR register asylum-seekers in parallel, leading to inefficiencies and the risk of discrepancies and errors in recorded data.",negative,[-1.9737266  -0.58292925  3.2599788 ],0,14.316717147827148,-6.425045967102051,1352,"[0.005339759, 0.008579887, 0.98608035]"
"Registration of asylum-seekers in Nairobi has been suspended by the Government at various times since end of 2012, hindering access to the procedure for many people potentially in need of protection.",negative,[-1.8049012   1.1889273   0.79361767],0,11.01070499420166,3.84473729133606,1353,"[0.007503399, 0.019651193, 0.97284544]"
Some of those interviewed expressed a strong desire for a clear and timely outcome from the RSD process.,negative,[-0.7968987 -1.1143861  2.0359082],3,5.366585731506348,-2.1576814651489262,1354,"[0.061187692, 0.014749092, 0.9240632]"
"Although the Work Plan has provided a comprehensive set of steps which should, once completed, provide for a timely conclusion of the transition process, it has not been possible to adhere to the foreseen timeframes.",negative,[-2.1093626 -0.2898747  2.962758 ],0,14.01731777191162,-4.038187980651856,1355,"[0.013003433, 0.006624244, 0.98037237]"
Registration and data-sharing are also crucial issues on which progress has been delayed.,negative,[-1.913982   -0.39314196  2.8746037 ],0,12.6824369430542,-4.375420093536377,1356,"[0.0044033146, 0.011416891, 0.98417974]"
Responses seemed to identify a lack of effective communication between UNHCR and its population of concern with regards to the progress of their claims.,negative,[-1.4288355 -1.444674   3.5246732],0,9.672096252441406,-10.069229125976562,1357,"[0.009589842, 0.0050758547, 0.9853343]"
"In 2014-2015, UNHCR was more effective at coordinating with UN partners than with Government or NGO partners.",negative,[-1.4851433   1.3499441   0.30270824],0,10.195352554321287,5.552958011627197,1358,"[0.011101051, 0.009841653, 0.9790573]"
"Turkey was a difficult programming environment, in part because of the lack of data, the very large and scattered character of the refugee population, and the limited room for manoeuvre in a situation where the Government was in control but itself undergoing rapid institutional changes.",negative,[-2.514077   0.5114937  2.530416 ],0,13.82793140411377,-0.2278488129377365,1359,"[0.006179421, 0.031662107, 0.96215844]"
Government welfare system.,negative,[-1.3231901  2.2896519 -1.45119  ],1,10.123724937438963,14.330060958862305,1360,"[0.013008018, 0.9718456, 0.0151463915]"
"However, both coordinating mechanisms had deficiencies.",negative,[-1.6901159 -0.5202671  2.5579457],0,11.759527206420898,-4.218944549560547,1361,"[0.017977081, 0.0059667896, 0.9760561]"
"Efforts to coordinate and plan an effective programme have been hampered by the policy of the Government not to gather or share key demographic data, although some vulnerability profiling was achieved in the 2014-2015 period while identifying beneficiaries for out-of-camp distributions of cash and core relief items.",negative,[-1.6700758 -0.82653    3.065279 ],0,12.208049774169922,-6.534273624420166,1362,"[0.010124257, 0.009468487, 0.9804073]"
Durable solutions are a long way away for Syrians in Turkey.,negative,[-0.23980965  0.87426347 -0.92712635],2,3.085963726043701,5.5510077476501465,1363,"[0.026121149, 0.58981323, 0.38406557]"
"However, there is one major gap in the entire protection response of the UN (not just UNHCR), stemming in part from reticence to address cultural and traditional factors, and that is insufficient attention to the large and growing risks of SGBV and child exploitation, most often typified by early marriage and child labour.",negative,[-1.9396042  -0.81914264  3.488007  ],0,13.938420295715332,-7.834328174591064,1364,"[0.0047789533, 0.007097758, 0.98812324]"
"The effectiveness of programmes for refugees and asylum seekers was limited by a general hardening of attitudes towards refugees, the unsettled leadership of UNHCR in 2015 and the reallocation of limited staff and policy resources towards IDPs.",negative,[-1.7181367 -1.0797844  3.4523654],0,12.461822509765625,-8.945009231567383,1365,"[0.009671091, 0.005803748, 0.98452514]"
"UNHCR and its partners have not succeeded in resolving some political obstacles such as humanitarian access, and policy advocacy in NGCAs is almost impossible.",negative,[-1.3794307  -0.85235244  2.704172  ],0,10.654951095581056,-5.262130260467528,1366,"[0.0075443294, 0.0071364683, 0.98531926]"
"Those residing in the makeshift sites are living in emergency-like conditions, while UNHCR has not been able to develop an effective advocacy strategy for the 200,000 unregistered Rohingya beyond acknowledging them as persons of concern in 2010.",negative,[-1.1586977   1.0883934   0.29864815],0,9.56069278717041,5.883871555328369,1367,"[0.0059414534, 0.020471606, 0.9735869]"
"UNHCR should have devoted some resources, however, on spontaneously resettled refugees in Koinadugu and in urban Freetown.",negative,[-1.3348368 -0.5282211  2.4073334],0,10.907286643981934,-3.8211133480072017,1368,"[0.018263705, 0.007421321, 0.9743149]"
The large number of NGO organizations began leaving around 1994 and UNHCR downsized after my departure.,negative,[-1.8671619  1.1774662  1.0015796],0,11.151153564453123,3.5571398735046387,1369,"[0.016251238, 0.14910053, 0.83464825]"
The repatriate communities have not prospered.,negative,[-1.3088894  0.4729754  1.0682302],0,11.050922393798828,-0.0034464667551219,1370,"[0.009147317, 0.03631575, 0.9545369]"
"Yet, I have seen few donor strategies that have adequately accounted for the need of people who have been uprooted by conflict to continue uprooting themselves in order to survive.",negative,[-1.6038913  -0.26814392  2.367567  ],0,11.630521774291992,-3.569169282913208,1371,"[0.0072209234, 0.016746046, 0.9760331]"
"Unless and until these regulations are modified, UNHCR will find it extremely difficult to implement the other aspects of its policy.",negative,[-2.8529148  1.0573827  2.469638 ],0,13.552886009216307,0.6955254673957825,1372,"[0.0047155265, 0.1852588, 0.8100257]"
"As a result, a large proportion of the people recognized as refugees in Bulgaria are unable to integrate there and consequently engage in irregular movements to other parts of Europe.",negative,[-1.9631876  2.4884617 -0.6170981],1,14.277063369750975,10.640167236328123,1373,"[0.010918304, 0.7737123, 0.21536936]"
"More generally, the refugee issue is overshadowed by the other socio-economic challenges confronting the country.",negative,[-1.7909113  2.1493084 -0.4222622],0,12.223151206970215,8.057340621948242,1374,"[0.00692105, 0.11592509, 0.8771538]"
Managing these coordination challenges drew key resources away from the field-level response at a critical moment in the crisis.,negative,[-1.8147517   1.9006414  -0.05187531],0,11.675943374633787,7.006820201873777,1375,"[0.004175227, 0.01745731, 0.9783675]"
Gaps observed in security management hardware and protocols were indicative of the difficulties many UNHCR operations face in managing the transition from a relatively stable situation to one characterised by risk and uncertainty.,negative,[-2.6906424  0.6742983  2.623032 ],0,13.793606758117676,0.1146001517772674,1376,"[0.008286261, 0.0055463184, 0.9861674]"
"Considering that Uganda was also facing a refugee influx from the D.R. of Congo, the capacity of the Ugandan Government, UNHCR and partners was therefore stretched",negative,[-2.0832922  2.5951679 -0.5191303],1,14.426756858825685,10.252786636352539,1377,"[0.0046887468, 0.013912563, 0.98139864]"
"While protection needs and risks were assessed as part of multi-sectoral assessments early on in the response, no protection specific assessment informed the response priorities.",negative,[-2.0350273  1.8725638  0.2688642],0,11.910774230957033,5.7141666412353525,1378,"[0.008228225, 0.021847548, 0.9699242]"
"Accountability to affected population, a central element for protection outcomes, was partially achieved through participatory assessments and other mechanisms that provided some opportunities for participation and sharing of information.",negative,[-0.8688059   1.3368762  -0.73697805],1,8.344574928283691,9.27492618560791,1379,"[0.115431756, 0.010478963, 0.8740893]"
"By 80 and large, age and gender diversity dimensions were incorporated into the design and implementation of the response, with some gaps, such as, for example the inadequate support (for a population comprising mostly women and children) for shelter construction.",negative,[-1.4097729  1.196238   0.2741863],0,9.963412284851074,5.700998306274414,1380,"[0.009308127, 0.006828072, 0.98386383]"
"Drug supply was complicated by challenges with population estimates, regular MoH stock-outs and a lengthy international procurement process for UNHCR.",negative,[-2.0348825   0.18589441  2.455331  ],0,13.123221397399902,-1.7448197603225708,1381,"[0.0052038715, 0.01099531, 0.9838008]"
Mental and psychosocial care was considered from the first phase of the emergency response.,negative,[-2.137457    1.967227    0.36589146],0,12.338662147521973,5.060725688934326,1382,"[0.0047550183, 0.007899285, 0.98734576]"
Limited attention was given to nutrition until the nutrition survey in March 2014 indicated 20% GAM prevalence (although survey results and nutrition screenings gave incongruous results).,negative,[-1.2947791 -1.1938832  3.1045504],0,10.006759643554688,-7.237643718719482,1383,"[0.04306968, 0.008205767, 0.9487245]"
"The longer-term sustainability of water and sanitation facilities is, however, hampered by the absence of an operation and maintenance strategy for water supplies.",negative,[-2.1246328  -0.63797873  3.404912  ],0,14.586751937866213,-6.41772985458374,1384,"[0.003924492, 0.01411984, 0.9819557]"
"Key indicators for hygiene promotion were not developed in 2014, despite some initial efforts in this direction.",negative,[-1.5609434 -0.4244199  2.3058023],0,11.281075477600098,-3.695918321609497,1385,"[0.01159272, 0.0062352465, 0.9821721]"
"Household hand washing stations were rolled out across the settlements, but their use appears to have been inconsistent over time and between locations as per field observations.",negative,[-0.92518747 -1.6778014   3.017507  ],0,7.778408527374268,-7.1910953521728525,1386,"[0.02511246, 0.0116458805, 0.9632417]"
"The grid layout used, whilst making efficient use of the land, is not conducive to the development of community identities and ownership of infrastructure, notably water points.",negative,[-1.7280555  -0.03989205  2.0830169 ],0,11.531991004943848,-1.4432638883590698,1387,"[0.0049517076, 0.014365559, 0.98068273]"
Site planning did not utilise GIS and detailed topographic analysis based on digital elevation models.,negative,[-1.9701368 -0.7241022  3.2216837],0,14.011250495910645,-6.5854244232177725,1388,"[0.008108597, 0.007954098, 0.9839373]"
"More support should therefore have been provided, such as plastic sheeting for temporary roofing, which was by and large effective in Ethiopia.",negative,[-2.1872678  0.3546067  2.3461967],0,13.289304733276367,-0.7701541185379028,1389,"[0.0108204065, 0.009960595, 0.979219]"
Conflict mechanisms in schools and non-violent teaching methods remained as unresolved protection challenges.,negative,[-1.8320204 -0.5794349  2.9297657],0,12.559347152709961,-5.078244209289551,1390,"[0.0074677486, 0.009508997, 0.9830232]"
Very limited support for secondary education was provided.,negative,[-2.2612698  -0.03727147  2.7299404 ],0,14.327521324157715,-2.6401126384735107,1391,"[0.010622948, 0.019436765, 0.96994025]"
"This strategy however still lacks operational details, has not yet been approved by the Government of Uganda and its fundability is uncertain.",negative,[-2.318737   0.5712424  2.2149777],0,13.143239974975586,-0.2557626068592071,1392,"[0.0063150944, 0.019989675, 0.97369516]"
"UNHCR Ethiopia made only belated use, however, of the various available human resources emergency deployment schemes.",negative,[-1.0418566 -1.0044789  2.4128428],0,9.899456977844238,-4.688864231109619,1393,"[0.04417293, 0.013979245, 0.9418478]"
"Aside from specific isolated examples, such as the water system for Tierkidi and 280 Kule, a true long-term strategic plan, linking host community and refugee service delivery for long-term efficiency and sustainability was lacking as the response struggled to keep up with the various challenges presented by the crisis.",negative,[-1.5635008   1.6640469  -0.19186953],0,11.104373931884766,7.236759185791016,1394,"[0.0066694873, 0.009107545, 0.98422295]"
"Protection considerations were partly integrated into the 300 response but some aspects remained weak in sectors such as site planning, shelter, food as well as health, nutrition, shelter and WASH at the transit centers.",negative,[-1.0480362 -1.2655654  2.808094 ],0,9.149141311645508,-6.142956733703612,1395,"[0.064634345, 0.008926327, 0.92643934]"
"The response was not based on protection assessments that would have been necessary to identify particular protection needs and risks, especially in a situation where the majority of refugees are women and children with a very high number of 310 unaccompanied and separated children.",negative,[-2.0078437  1.4064779  0.5517746],0,11.184749603271484,4.228746414184569,1396,"[0.03160842, 0.032812834, 0.93557876]"
Coordination mechanisms were set up for specific protection areas and only merged into an overall protection working group at Gambella level towards the end of year one.,negative,[-1.678537    2.1990106  -0.68878835],1,12.543663024902346,11.169697761535645,1397,"[0.020678572, 0.027090462, 0.95223093]"
Partners conducting the preparation at the arrival sites (for which UNHCR did not have sufficient funding) however reported that the process was chaotic.,negative,[-2.4281058   0.02679813  2.9773784 ],0,14.729432106018065,-2.823249340057373,1398,"[0.010941599, 0.009022199, 0.9800362]"
"The child protection case management system remained weak due to lack of harmonization, coordination and capacities and only reached a portion of the children in need of specific protection interventions or at risk, including among UASC.",negative,[-1.004934 -1.841685  3.395843],0,7.615671634674072,-8.246650695800781,1399,"[0.015169076, 0.0051286747, 0.9797022]"
"With no dedicated nutrition focal point at Addis Ababa level, however, the response management was primarily reactive with limited strategic thinking around longer-term strategies and sustainable programming.",negative,[-1.7514232 -1.0410268  3.5808256],0,12.804895401000975,-9.530543327331543,1400,"[0.010108302, 0.0063164574, 0.9835752]"
"Coverage rates for nutrition programmes were extremely poor due to weak preventive measures, limited community involvement and a weak outreach system.",negative,[-1.2709371 -1.4277952  3.317414 ],0,9.212664604187012,-8.892951011657715,1401,"[0.014210002, 0.006246572, 0.9795434]"
"On the whole, however, food distribution in the transit centres was ad hoc.",negative,[-1.8012017   2.0462258  -0.30135846],0,12.075095176696776,7.749232292175293,1402,"[0.20070738, 0.015142832, 0.7841497]"
Mortality rates in the UNHCR Health Information System (HIS) were too low to be credible and were contradicted by a retroactive mortality study.,negative,[-2.2373528   0.16442938  2.6946726 ],0,14.24147129058838,-2.1688671112060547,1403,"[0.0067168185, 0.010151117, 0.98313206]"
Conditions in transit centres were appalling for the first few months of the crisis and deteriorated again with each new wave of refugee arrivals or delay in relocation.,negative,[-2.1586199  1.083469   1.3784368],0,11.953340530395508,1.1821383237838743,1404,"[0.016976696, 0.66460246, 0.31842083]"
"Progress on latrine construction was slowed down by environmental and social challenges, variable partner performance and the delayed roll out of agreed latrine designs by the WASH Technical Working Group.",negative,[ 1.0434407  -0.8602105  -0.47187534],2,2.3593120574951167,3.8796536922454834,1405,"[0.01935091, 0.0074111735, 0.9732379]"
"The installation of emergency shelters described in the strategy 450 might have reduced the financial impact of flooding in Leitchuor, but was not implemented.",negative,[-2.0833144   0.00656375  2.5811925 ],0,13.123817443847654,-2.439518928527832,1406,"[0.04010598, 0.008351057, 0.951543]"
"At the entry points, the limited availability of hangars provided for shelter meant that transit centres were overcrowded and some refugees went without shelter.",negative,[-2.4533753  0.8917796  1.9934969],0,13.025054931640625,0.4536702036857605,1407,"[0.0059437044, 0.022983097, 0.9710732]"
The education response was based on several education specific inter-agency assessments but an education strategy remained 470 in draft format and had limited impact on inter-agency programming for education.,negative,[-1.6154283  -0.70731604  2.7702332 ],0,11.70289421081543,-5.157210350036621,1408,"[0.014658108, 0.006976919, 0.978365]"
"There were, however, significant shortcomings.",negative,[-1.1714023 -1.4524223  3.1980586],0,8.656489372253418,-8.116423606872559,1409,"[0.040720265, 0.007717272, 0.9515624]"
"The selection and retention of IPs and OPs however, was not transparent and not based on clear criteria.",negative,[-1.9029783  -0.48549193  3.0463572 ],0,13.162246704101562,-5.30634069442749,1410,"[0.012878949, 0.005848914, 0.98127216]"
Scarcity of suitable land for refugee settlements and nationality screening had a negative impact on the well-being of refugees who were held for lengthy period of time at border transit centres.,negative,[-2.3551996  1.3840833  1.1127036],0,12.112805366516113,2.627030611038208,1411,"[0.01026237, 0.014620963, 0.97511667]"
UNHCR operations in northern Uganda were scaling down at the time of the influx and there was no specific contingency planning or preparedness for the emergency that ensued.,negative,[-2.170873  1.870018  0.50374 ],0,12.242053985595705,4.5520339012146,1412,"[0.0060124695, 0.016722454, 0.97726506]"
"The profile of the refugee population meant that there was a high burden on Reproductive Health (RH) services at all the health centres in Adjumani and Arua, although many pregnant 130 women still delivered at home and antenatal care was poor due to a weak community outreach system that refugee communities were not compelled to participate in.",negative,[-1.7454826   2.117902   -0.46797955],0,12.106674194335938,8.052327156066895,1413,"[0.01943667, 0.54182905, 0.4387343]"
"Nutrition interventions were planned as an integrated component in the Ugandan health system that targets both the refugees and the host community, but there was no nutrition programme in the West Nile region prior to the onset of the crisis.",negative,[ 0.41546616 -0.07477854 -0.39159858],2,2.7479665279388428,4.273584842681885,1414,"[0.010291652, 0.016201714, 0.97350657]"
"Hygiene promotion was not sufficiently focused, with too many messages and some inappropriate approaches for the context.",negative,[-1.9806637  -0.16836093  2.756398  ],0,13.14189624786377,-3.2884716987609863,1415,"[0.010813841, 0.005334083, 0.9838521]"
"The size of the influx challenged the capacity of the partners to respond, particularly in Adjumani, resulting in emergency shelters being constructed in a rush, and not providing an adequate level of protection.",negative,[-2.1165485  -0.48973343  3.2385058 ],0,14.749356269836426,-5.253875255584717,1416,"[0.006660327, 0.010688894, 0.9826508]"
"The large investment in service infrastructure (reception centres, health and educational facilities) could be challenging to longer-term sustainability and maintenance.",negative,[-2.4658484   0.48988196  2.4376216 ],0,13.745390892028807,-0.3077889382839203,1417,"[0.0054687746, 0.06604987, 0.92848134]"
"Sectoral approaches and interventions therefore only partially contributed positively to protection outcomes and, in some cases, may have exposed people of concern to unnecessary protection risks (for example at transit centers).",negative,[-1.2572867 -1.4776647  3.387126 ],0,9.048824310302734,-9.281954765319824,1418,"[0.01320174, 0.005801613, 0.9809966]"
"The need for nationality screening (due to the difficulty in determining 340 whether asylum seekers, overwhelmingly belonging to the Nuer ethnic group which is found on both sides of the border, were Ethiopian or South Sudanese), however caused many registration suspensions and, together with the difficulty in finding suitable land, delayed movement to the camps, resulting in long waiting periods at transit centres at border crossings.",negative,[-2.3865545   0.79915506  2.0286808 ],0,12.990114212036133,0.3290425837039947,1419,"[0.0057706735, 0.011323612, 0.98290575]"
Vulnerable group identification and prioritisation for food distribution was absent.,negative,[-1.9276581  -0.33453146  2.7002258 ],0,12.418023109436035,-4.093236446380615,1420,"[0.010157193, 0.009135233, 0.9807076]"
Within the timeframe under evaluation there was limited strategic thinking to longer-term sustainable programming and very few resources devoted to livelihoods and self-reliance.,negative,[-2.688395    0.63662857  2.6398895 ],0,13.79694938659668,0.026454672217369,1421,"[0.0053070257, 0.010220872, 0.9844721]"
"It has been difficult for UNHCR to decide how to prioritize its urban refugee programme, which currently serves in the region of 50,000 people, in a country where more than 350,000 refugees are to be found in overcrowded camps.",negative,[-1.4891394   2.2310667  -0.74968535],1,12.307883262634276,11.379242897033693,1422,"[0.0043187547, 0.011592376, 0.9840889]"
"A particularly negative consequence of this situation is to be found in the length and inefficiency of the process whereby refugees register with UNHCR, have their status determined and are issued with refugee certificates.",negative,[-1.840057  -0.8301551  3.3348556],0,13.558152198791506,-7.683306694030763,1423,"[0.009880072, 0.01579352, 0.9743264]"
This decision has created frustration among the NNTs.,negative,[-1.5112809  -0.82627505  2.736535  ],0,10.964003562927246,-5.358386993408203,1424,"[0.0088841785, 0.01006356, 0.9810523]"
"The common approach and cooperation between the UN agencies have been difficult and implementation has been seriously delayed, both because of bureau- cratic hurdles and internal difficulties among the UN organizations, as well as constraints in the government system.",negative,[-1.6951978  -0.85300404  3.1100392 ],0,12.26546859741211,-6.629775524139402,1425,"[0.0059428723, 0.008548123, 0.985509]"
"However, the appropri- ateness support provided to the reintegration process in Burundi is of concern given the underestimation of the special conditions and needs of the 1972 group.",negative,[-2.1170547   0.05278555  2.5038366 ],0,13.176785469055176,-2.0484423637390137,1426,"[0.0056374418, 0.010828792, 0.9835338]"
"Furthermore, the linking of naturalisation (Pillar 2) and relocation (the initial step of Pillar 3) raises concern from a rights perspective.",negative,[-2.2062237   0.73640805  1.8711419 ],0,12.557476043701172,0.0710348859429359,1427,"[0.006140561, 0.022263512, 0.97159594]"
"It was indicated that UNHCR has a top down approach rather than a partnership approach, and does not sufficiently value the skills and knowledge of the implementing partners.",negative,[-1.4242853 -1.4818747  3.420911 ],0,9.438950538635254,-9.72231674194336,1428,"[0.0053043235, 0.006437904, 0.9882578]"
